klass	lgbm_bin	pst_bin	n	lgbm_p	pst_p
Ground-truth non-viral	11	10	7	0.23	0.21
Ground-truth non-viral	11	11	6	0.23	0.23
Ground-truth non-viral	11	12	11	0.23	0.25
Ground-truth non-viral	11	13	7	0.23	0.27
Ground-truth non-viral	11	14	15	0.23	0.29
Ground-truth non-viral	11	15	14	0.23	0.31
Ground-truth non-viral	11	16	9	0.23	0.33
Ground-truth non-viral	11	17	9	0.23	0.35
Ground-truth non-viral	11	18	2	0.23	0.37
Ground-truth non-viral	11	20	8	0.23	0.41
Ground-truth non-viral	11	22	8	0.23	0.45
Ground-truth non-viral	11	23	6	0.23	0.47
Ground-truth non-viral	11	24	3	0.23	0.49
Ground-truth non-viral	11	25	5	0.23	0.51
Ground-truth non-viral	11	26	4	0.23	0.53
Ground-truth non-viral	11	27	8	0.23	0.55
Ground-truth non-viral	11	28	8	0.23	0.57
Ground-truth non-viral	11	29	6	0.23	0.59
Ground-truth non-viral	11	30	2	0.23	0.61
Ground-truth non-viral	11	31	9	0.23	0.63
Ground-truth non-viral	11	32	5	0.23	0.65
Ground-truth non-viral	11	33	3	0.23	0.67
Ground-truth non-viral	11	34	2	0.23	0.69
Ground-truth non-viral	11	35	5	0.23	0.71
Ground-truth non-viral	11	36	2	0.23	0.73
Ground-truth non-viral	11	37	6	0.23	0.75
Ground-truth non-viral	11	38	6	0.23	0.77
Ground-truth non-viral	11	39	8	0.23	0.79
Ground-truth non-viral	11	40	6	0.23	0.81
Ground-truth non-viral	11	41	4	0.23	0.83
Ground-truth non-viral	11	42	5	0.23	0.85
Ground-truth non-viral	11	43	7	0.23	0.87
Ground-truth non-viral	11	44	5	0.23	0.89
Ground-truth non-viral	11	45	9	0.23	0.91
Ground-truth non-viral	11	46	3	0.23	0.93
Ground-truth non-viral	11	47	16	0.23	0.95
Ground-truth non-viral	11	49	42	0.23	0.99
Ground-truth non-viral	12	0	2999	0.25	0.01
Ground-truth non-viral	12	1	10	0.25	0.03
Ground-truth non-viral	12	2	128	0.25	0.05
Ground-truth non-viral	12	3	10	0.25	0.07
Ground-truth non-viral	12	4	29	0.25	0.09
Ground-truth non-viral	12	5	14	0.25	0.11
Ground-truth non-viral	12	6	11	0.25	0.13
Ground-truth non-viral	12	7	17	0.25	0.15
Ground-truth non-viral	12	8	7	0.25	0.17
Ground-truth non-viral	12	9	8	0.25	0.19
Ground-truth non-viral	12	10	11	0.25	0.21
Ground-truth non-viral	12	11	7	0.25	0.23
Ground-truth non-viral	12	12	8	0.25	0.25
Ground-truth non-viral	12	13	7	0.25	0.27
Ground-truth non-viral	12	14	5	0.25	0.29
Ground-truth non-viral	12	15	3	0.25	0.31
Ground-truth non-viral	12	16	7	0.25	0.33
Ground-truth non-viral	12	17	7	0.25	0.35
Ground-truth non-viral	12	18	10	0.25	0.37
Ground-truth non-viral	12	19	7	0.25	0.39
Ground-truth non-viral	12	20	7	0.25	0.41
Ground-truth non-viral	12	21	5	0.25	0.43
Ground-truth non-viral	12	22	4	0.25	0.45
Ground-truth non-viral	12	23	5	0.25	0.47
Ground-truth non-viral	12	24	1	0.25	0.49
Ground-truth non-viral	12	25	5	0.25	0.51
Ground-truth non-viral	12	26	5	0.25	0.53
Ground-truth non-viral	12	27	6	0.25	0.55
Ground-truth non-viral	12	28	8	0.25	0.57
Ground-truth non-viral	12	29	4	0.25	0.59
Ground-truth non-viral	12	30	1	0.25	0.61
Ground-truth non-viral	12	31	3	0.25	0.63
Ground-truth non-viral	12	32	4	0.25	0.65
Ground-truth non-viral	12	33	3	0.25	0.67
Ground-truth non-viral	12	34	3	0.25	0.69
Ground-truth non-viral	12	35	8	0.25	0.71
Ground-truth non-viral	12	36	1	0.25	0.73
Ground-truth non-viral	12	37	9	0.25	0.75
Ground-truth non-viral	12	38	1	0.25	0.77
Ground-truth non-viral	12	39	2	0.25	0.79
Ground-truth non-viral	12	40	2	0.25	0.81
Ground-truth non-viral	12	41	2	0.25	0.83
Ground-truth non-viral	12	42	4	0.25	0.85
Ground-truth non-viral	12	43	5	0.25	0.87
Ground-truth non-viral	12	44	7	0.25	0.89
Ground-truth non-viral	12	45	4	0.25	0.91
Ground-truth non-viral	12	46	1	0.25	0.93
Ground-truth non-viral	12	47	8	0.25	0.95
Ground-truth non-viral	12	48	1	0.25	0.97
Ground-truth non-viral	12	49	31	0.25	0.99
Ground-truth non-viral	13	0	2852	0.27	0.01
Ground-truth non-viral	13	1	1	0.27	0.03
Ground-truth non-viral	13	2	107	0.27	0.05
Ground-truth non-viral	13	3	4	0.27	0.07
Ground-truth non-viral	13	4	30	0.27	0.09
Ground-truth non-viral	13	5	19	0.27	0.11
Ground-truth non-viral	13	6	5	0.27	0.13
Ground-truth non-viral	13	7	13	0.27	0.15
Ground-truth non-viral	13	8	9	0.27	0.17
Ground-truth non-viral	13	9	12	0.27	0.19
Ground-truth non-viral	13	10	2	0.27	0.21
Ground-truth non-viral	13	11	7	0.27	0.23
Ground-truth non-viral	13	12	7	0.27	0.25
Ground-truth non-viral	13	13	10	0.27	0.27
Ground-truth non-viral	13	14	7	0.27	0.29
Ground-truth non-viral	13	15	6	0.27	0.31
Ground-truth non-viral	13	16	3	0.27	0.33
Ground-truth non-viral	13	17	5	0.27	0.35
Ground-truth non-viral	13	18	6	0.27	0.37
Ground-truth non-viral	13	19	4	0.27	0.39
Ground-truth non-viral	13	20	2	0.27	0.41
Ground-truth non-viral	13	21	1	0.27	0.43
Ground-truth non-viral	13	22	3	0.27	0.45
Ground-truth non-viral	13	23	2	0.27	0.47
Ground-truth non-viral	13	24	4	0.27	0.49
Ground-truth non-viral	13	25	4	0.27	0.51
Ground-truth non-viral	13	26	3	0.27	0.53
Ground-truth non-viral	13	27	4	0.27	0.55
Ground-truth non-viral	13	28	4	0.27	0.57
Ground-truth non-viral	13	29	2	0.27	0.59
Ground-truth non-viral	13	30	6	0.27	0.61
Ground-truth non-viral	13	31	1	0.27	0.63
Ground-truth non-viral	13	33	3	0.27	0.67
Ground-truth non-viral	13	34	7	0.27	0.69
Ground-truth non-viral	13	35	5	0.27	0.71
Ground-truth non-viral	13	36	6	0.27	0.73
Ground-truth non-viral	13	37	3	0.27	0.75
Ground-truth non-viral	13	38	7	0.27	0.77
Ground-truth non-viral	13	39	3	0.27	0.79
Ground-truth non-viral	13	40	9	0.27	0.81
Ground-truth non-viral	13	41	1	0.27	0.83
Ground-truth non-viral	13	42	4	0.27	0.85
Ground-truth non-viral	13	43	4	0.27	0.87
Ground-truth non-viral	13	44	7	0.27	0.89
Ground-truth non-viral	13	45	7	0.27	0.91
Ground-truth non-viral	13	46	3	0.27	0.93
Ground-truth non-viral	13	47	13	0.27	0.95
Ground-truth non-viral	13	49	29	0.27	0.99
Ground-truth non-viral	14	0	2419	0.29	0.01
Ground-truth non-viral	14	1	5	0.29	0.03
Ground-truth non-viral	14	2	96	0.29	0.05
Ground-truth non-viral	14	3	5	0.29	0.07
Ground-truth non-viral	14	4	34	0.29	0.09
Ground-truth non-viral	14	5	12	0.29	0.11
Ground-truth non-viral	14	6	10	0.29	0.13
Ground-truth non-viral	14	7	14	0.29	0.15
Ground-truth non-viral	14	8	11	0.29	0.17
Ground-truth non-viral	14	9	7	0.29	0.19
Ground-truth non-viral	14	10	14	0.29	0.21
Ground-truth non-viral	14	11	4	0.29	0.23
Ground-truth non-viral	14	12	6	0.29	0.25
Ground-truth non-viral	14	13	2	0.29	0.27
Ground-truth non-viral	14	14	13	0.29	0.29
Ground-truth non-viral	14	15	5	0.29	0.31
Ground-truth non-viral	14	16	5	0.29	0.33
Ground-truth non-viral	14	17	6	0.29	0.35
Ground-truth non-viral	14	18	8	0.29	0.37
Ground-truth non-viral	14	19	3	0.29	0.39
Ground-truth non-viral	14	20	4	0.29	0.41
Ground-truth non-viral	14	21	7	0.29	0.43
Ground-truth non-viral	14	22	6	0.29	0.45
Ground-truth non-viral	14	23	3	0.29	0.47
Ground-truth non-viral	14	24	5	0.29	0.49
Ground-truth non-viral	14	25	7	0.29	0.51
Ground-truth non-viral	14	26	8	0.29	0.53
Ground-truth non-viral	14	27	6	0.29	0.55
Ground-truth non-viral	14	28	5	0.29	0.57
Ground-truth non-viral	14	29	3	0.29	0.59
Ground-truth non-viral	14	30	2	0.29	0.61
Ground-truth non-viral	14	31	2	0.29	0.63
Ground-truth non-viral	14	32	5	0.29	0.65
Ground-truth non-viral	14	33	8	0.29	0.67
Ground-truth non-viral	14	34	4	0.29	0.69
Ground-truth non-viral	14	35	3	0.29	0.71
Ground-truth non-viral	14	36	2	0.29	0.73
Ground-truth non-viral	14	37	7	0.29	0.75
Ground-truth non-viral	14	38	5	0.29	0.77
Ground-truth non-viral	14	39	1	0.29	0.79
Ground-truth non-viral	14	40	3	0.29	0.81
Ground-truth non-viral	14	41	3	0.29	0.83
Ground-truth non-viral	14	42	9	0.29	0.85
Ground-truth non-viral	14	43	4	0.29	0.87
Ground-truth non-viral	14	44	6	0.29	0.89
Ground-truth non-viral	14	45	11	0.29	0.91
Ground-truth non-viral	14	46	8	0.29	0.93
Ground-truth non-viral	14	47	11	0.29	0.95
Ground-truth non-viral	14	48	1	0.29	0.97
Ground-truth non-viral	14	49	35	0.29	0.99
Ground-truth non-viral	15	0	2445	0.31	0.01
Ground-truth non-viral	15	1	3	0.31	0.03
Ground-truth non-viral	15	2	110	0.31	0.05
Ground-truth non-viral	15	3	12	0.31	0.07
Ground-truth non-viral	15	4	29	0.31	0.09
Ground-truth non-viral	15	5	14	0.31	0.11
Ground-truth non-viral	15	6	10	0.31	0.13
Ground-truth non-viral	15	7	15	0.31	0.15
Ground-truth non-viral	15	8	1	0.31	0.17
Ground-truth non-viral	15	9	3	0.31	0.19
Ground-truth non-viral	15	10	9	0.31	0.21
Ground-truth non-viral	15	11	10	0.31	0.23
Ground-truth non-viral	15	12	6	0.31	0.25
Ground-truth non-viral	15	13	2	0.31	0.27
Ground-truth non-viral	15	14	4	0.31	0.29
Ground-truth non-viral	15	15	8	0.31	0.31
Ground-truth non-viral	15	16	5	0.31	0.33
Ground-truth non-viral	15	17	6	0.31	0.35
Ground-truth non-viral	15	18	4	0.31	0.37
Ground-truth non-viral	15	19	4	0.31	0.39
Ground-truth non-viral	15	20	4	0.31	0.41
Ground-truth non-viral	15	21	3	0.31	0.43
Ground-truth non-viral	15	22	3	0.31	0.45
Ground-truth non-viral	15	23	4	0.31	0.47
Ground-truth non-viral	15	24	4	0.31	0.49
Ground-truth non-viral	15	25	2	0.31	0.51
Ground-truth non-viral	15	26	4	0.31	0.53
Ground-truth non-viral	15	27	1	0.31	0.55
Ground-truth non-viral	15	28	5	0.31	0.57
Ground-truth non-viral	15	29	9	0.31	0.59
Ground-truth non-viral	15	30	6	0.31	0.61
Ground-truth non-viral	15	31	2	0.31	0.63
Ground-truth non-viral	15	32	2	0.31	0.65
Ground-truth non-viral	15	33	5	0.31	0.67
Ground-truth non-viral	15	34	2	0.31	0.69
Ground-truth non-viral	15	35	2	0.31	0.71
Ground-truth non-viral	15	36	2	0.31	0.73
Ground-truth non-viral	15	37	4	0.31	0.75
Ground-truth non-viral	15	38	3	0.31	0.77
Ground-truth non-viral	15	39	2	0.31	0.79
Ground-truth non-viral	15	40	2	0.31	0.81
Ground-truth non-viral	15	41	2	0.31	0.83
Ground-truth non-viral	15	42	4	0.31	0.85
Ground-truth non-viral	15	43	2	0.31	0.87
Ground-truth non-viral	15	44	5	0.31	0.89
Ground-truth non-viral	15	45	5	0.31	0.91
Ground-truth non-viral	15	46	2	0.31	0.93
Ground-truth non-viral	15	47	6	0.31	0.95
Ground-truth non-viral	15	49	27	0.31	0.99
Ground-truth non-viral	16	0	2183	0.33	0.01
Ground-truth non-viral	16	1	10	0.33	0.03
Ground-truth non-viral	16	2	95	0.33	0.05
Ground-truth non-viral	16	3	7	0.33	0.07
Ground-truth non-viral	16	4	24	0.33	0.09
Ground-truth non-viral	16	5	16	0.33	0.11
Ground-truth non-viral	16	6	2	0.33	0.13
Ground-truth non-viral	16	7	6	0.33	0.15
Ground-truth non-viral	16	8	10	0.33	0.17
Ground-truth non-viral	16	9	10	0.33	0.19
Ground-truth non-viral	16	10	6	0.33	0.21
Ground-truth non-viral	16	11	9	0.33	0.23
Ground-truth non-viral	16	12	11	0.33	0.25
Ground-truth non-viral	16	13	7	0.33	0.27
Ground-truth non-viral	16	14	7	0.33	0.29
Ground-truth non-viral	16	15	5	0.33	0.31
Ground-truth non-viral	16	16	10	0.33	0.33
Ground-truth non-viral	16	17	6	0.33	0.35
Ground-truth non-viral	16	18	5	0.33	0.37
Ground-truth non-viral	16	19	6	0.33	0.39
Ground-truth non-viral	16	20	6	0.33	0.41
Ground-truth non-viral	16	22	2	0.33	0.45
Ground-truth non-viral	16	23	3	0.33	0.47
Ground-truth non-viral	16	24	3	0.33	0.49
Ground-truth non-viral	16	25	5	0.33	0.51
Ground-truth non-viral	16	26	3	0.33	0.53
Ground-truth non-viral	16	27	1	0.33	0.55
Ground-truth non-viral	16	28	4	0.33	0.57
Ground-truth non-viral	16	29	1	0.33	0.59
Ground-truth non-viral	16	30	3	0.33	0.61
Ground-truth non-viral	16	31	3	0.33	0.63
Ground-truth non-viral	16	32	1	0.33	0.65
Ground-truth non-viral	16	33	3	0.33	0.67
Ground-truth non-viral	16	34	2	0.33	0.69
Ground-truth non-viral	16	35	6	0.33	0.71
Ground-truth non-viral	16	36	1	0.33	0.73
Ground-truth non-viral	16	37	4	0.33	0.75
Ground-truth non-viral	16	38	1	0.33	0.77
Ground-truth non-viral	16	39	2	0.33	0.79
Ground-truth non-viral	16	41	1	0.33	0.83
Ground-truth non-viral	16	42	4	0.33	0.85
Ground-truth non-viral	16	43	5	0.33	0.87
Ground-truth non-viral	16	44	3	0.33	0.89
Ground-truth non-viral	16	45	3	0.33	0.91
Ground-truth non-viral	16	46	1	0.33	0.93
Ground-truth non-viral	16	47	8	0.33	0.95
Ground-truth non-viral	16	49	26	0.33	0.99
Ground-truth non-viral	17	0	1903	0.35	0.01
Ground-truth non-viral	17	1	3	0.35	0.03
Ground-truth non-viral	17	2	104	0.35	0.05
Ground-truth non-viral	17	3	6	0.35	0.07
Ground-truth non-viral	17	4	18	0.35	0.09
Ground-truth non-viral	17	5	24	0.35	0.11
Ground-truth non-viral	17	6	9	0.35	0.13
Ground-truth non-viral	17	7	13	0.35	0.15
Ground-truth non-viral	17	8	8	0.35	0.17
Ground-truth non-viral	17	9	8	0.35	0.19
Ground-truth non-viral	17	10	5	0.35	0.21
Ground-truth non-viral	17	12	10	0.35	0.25
Ground-truth non-viral	17	13	5	0.35	0.27
Ground-truth non-viral	17	14	4	0.35	0.29
Ground-truth non-viral	17	15	1	0.35	0.31
Ground-truth non-viral	17	16	4	0.35	0.33
Ground-truth non-viral	17	17	7	0.35	0.35
Ground-truth non-viral	17	19	6	0.35	0.39
Ground-truth non-viral	17	20	4	0.35	0.41
Ground-truth non-viral	17	21	2	0.35	0.43
Ground-truth non-viral	17	22	6	0.35	0.45
Ground-truth non-viral	17	23	3	0.35	0.47
Ground-truth non-viral	17	24	9	0.35	0.49
Ground-truth non-viral	17	25	3	0.35	0.51
Ground-truth non-viral	17	26	3	0.35	0.53
Ground-truth non-viral	17	27	6	0.35	0.55
Ground-truth non-viral	17	28	2	0.35	0.57
Ground-truth non-viral	17	29	9	0.35	0.59
Ground-truth non-viral	17	30	2	0.35	0.61
Ground-truth non-viral	17	31	7	0.35	0.63
Ground-truth non-viral	17	32	5	0.35	0.65
Ground-truth non-viral	17	33	2	0.35	0.67
Ground-truth non-viral	17	34	1	0.35	0.69
Ground-truth non-viral	17	35	4	0.35	0.71
Ground-truth non-viral	17	36	5	0.35	0.73
Ground-truth non-viral	17	37	7	0.35	0.75
Ground-truth non-viral	17	38	4	0.35	0.77
Ground-truth non-viral	17	39	7	0.35	0.79
Ground-truth non-viral	17	40	10	0.35	0.81
Ground-truth non-viral	17	41	3	0.35	0.83
Ground-truth non-viral	17	42	4	0.35	0.85
Ground-truth non-viral	17	43	2	0.35	0.87
Ground-truth non-viral	17	44	5	0.35	0.89
Ground-truth non-viral	17	45	8	0.35	0.91
Ground-truth non-viral	17	46	2	0.35	0.93
Ground-truth non-viral	17	47	17	0.35	0.95
Ground-truth non-viral	17	48	2	0.35	0.97
Ground-truth non-viral	17	49	40	0.35	0.99
Ground-truth non-viral	18	0	1780	0.37	0.01
Ground-truth non-viral	18	1	8	0.37	0.03
Ground-truth non-viral	18	2	103	0.37	0.05
Ground-truth non-viral	18	3	8	0.37	0.07
Ground-truth non-viral	18	4	22	0.37	0.09
Ground-truth non-viral	18	5	19	0.37	0.11
Ground-truth non-viral	18	6	6	0.37	0.13
Ground-truth non-viral	18	7	10	0.37	0.15
Ground-truth non-viral	18	8	4	0.37	0.17
Ground-truth non-viral	18	9	4	0.37	0.19
Ground-truth non-viral	18	10	7	0.37	0.21
Ground-truth non-viral	18	11	3	0.37	0.23
Ground-truth non-viral	18	12	5	0.37	0.25
Ground-truth non-viral	18	13	3	0.37	0.27
Ground-truth non-viral	18	14	4	0.37	0.29
Ground-truth non-viral	18	15	1	0.37	0.31
Ground-truth non-viral	18	16	6	0.37	0.33
Ground-truth non-viral	18	17	1	0.37	0.35
Ground-truth non-viral	18	18	3	0.37	0.37
Ground-truth non-viral	18	19	3	0.37	0.39
Ground-truth non-viral	18	20	5	0.37	0.41
Ground-truth non-viral	18	21	6	0.37	0.43
Ground-truth non-viral	18	22	5	0.37	0.45
Ground-truth non-viral	18	23	2	0.37	0.47
Ground-truth non-viral	18	24	6	0.37	0.49
Ground-truth non-viral	18	25	4	0.37	0.51
Ground-truth non-viral	18	26	1	0.37	0.53
Ground-truth non-viral	18	27	7	0.37	0.55
Ground-truth non-viral	18	28	3	0.37	0.57
Ground-truth non-viral	18	29	4	0.37	0.59
Ground-truth non-viral	18	30	4	0.37	0.61
Ground-truth non-viral	18	31	1	0.37	0.63
Ground-truth non-viral	18	32	9	0.37	0.65
Ground-truth non-viral	18	33	2	0.37	0.67
Ground-truth non-viral	18	34	2	0.37	0.69
Ground-truth non-viral	18	35	3	0.37	0.71
Ground-truth non-viral	18	36	8	0.37	0.73
Ground-truth non-viral	18	37	3	0.37	0.75
Ground-truth non-viral	18	38	6	0.37	0.77
Ground-truth non-viral	18	39	5	0.37	0.79
Ground-truth non-viral	18	40	3	0.37	0.81
Ground-truth non-viral	18	41	2	0.37	0.83
Ground-truth non-viral	18	42	2	0.37	0.85
Ground-truth non-viral	18	43	2	0.37	0.87
Ground-truth non-viral	18	44	2	0.37	0.89
Ground-truth non-viral	18	45	3	0.37	0.91
Ground-truth non-viral	18	46	4	0.37	0.93
Ground-truth non-viral	18	47	9	0.37	0.95
Ground-truth non-viral	18	48	3	0.37	0.97
Ground-truth non-viral	18	49	19	0.37	0.99
Ground-truth non-viral	19	0	1578	0.39	0.01
Ground-truth non-viral	19	1	2	0.39	0.03
Ground-truth non-viral	19	2	76	0.39	0.05
Ground-truth non-viral	19	3	2	0.39	0.07
Ground-truth non-viral	19	4	21	0.39	0.09
Ground-truth non-viral	19	5	12	0.39	0.11
Ground-truth non-viral	19	6	7	0.39	0.13
Ground-truth non-viral	19	7	11	0.39	0.15
Ground-truth non-viral	19	8	13	0.39	0.17
Ground-truth non-viral	19	9	5	0.39	0.19
Ground-truth non-viral	19	10	7	0.39	0.21
Ground-truth non-viral	19	11	6	0.39	0.23
Ground-truth non-viral	19	12	4	0.39	0.25
Ground-truth non-viral	19	13	2	0.39	0.27
Ground-truth non-viral	19	14	5	0.39	0.29
Ground-truth non-viral	19	15	3	0.39	0.31
Ground-truth non-viral	19	16	3	0.39	0.33
Ground-truth non-viral	19	17	4	0.39	0.35
Ground-truth non-viral	19	18	2	0.39	0.37
Ground-truth non-viral	19	19	4	0.39	0.39
Ground-truth non-viral	19	20	5	0.39	0.41
Ground-truth non-viral	19	21	4	0.39	0.43
Ground-truth non-viral	19	22	5	0.39	0.45
Ground-truth non-viral	19	23	7	0.39	0.47
Ground-truth non-viral	19	24	5	0.39	0.49
Ground-truth non-viral	19	25	6	0.39	0.51
Ground-truth non-viral	19	26	2	0.39	0.53
Ground-truth non-viral	19	27	3	0.39	0.55
Ground-truth non-viral	19	28	3	0.39	0.57
Ground-truth non-viral	19	29	7	0.39	0.59
Ground-truth non-viral	19	30	1	0.39	0.61
Ground-truth non-viral	19	31	6	0.39	0.63
Ground-truth non-viral	19	33	3	0.39	0.67
Ground-truth non-viral	19	35	6	0.39	0.71
Ground-truth non-viral	19	36	3	0.39	0.73
Ground-truth non-viral	19	37	3	0.39	0.75
Ground-truth non-viral	19	38	2	0.39	0.77
Ground-truth non-viral	19	39	4	0.39	0.79
Ground-truth non-viral	19	40	6	0.39	0.81
Ground-truth non-viral	19	41	4	0.39	0.83
Ground-truth non-viral	19	42	4	0.39	0.85
Ground-truth non-viral	19	43	3	0.39	0.87
Ground-truth non-viral	19	44	4	0.39	0.89
Ground-truth non-viral	19	45	4	0.39	0.91
Ground-truth non-viral	19	46	1	0.39	0.93
Ground-truth non-viral	19	47	7	0.39	0.95
Ground-truth non-viral	19	49	23	0.39	0.99
Ground-truth non-viral	20	0	1516	0.41	0.01
Ground-truth non-viral	20	1	3	0.41	0.03
Ground-truth non-viral	20	2	83	0.41	0.05
Ground-truth non-viral	20	3	3	0.41	0.07
Ground-truth non-viral	20	4	9	0.41	0.09
Ground-truth non-viral	20	5	15	0.41	0.11
Ground-truth non-viral	20	6	10	0.41	0.13
Ground-truth non-viral	20	7	8	0.41	0.15
Ground-truth non-viral	20	8	3	0.41	0.17
Ground-truth non-viral	20	9	7	0.41	0.19
Ground-truth non-viral	20	10	4	0.41	0.21
Ground-truth non-viral	20	11	8	0.41	0.23
Ground-truth non-viral	20	12	5	0.41	0.25
Ground-truth non-viral	20	13	3	0.41	0.27
Ground-truth non-viral	20	14	3	0.41	0.29
Ground-truth non-viral	20	15	4	0.41	0.31
Ground-truth non-viral	20	16	6	0.41	0.33
Ground-truth non-viral	20	17	5	0.41	0.35
Ground-truth non-viral	20	18	5	0.41	0.37
Ground-truth non-viral	20	19	2	0.41	0.39
Ground-truth non-viral	20	20	4	0.41	0.41
Ground-truth non-viral	20	21	5	0.41	0.43
Ground-truth non-viral	20	22	9	0.41	0.45
Ground-truth non-viral	20	24	4	0.41	0.49
Ground-truth non-viral	20	25	1	0.41	0.51
Ground-truth non-viral	20	26	1	0.41	0.53
Ground-truth non-viral	20	27	3	0.41	0.55
Ground-truth non-viral	20	28	6	0.41	0.57
Ground-truth non-viral	20	29	1	0.41	0.59
Ground-truth non-viral	20	30	1	0.41	0.61
Ground-truth non-viral	20	31	5	0.41	0.63
Ground-truth non-viral	20	32	1	0.41	0.65
Ground-truth non-viral	20	33	6	0.41	0.67
Ground-truth non-viral	20	34	4	0.41	0.69
Ground-truth non-viral	20	35	3	0.41	0.71
Ground-truth non-viral	20	36	2	0.41	0.73
Ground-truth non-viral	20	37	3	0.41	0.75
Ground-truth non-viral	20	38	6	0.41	0.77
Ground-truth non-viral	20	39	1	0.41	0.79
Ground-truth non-viral	20	40	1	0.41	0.81
Ground-truth non-viral	20	41	1	0.41	0.83
Ground-truth non-viral	20	42	3	0.41	0.85
Ground-truth non-viral	20	43	5	0.41	0.87
Ground-truth non-viral	20	44	5	0.41	0.89
Ground-truth non-viral	20	45	5	0.41	0.91
Ground-truth non-viral	20	47	10	0.41	0.95
Ground-truth non-viral	20	48	4	0.41	0.97
Ground-truth non-viral	20	49	22	0.41	0.99
Ground-truth non-viral	21	0	1477	0.43	0.01
Ground-truth non-viral	21	1	6	0.43	0.03
Ground-truth non-viral	21	2	72	0.43	0.05
Ground-truth non-viral	21	3	5	0.43	0.07
Ground-truth non-viral	21	4	19	0.43	0.09
Ground-truth non-viral	21	5	9	0.43	0.11
Ground-truth non-viral	21	6	7	0.43	0.13
Ground-truth non-viral	21	7	11	0.43	0.15
Ground-truth non-viral	21	8	5	0.43	0.17
Ground-truth non-viral	21	9	8	0.43	0.19
Ground-truth non-viral	21	10	5	0.43	0.21
Ground-truth non-viral	21	11	8	0.43	0.23
Ground-truth non-viral	21	12	2	0.43	0.25
Ground-truth non-viral	21	13	8	0.43	0.27
Ground-truth non-viral	21	14	1	0.43	0.29
Ground-truth non-viral	21	15	2	0.43	0.31
Ground-truth non-viral	21	16	4	0.43	0.33
Ground-truth non-viral	21	17	5	0.43	0.35
Ground-truth non-viral	21	18	4	0.43	0.37
Ground-truth non-viral	21	19	4	0.43	0.39
Ground-truth non-viral	21	20	1	0.43	0.41
Ground-truth non-viral	21	21	4	0.43	0.43
Ground-truth non-viral	21	22	3	0.43	0.45
Ground-truth non-viral	21	23	3	0.43	0.47
Ground-truth non-viral	21	24	1	0.43	0.49
Ground-truth non-viral	21	25	2	0.43	0.51
Ground-truth non-viral	21	26	3	0.43	0.53
Ground-truth non-viral	21	27	3	0.43	0.55
Ground-truth non-viral	21	28	5	0.43	0.57
Ground-truth non-viral	21	30	3	0.43	0.61
Ground-truth non-viral	21	31	2	0.43	0.63
Ground-truth non-viral	21	32	3	0.43	0.65
Ground-truth non-viral	21	33	3	0.43	0.67
Ground-truth non-viral	21	34	1	0.43	0.69
Ground-truth non-viral	21	35	6	0.43	0.71
Ground-truth non-viral	21	36	1	0.43	0.73
Ground-truth non-viral	21	37	2	0.43	0.75
Ground-truth non-viral	21	39	5	0.43	0.79
Ground-truth non-viral	21	40	5	0.43	0.81
Ground-truth non-viral	21	41	3	0.43	0.83
Ground-truth non-viral	21	42	4	0.43	0.85
Ground-truth non-viral	21	43	4	0.43	0.87
Ground-truth non-viral	21	44	5	0.43	0.89
Ground-truth non-viral	21	45	6	0.43	0.91
Ground-truth non-viral	21	46	1	0.43	0.93
Ground-truth non-viral	21	47	15	0.43	0.95
Ground-truth non-viral	21	48	1	0.43	0.97
Ground-truth non-viral	21	49	43	0.43	0.99
Ground-truth non-viral	22	0	1374	0.45	0.01
Ground-truth non-viral	22	1	3	0.45	0.03
Ground-truth non-viral	22	2	65	0.45	0.05
Ground-truth non-viral	22	3	9	0.45	0.07
Ground-truth non-viral	22	4	17	0.45	0.09
Ground-truth non-viral	22	5	12	0.45	0.11
Ground-truth non-viral	22	6	6	0.45	0.13
Ground-truth non-viral	22	7	8	0.45	0.15
Ground-truth non-viral	22	8	3	0.45	0.17
Ground-truth non-viral	22	9	9	0.45	0.19
Ground-truth non-viral	22	10	4	0.45	0.21
Ground-truth non-viral	22	11	4	0.45	0.23
Ground-truth non-viral	22	12	7	0.45	0.25
Ground-truth non-viral	22	13	5	0.45	0.27
Ground-truth non-viral	22	14	4	0.45	0.29
Ground-truth non-viral	22	15	7	0.45	0.31
Ground-truth non-viral	22	16	7	0.45	0.33
Ground-truth non-viral	22	17	7	0.45	0.35
Ground-truth non-viral	22	18	4	0.45	0.37
Ground-truth non-viral	22	19	3	0.45	0.39
Ground-truth non-viral	22	20	4	0.45	0.41
Ground-truth non-viral	22	21	4	0.45	0.43
