id,cutoff_full,cutoff_domain
HMMsoil68793,163.8,163.7
HMMsoil68794,351.0,311.6
HMMsoil68797,123.4,123.3
HMMsoil68801,108.7,108.6
HMMsoil68803,88.9,88.8
HMMsoil68804,93.9,93.8
HMMsoil68805,66.5,66.4
HMMsoil68806,261.6,261.4
HMMsoil68811,59.2,59.1
HMMsoil68812,124.9,124.8
HMMsoil68646,103.6,103.5
HMMsoil68648,151.1,150.9
HMMsoil68649,918.4,918.2
HMMsoil68650,247.3,247.1
HMMsoil68653,367.5,367.4
HMMsoil68654,227.5,227.4
HMMsoil68655,179.0,178.9
HMMsoil68657,249.2,249.0
HMMsoil68659,538.9,538.8
HMMsoil68660,155.7,155.6
HMMsoil68662,187.9,187.7
HMMsoil68663,334.9,334.8
HMMsoil68668,279.9,279.7
HMMsoil68671,81.2,81.2
HMMsoil68672,243.5,243.4
HMMsoil68674,309.8,309.7
HMMsoil68676,480.0,479.9
HMMsoil68677,204.4,204.3
HMMsoil68678,348.3,348.2
HMMsoil68679,127.9,65.2
HMMsoil68683,280.9,280.8
HMMsoil68685,195.2,191.8
HMMsoil68686,325.9,325.7
HMMsoil68689,180.0,179.9
HMMsoil68690,361.9,361.7
HMMsoil68691,545.2,545.0
HMMsoil68693,424.4,424.3
HMMsoil68694,413.1,413.0
HMMsoil68866,69.0,68.8
HMMsoil68867,67.9,65.1
HMMsoil68869,212.2,106.8
HMMsoil68871,100.6,50.2
HMMsoil68872,150.4,150.3
HMMsoil68873,657.5,657.3
HMMsoil68875,98.7,98.7
HMMsoil68878,92.3,92.2
HMMsoil68880,269.3,269.2
HMMsoil68883,64.3,60.9
HMMsoil68887,386.4,386.2
HMMsoil68891,69.7,69.6
HMMsoil68893,118.0,117.9
HMMsoil68901,211.1,210.9
HMMsoil68902,151.5,151.3
HMMsoil68903,179.8,179.6
HMMsoil68904,350.7,350.5
HMMsoil68699,350.7,350.5
HMMsoil68704,83.1,82.0
HMMsoil68705,196.5,196.4
HMMsoil68707,171.3,171.2
HMMsoil68709,189.7,189.5
HMMsoil68710,373.0,372.8
HMMsoil68712,185.3,185.1
HMMsoil68713,428.3,428.1
HMMsoil68715,253.7,253.6
HMMsoil68716,301.3,301.1
HMMsoil68717,128.2,128.0
HMMsoil68718,361.8,361.6
HMMsoil68719,627.3,627.1
HMMsoil68721,257.4,257.2
HMMsoil68724,175.0,174.8
HMMsoil68725,164.2,164.0
HMMsoil68726,144.4,144.3
HMMsoil68728,194.1,193.9
HMMsoil68730,362.9,362.7
HMMsoil68731,451.7,451.5
HMMsoil68732,470.6,470.5
HMMsoil68733,201.1,201.0
HMMsoil68735,360.5,360.4
HMMsoil68737,245.6,245.4
HMMsoil68739,72.9,72.8
HMMsoil68742,186.2,186.1
HMMsoil68743,262.1,262.0
HMMsoil68746,37.2,37.2
HMMsoil68749,173.7,173.6
HMMsoil68750,236.7,236.6
HMMsoil68752,93.3,93.2
HMMsoil68762,153.2,153.1
HMMsoil68763,166.7,166.6
HMMsoil68765,116.4,116.3
HMMsoil68769,379.7,379.5
HMMsoil68771,109.3,109.2
HMMsoil68773,67.2,67.1
HMMsoil68777,135.7,109.4
HMMsoil68778,337.8,337.6
HMMsoil68781,305.7,305.6
HMMsoil68972,117.7,117.6
HMMsoil68974,149.3,149.2
HMMsoil68977,474.8,474.6
HMMsoil68979,265.6,263.7
HMMsoil68984,426.2,426.0
HMMsoil68985,145.6,145.5
HMMsoil68990,439.1,438.9
HMMsoil68991,114.1,113.9
HMMsoil68993,192.4,192.2
HMMsoil68994,156.7,156.5
HMMsoil68995,166.9,166.7
HMMsoil68996,42.4,42.4
HMMsoil68998,256.6,256.5
HMMsoil68999,125.7,125.5
HMMsoil69002,289.7,289.6
HMMsoil69007,169.0,168.9
HMMsoil69008,108.7,107.3
HMMsoil69011,190.0,189.8
HMMsoil69014,115.5,115.4
HMMsoil69017,46.3,46.3
HMMsoil69019,107.9,107.8
HMMsoil69020,197.5,197.4
HMMsoil69026,89.1,89.0
HMMsoil69030,59.8,59.7
HMMsoil68816,332.3,332.2
HMMsoil68817,69.7,69.6
HMMsoil68818,177.1,177.0
HMMsoil68819,55.1,55.0
HMMsoil68821,73.3,73.2
HMMsoil68823,30.9,30.9
HMMsoil68828,98.3,98.2
HMMsoil68830,584.7,584.6
HMMsoil68831,218.0,217.8
HMMsoil68832,215.1,214.9
HMMsoil68834,430.3,430.2
HMMsoil68837,188.5,188.4
HMMsoil68838,61.9,61.8
HMMsoil68841,89.4,89.3
HMMsoil68842,296.1,296.0
HMMsoil68843,260.0,164.5
HMMsoil68844,63.6,63.5
HMMsoil68845,117.4,117.3
HMMsoil68846,363.0,362.9
HMMsoil68847,203.1,202.9
HMMsoil68849,431.4,431.2
HMMsoil68851,126.4,126.3
HMMsoil68855,116.2,116.1
HMMsoil68857,497.2,497.0
HMMsoil68861,83.8,83.7
HMMsoil68862,63.4,63.3
HMMsoil68864,186.7,186.6
HMMsoil69088,127.9,127.8
HMMsoil69089,548.0,547.8
HMMsoil69090,215.0,214.9
HMMsoil69091,55.1,55.0
HMMsoil69092,348.4,348.2
HMMsoil69093,107.2,107.1
HMMsoil69094,87.3,87.2
HMMsoil69095,279.5,279.4
HMMsoil69096,101.1,97.1
HMMsoil69106,142.7,142.6
HMMsoil69107,53.1,53.0
HMMsoil69108,355.3,355.1
HMMsoil69109,145.0,144.9
HMMsoil69110,145.3,145.2
HMMsoil69112,163.7,163.6
HMMsoil69114,128.9,128.8
HMMsoil69116,40.5,40.5
HMMsoil69118,267.4,267.3
HMMsoil68908,106.8,106.7
HMMsoil68909,141.6,141.4
HMMsoil68911,502.2,502.1
HMMsoil68912,151.2,151.1
HMMsoil68913,169.7,169.6
HMMsoil68914,174.3,174.1
HMMsoil68915,957.2,957.0
HMMsoil68917,236.7,236.6
HMMsoil68924,461.4,461.3
HMMsoil68925,400.9,400.8
HMMsoil68926,352.1,351.9
HMMsoil68930,123.3,123.2
HMMsoil68932,116.3,116.2
HMMsoil68933,429.9,429.8
HMMsoil68938,460.0,459.8
HMMsoil68939,245.9,244.9
HMMsoil68940,70.3,67.7
HMMsoil68943,242.7,121.1
HMMsoil68944,357.6,357.4
HMMsoil68945,24.6,24.6
HMMsoil68948,500.0,499.9
HMMsoil68949,36.4,36.3
HMMsoil68950,159.8,159.6
HMMsoil68952,298.3,298.2
HMMsoil68954,145.9,145.8
HMMsoil68956,214.0,213.8
HMMsoil68957,498.3,498.1
HMMsoil68959,126.8,126.7
HMMsoil68960,347.6,347.4
HMMsoil68963,328.2,327.9
HMMsoil68964,111.2,111.1
HMMsoil68965,281.1,281.0
HMMsoil68969,178.9,178.8
HMMsoil68971,260.2,260.1
HMMsoil69162,169.8,169.6
HMMsoil69164,111.7,111.6
HMMsoil69165,202.1,202.0
HMMsoil69167,60.3,60.3
HMMsoil69168,45.9,45.8
HMMsoil69170,555.8,555.6
HMMsoil69171,575.2,575.0
HMMsoil69172,123.0,122.9
HMMsoil69173,151.9,151.7
HMMsoil69175,351.2,351.0
HMMsoil69176,74.4,74.3
HMMsoil69177,300.9,300.7
HMMsoil69179,171.7,171.6
HMMsoil69181,63.5,62.2
HMMsoil69182,190.5,190.4
HMMsoil69183,122.3,122.2
HMMsoil69185,184.3,184.2
HMMsoil69186,149.9,149.8
HMMsoil69188,80.3,80.2
HMMsoil69189,532.4,532.2
HMMsoil69190,74.3,74.2
HMMsoil69192,290.3,290.1
HMMsoil69193,102.0,101.8
HMMsoil69028,501.7,501.6
HMMsoil69031,79.7,79.5
HMMsoil69032,207.3,207.2
HMMsoil69033,307.2,307.1
HMMsoil69040,429.2,429.0
HMMsoil69045,530.0,529.9
HMMsoil69048,58.3,58.2
HMMsoil69052,193.6,193.4
HMMsoil69053,82.0,81.9
HMMsoil69054,34.6,34.6
HMMsoil69057,129.2,129.1
HMMsoil69058,101.7,101.6
HMMsoil69059,93.6,93.5
HMMsoil69065,197.5,197.4
HMMsoil69068,111.8,111.7
HMMsoil69070,78.3,77.7
HMMsoil69075,45.7,45.6
HMMsoil69080,602.6,602.4
HMMsoil69082,436.6,436.4
HMMsoil69084,433.5,433.3
HMMsoil69085,169.8,169.7
HMMsoil69121,193.1,193.0
HMMsoil69122,44.8,44.7
HMMsoil69123,394.5,325.0
HMMsoil69124,222.5,222.3
HMMsoil69127,32.6,32.6
HMMsoil69132,116.5,114.0
HMMsoil69135,36.0,36.0
HMMsoil69136,44.6,44.5
HMMsoil69137,175.1,115.0
HMMsoil69139,164.2,164.1
HMMsoil69140,51.6,51.5
HMMsoil69141,88.2,88.1
HMMsoil69142,320.9,320.7
HMMsoil69144,162.9,162.7
HMMsoil69145,208.9,208.8
HMMsoil69146,69.6,69.5
HMMsoil69150,63.2,62.5
HMMsoil69152,57.7,57.7
HMMsoil69153,189.2,189.0
HMMsoil69158,382.1,382.0
HMMsoil69159,60.4,58.8
HMMsoil69161,155.3,155.2
HMMsoil69214,175.1,175.0
HMMsoil69215,406.9,406.7
HMMsoil69217,222.9,222.8
HMMsoil69219,327.5,327.3
HMMsoil69220,270.8,270.6
HMMsoil69226,150.4,148.5
HMMsoil69227,184.3,184.1
HMMsoil69230,414.7,414.5
HMMsoil69231,427.5,427.4
HMMsoil69238,145.2,145.1
HMMsoil69239,211.7,211.6
HMMsoil69240,138.2,138.1
HMMsoil69246,129.3,129.1
HMMsoil69249,725.4,725.2
HMMsoil69250,127.2,127.1
HMMsoil69255,462.4,462.3
HMMsoil69257,582.1,398.0
HMMsoil69258,615.5,615.3
HMMsoil69259,390.2,390.1
HMMsoil69260,50.2,50.2
HMMsoil69262,123.2,123.1
HMMsoil69263,207.1,103.6
HMMsoil69264,156.8,156.7
HMMsoil69265,719.0,718.8
HMMsoil69269,498.3,498.1
HMMsoil69270,72.3,72.2
HMMsoil69272,110.1,110.0
HMMsoil69273,348.5,348.3
HMMsoil69276,418.1,417.9
HMMsoil69278,172.4,172.3
HMMsoil69280,387.8,387.6
HMMsoil69281,161.3,161.1
HMMsoil69282,185.6,185.5
HMMsoil69283,197.1,196.9
HMMsoil69284,361.1,360.9
HMMsoil69285,193.1,192.9
HMMsoil69286,317.2,317.0
HMMsoil69287,126.0,125.8
HMMsoil69288,438.1,437.9
HMMsoil69293,92.8,92.0
HMMsoil69296,521.0,520.9
HMMsoil69297,627.4,627.2
HMMsoil69298,407.6,407.5
HMMsoil69299,204.8,204.7
HMMsoil69301,130.1,129.9
HMMsoil69302,307.0,306.9
HMMsoil69303,292.7,292.6
HMMsoil69305,648.5,648.3
HMMsoil69194,125.1,125.0
HMMsoil69195,185.9,185.7
HMMsoil69732,135.8,135.7
HMMsoil69734,145.7,145.6
HMMsoil69737,222.4,222.3
HMMsoil69738,165.0,164.8
HMMsoil69739,347.6,347.4
HMMsoil69740,18.5,18.5
HMMsoil69316,166.0,165.9
HMMsoil69318,140.1,139.9
HMMsoil69321,32.5,32.4
HMMsoil69323,117.9,117.7
HMMsoil69324,101.5,101.4
HMMsoil69325,196.8,196.7
HMMsoil69326,184.0,183.9
HMMsoil69329,81.6,79.6
HMMsoil69330,83.6,83.5
HMMsoil69331,112.1,111.9
HMMsoil69333,142.1,141.9
HMMsoil69334,263.7,263.6
HMMsoil69336,208.5,208.4
HMMsoil69337,41.2,41.2
HMMsoil69338,409.8,409.7
HMMsoil69339,69.0,66.8
HMMsoil69340,86.7,86.6
HMMsoil69342,244.1,124.3
HMMsoil69344,287.3,287.2
HMMsoil69345,120.7,120.6
HMMsoil69346,357.3,357.1
HMMsoil69347,713.6,713.5
HMMsoil69349,167.8,167.7
HMMsoil69351,44.3,44.3
HMMsoil69352,63.3,63.2
HMMsoil69353,225.3,225.1
HMMsoil69354,169.3,169.2
HMMsoil69356,42.1,42.0
HMMsoil69357,265.8,265.6
HMMsoil69358,80.2,80.1
HMMsoil69364,144.1,144.0
HMMsoil69366,89.4,89.3
HMMsoil69367,94.2,94.1
HMMsoil69369,299.4,299.2
HMMsoil69374,51.4,49.0
HMMsoil69376,188.4,188.2
HMMsoil69377,168.8,168.7
HMMsoil69378,923.0,922.9
HMMsoil69381,614.1,614.0
HMMsoil69384,296.8,296.7
HMMsoil69196,238.8,238.7
HMMsoil69197,404.6,404.4
HMMsoil69198,330.5,328.4
HMMsoil69199,309.8,309.6
HMMsoil69202,110.5,110.4
HMMsoil69204,362.2,362.0
HMMsoil69206,379.3,379.1
HMMsoil69207,372.5,372.3
HMMsoil69208,120.4,120.2
HMMsoil69213,49.3,49.2
HMMsoil69306,266.7,266.6
HMMsoil69307,112.3,112.2
HMMsoil69309,453.2,453.0
HMMsoil69310,20.4,20.4
HMMsoil69311,555.7,377.6
HMMsoil69312,314.3,314.2
HMMsoil69314,93.8,93.7
HMMsoil69315,37.1,36.7
HMMsoil69417,393.7,393.6
HMMsoil69422,48.7,48.4
HMMsoil69423,127.7,127.6
HMMsoil69424,289.0,288.8
HMMsoil69425,150.1,149.9
HMMsoil69426,164.3,164.1
HMMsoil69430,206.1,206.0
HMMsoil69432,107.6,107.5
HMMsoil69462,68.3,68.2
HMMsoil69464,85.9,84.6
HMMsoil69465,281.6,281.5
HMMsoil69466,215.9,215.8
HMMsoil69467,98.3,98.1
HMMsoil69468,286.1,286.0
HMMsoil69469,85.0,84.9
HMMsoil69470,36.3,36.3
HMMsoil69471,191.3,191.2
HMMsoil69475,81.8,81.7
HMMsoil69476,56.0,55.9
HMMsoil69477,102.8,102.6
HMMsoil69478,121.1,120.9
HMMsoil69479,152.4,152.2
HMMsoil69480,386.5,386.4
HMMsoil69481,521.2,521.0
HMMsoil69483,298.6,298.4
HMMsoil69485,88.3,88.2
HMMsoil69487,104.0,103.9
HMMsoil69488,104.5,100.5
HMMsoil69489,164.3,164.1
HMMsoil69490,105.2,105.1
HMMsoil69493,201.0,200.9
HMMsoil69494,257.7,257.5
HMMsoil69497,138.0,137.9
HMMsoil69499,460.4,460.2
HMMsoil69502,380.1,379.9
HMMsoil69503,148.0,147.8
HMMsoil69506,470.4,470.3
HMMsoil69507,231.0,230.9
HMMsoil69509,474.7,474.6
HMMsoil69510,119.3,119.2
HMMsoil69511,232.5,232.4
HMMsoil69513,166.6,166.4
HMMsoil69514,360.2,360.0
HMMsoil69515,77.0,76.9
HMMsoil69519,641.0,640.9
HMMsoil69389,156.8,156.7
HMMsoil69393,168.7,168.3
HMMsoil69395,134.2,134.1
HMMsoil69396,33.2,33.1
HMMsoil69397,184.1,184.0
HMMsoil69400,85.4,85.3
HMMsoil69401,217.8,217.7
HMMsoil69403,605.2,605.0
HMMsoil69405,473.8,473.7
HMMsoil69407,57.3,57.2
HMMsoil69410,471.3,471.2
HMMsoil69411,218.1,218.0
HMMsoil69413,134.4,134.3
HMMsoil69414,46.9,46.2
HMMsoil69415,63.1,63.0
HMMsoil69572,449.2,449.1
HMMsoil69573,476.2,476.0
HMMsoil69578,196.7,196.5
HMMsoil69579,197.6,197.5
HMMsoil69581,183.3,183.1
HMMsoil69583,187.1,187.0
HMMsoil69586,542.9,425.6
HMMsoil69588,115.0,114.3
HMMsoil69589,132.2,132.1
HMMsoil69590,250.9,250.7
HMMsoil69591,188.3,188.1
HMMsoil69592,290.1,289.9
HMMsoil69593,102.5,102.4
HMMsoil69594,34.2,34.2
HMMsoil69595,211.1,211.0
HMMsoil69596,336.0,335.9
HMMsoil69597,163.6,163.5
HMMsoil69599,260.1,260.0
HMMsoil69600,146.4,146.3
HMMsoil69601,53.5,53.4
HMMsoil69602,69.4,68.9
HMMsoil69608,29.1,29.1
HMMsoil69610,194.1,194.0
HMMsoil69611,185.2,185.1
HMMsoil69613,226.7,226.6
HMMsoil69614,333.4,333.2
HMMsoil69615,117.4,117.3
HMMsoil69617,276.2,276.1
HMMsoil69618,172.2,172.1
HMMsoil69619,642.2,642.0
HMMsoil69620,31.4,31.3
HMMsoil69621,180.7,180.6
HMMsoil69622,138.3,138.2
HMMsoil69624,250.2,250.0
HMMsoil69625,347.6,347.5
HMMsoil69627,97.4,96.6
HMMsoil69628,278.4,278.3
HMMsoil69629,142.9,142.8
HMMsoil69631,86.9,86.8
HMMsoil69434,209.3,209.1
HMMsoil69436,317.1,316.9
HMMsoil69437,45.7,45.7
HMMsoil69439,134.8,134.7
HMMsoil69443,95.1,95.0
HMMsoil69444,191.0,190.9
HMMsoil69445,122.8,122.7
HMMsoil69446,59.2,59.0
HMMsoil69450,252.7,252.6
HMMsoil69451,90.5,90.4
HMMsoil69452,163.4,163.2
HMMsoil69453,74.2,74.1
HMMsoil69454,214.1,214.0
HMMsoil69455,350.5,350.4
HMMsoil69456,197.4,197.3
HMMsoil69665,94.6,94.5
HMMsoil69666,76.3,76.2
HMMsoil69668,211.2,211.1
HMMsoil69672,29.3,29.1
HMMsoil69675,510.0,509.8
HMMsoil69676,201.5,201.3
HMMsoil69677,488.6,488.5
HMMsoil69678,91.9,91.8
HMMsoil69682,85.2,85.1
HMMsoil69683,195.0,194.9
HMMsoil69684,231.7,231.5
HMMsoil69685,73.0,72.8
HMMsoil69691,306.7,306.6
HMMsoil69695,513.2,513.0
HMMsoil69697,222.5,221.8
HMMsoil69698,360.3,360.1
HMMsoil69701,145.6,145.4
HMMsoil69703,125.4,125.3
HMMsoil69705,416.3,416.1
HMMsoil69706,77.2,77.1
HMMsoil69707,96.3,96.2
HMMsoil69708,82.6,82.5
HMMsoil69710,188.2,188.0
HMMsoil69711,141.8,141.7
HMMsoil69715,143.1,143.0
HMMsoil69720,198.4,198.2
HMMsoil69721,111.5,111.4
HMMsoil69722,59.2,59.1
HMMsoil69724,525.5,525.4
HMMsoil69725,68.4,67.7
HMMsoil69729,65.1,63.4
HMMsoil69730,63.8,63.7
HMMsoil69731,215.1,107.6
HMMsoil69520,165.8,165.6
HMMsoil69521,399.1,399.0
HMMsoil69524,195.2,195.1
HMMsoil69526,216.9,216.8
HMMsoil69528,446.2,446.1
HMMsoil69529,134.2,134.0
HMMsoil69541,160.2,160.1
HMMsoil69542,119.2,119.1
HMMsoil69545,172.1,172.0
HMMsoil69548,351.2,351.1
HMMsoil69551,315.1,315.0
HMMsoil69555,189.2,189.0
HMMsoil69556,654.6,654.5
HMMsoil69558,254.6,127.9
HMMsoil69560,331.7,331.5
HMMsoil69564,368.3,368.2
HMMsoil69565,161.7,161.6
HMMsoil69567,101.9,101.7
HMMsoil69569,15.0,15.0
HMMsoil69742,191.8,191.6
HMMsoil69743,334.4,334.2
HMMsoil69744,919.4,919.3
HMMsoil69745,328.7,328.5
HMMsoil69747,111.7,111.6
HMMsoil69748,348.4,348.3
HMMsoil69749,200.6,200.4
HMMsoil69750,131.2,131.1
HMMsoil69752,66.8,66.7
HMMsoil69754,203.6,203.5
HMMsoil69755,167.7,167.5
HMMsoil69632,201.5,201.4
HMMsoil69633,127.9,127.8
HMMsoil69634,338.9,338.8
HMMsoil69635,117.6,117.5
HMMsoil69636,578.6,578.5
HMMsoil69639,64.5,64.4
HMMsoil69649,161.2,161.1
HMMsoil69657,54.7,54.7
HMMsoil69660,187.4,184.1
HMMsoil69662,333.6,333.4
HMMsoil69864,88.8,88.7
HMMsoil69865,95.4,95.3
HMMsoil69867,18.5,18.5
HMMsoil69868,101.5,101.4
HMMsoil69870,91.6,91.5
HMMsoil69872,283.1,283.0
HMMsoil69873,165.9,165.7
HMMsoil69874,91.8,91.6
HMMsoil69875,120.5,120.4
HMMsoil69877,242.3,242.2
HMMsoil69880,54.1,54.0
HMMsoil69881,101.8,101.7
HMMsoil69883,150.8,150.6
HMMsoil69885,277.9,277.7
HMMsoil69886,122.1,122.0
HMMsoil69887,126.0,125.9
HMMsoil69888,75.0,74.9
HMMsoil69889,167.1,167.0
HMMsoil69892,450.0,449.9
HMMsoil69893,159.5,159.4
HMMsoil69894,188.9,166.7
HMMsoil69896,114.4,114.3
HMMsoil69899,160.7,160.6
HMMsoil69900,295.4,295.2
HMMsoil69901,58.0,57.9
HMMsoil69756,209.2,209.1
HMMsoil69757,127.3,127.2
HMMsoil69758,122.1,122.0
HMMsoil69759,243.8,243.6
HMMsoil69760,240.3,240.1
HMMsoil69765,159.2,159.1
HMMsoil69766,172.7,172.6
HMMsoil69768,323.0,322.9
HMMsoil69770,129.1,129.0
HMMsoil69771,646.1,646.0
HMMsoil69778,55.7,55.4
HMMsoil69779,333.5,333.3
HMMsoil69780,120.0,119.8
HMMsoil69781,146.0,145.9
HMMsoil69784,374.4,374.3
HMMsoil69787,354.0,353.8
HMMsoil69791,287.0,286.8
HMMsoil69794,144.0,143.9
HMMsoil69795,44.6,44.5
HMMsoil69797,358.8,358.7
HMMsoil69799,36.3,36.2
HMMsoil69802,43.2,43.2
HMMsoil69807,704.6,704.4
HMMsoil69809,107.3,107.1
HMMsoil69810,336.8,336.6
HMMsoil69812,154.5,154.4
HMMsoil69813,254.2,254.1
HMMsoil69814,461.3,461.2
HMMsoil69818,108.5,108.3
HMMsoil69951,38.4,38.3
HMMsoil69953,66.6,66.5
HMMsoil69954,442.1,441.9
HMMsoil69955,298.6,298.5
HMMsoil69956,487.9,487.8
HMMsoil69961,402.3,402.2
HMMsoil69962,220.4,110.0
HMMsoil69964,267.6,267.4
HMMsoil69965,333.8,333.7
HMMsoil69966,27.6,27.6
HMMsoil69968,64.0,63.9
HMMsoil69972,388.9,388.8
HMMsoil69973,179.6,179.4
HMMsoil69978,212.8,212.7
HMMsoil69979,253.2,253.1
HMMsoil69981,213.8,213.7
HMMsoil69982,195.5,195.4
HMMsoil69983,272.8,272.7
HMMsoil69985,74.2,74.1
HMMsoil69990,201.2,201.0
HMMsoil69820,444.9,444.7
HMMsoil69821,234.1,233.9
HMMsoil69824,220.9,220.8
HMMsoil69825,188.9,188.7
HMMsoil69826,263.5,263.4
HMMsoil69827,125.0,124.8
HMMsoil69828,295.7,295.6
HMMsoil69829,134.4,134.2
HMMsoil69830,510.3,510.1
HMMsoil69832,254.9,254.7
HMMsoil69834,335.8,335.7
HMMsoil69835,109.0,101.3
HMMsoil69836,504.8,504.7
HMMsoil69837,278.9,278.8
HMMsoil69838,30.0,30.0
HMMsoil69841,303.2,302.6
HMMsoil69842,125.2,125.1
HMMsoil69843,14.3,14.3
HMMsoil69846,127.1,127.0
HMMsoil69848,204.4,204.3
HMMsoil69850,52.4,52.4
HMMsoil69851,141.7,141.6
HMMsoil69852,394.7,394.6
HMMsoil69853,118.3,118.1
HMMsoil69854,377.0,376.8
HMMsoil69857,179.0,178.9
HMMsoil69859,126.4,126.3
HMMsoil69860,43.2,43.1
HMMsoil69861,179.1,178.9
HMMsoil69863,45.8,45.8
HMMsoil70044,407.7,407.5
HMMsoil70045,206.2,206.0
HMMsoil70050,166.5,166.4
HMMsoil70057,498.5,498.4
HMMsoil70059,252.2,252.1
HMMsoil70062,373.1,372.9
HMMsoil70063,199.5,199.3
HMMsoil70067,367.4,367.2
HMMsoil70069,33.5,33.5
HMMsoil70079,733.8,733.6
HMMsoil70081,238.9,238.7
HMMsoil70082,149.3,149.0
HMMsoil70087,252.4,252.2
HMMsoil70088,294.7,294.6
HMMsoil70089,167.0,166.8
HMMsoil70091,418.5,418.4
HMMsoil70092,408.7,408.6
HMMsoil70093,152.7,152.6
HMMsoil70096,218.7,218.6
HMMsoil70098,214.7,214.6
HMMsoil70099,132.4,132.3
HMMsoil70101,310.3,310.2
HMMsoil70103,101.5,101.4
HMMsoil70106,147.8,147.7
HMMsoil70108,187.1,187.0
HMMsoil70109,462.3,462.1
HMMsoil70111,338.7,338.6
HMMsoil70115,159.7,159.5
HMMsoil69903,406.1,405.5
HMMsoil69907,603.1,603.0
HMMsoil69909,189.7,189.5
HMMsoil69910,172.5,172.4
HMMsoil69913,69.6,69.5
HMMsoil69914,334.8,334.6
HMMsoil69915,478.9,475.3
HMMsoil69917,142.1,142.0
HMMsoil69920,353.2,353.0
HMMsoil69926,505.0,504.8
HMMsoil69928,297.8,297.7
HMMsoil69929,110.9,110.8
HMMsoil69933,176.2,176.1
HMMsoil69934,182.7,182.6
HMMsoil69936,99.6,99.5
HMMsoil69937,71.5,71.5
HMMsoil69939,50.2,50.1
HMMsoil69940,317.8,317.7
HMMsoil69941,39.6,39.6
HMMsoil69942,124.8,124.7
HMMsoil69944,93.4,93.3
HMMsoil69945,498.4,498.2
HMMsoil69946,631.2,631.0
HMMsoil69949,641.9,641.7
HMMsoil69950,378.9,378.8
HMMsoil70168,643.9,642.9
HMMsoil70169,45.3,45.2
HMMsoil70170,178.3,178.2
HMMsoil70173,71.4,71.2
HMMsoil70174,136.1,136.0
HMMsoil70176,161.5,161.4
HMMsoil70177,69.2,69.1
HMMsoil70178,79.0,78.9
HMMsoil70179,241.7,241.6
HMMsoil70180,79.1,79.0
HMMsoil70181,160.8,160.7
HMMsoil70182,103.7,103.5
HMMsoil70183,128.8,128.7
HMMsoil70184,174.3,174.2
HMMsoil70185,332.0,331.8
HMMsoil70186,129.3,129.2
HMMsoil70187,214.5,214.3
HMMsoil70190,42.4,42.4
HMMsoil70191,91.7,91.6
HMMsoil70192,106.1,106.0
HMMsoil70193,24.7,24.7
HMMsoil70194,484.4,246.0
HMMsoil70195,56.4,56.4
HMMsoil70201,54.3,54.2
HMMsoil70202,199.5,199.4
HMMsoil69987,108.6,108.5
HMMsoil69991,191.1,190.9
HMMsoil69993,129.8,129.5
HMMsoil69994,264.4,264.3
HMMsoil69995,202.8,202.7
HMMsoil69996,303.4,159.8
HMMsoil69997,285.5,285.4
HMMsoil70002,238.3,238.2
HMMsoil70004,94.4,94.3
HMMsoil70006,188.0,187.9
HMMsoil70007,252.3,252.2
HMMsoil70008,159.9,159.7
HMMsoil70009,96.9,96.8
HMMsoil70011,205.3,205.1
HMMsoil70013,99.3,99.2
HMMsoil70014,137.5,137.4
HMMsoil70015,541.1,540.9
HMMsoil70016,63.1,63.0
HMMsoil70017,667.4,667.3
HMMsoil70018,109.7,109.6
HMMsoil70020,390.5,390.3
HMMsoil70023,145.2,73.4
HMMsoil70025,136.4,136.3
HMMsoil70027,155.4,155.3
HMMsoil70028,122.2,121.9
HMMsoil70029,238.6,238.5
HMMsoil70034,139.1,138.9
HMMsoil70035,105.1,104.9
HMMsoil70039,181.4,181.3
HMMsoil70040,206.9,124.6
HMMsoil70042,168.2,168.1
HMMsoil70043,236.5,236.3
HMMsoil70255,559.4,559.2
HMMsoil70257,104.3,104.2
HMMsoil70258,141.9,141.8
HMMsoil70260,89.3,89.2
HMMsoil70261,224.3,223.9
HMMsoil70264,148.5,148.4
HMMsoil70265,53.3,53.2
HMMsoil70268,109.6,109.4
HMMsoil70270,157.1,156.9
HMMsoil70272,77.7,70.5
HMMsoil70273,110.0,107.7
HMMsoil70277,98.7,98.5
HMMsoil70278,127.1,127.0
HMMsoil70282,130.1,130.0
HMMsoil70283,104.7,104.5
HMMsoil70285,288.9,288.7
HMMsoil70286,77.7,77.4
HMMsoil70291,378.4,378.3
HMMsoil70294,444.5,444.3
HMMsoil70295,342.2,342.1
HMMsoil70304,449.5,449.3
HMMsoil70307,250.8,250.6
HMMsoil70309,201.4,201.2
HMMsoil70310,131.5,131.4
HMMsoil70311,271.7,271.5
HMMsoil70314,155.8,155.6
HMMsoil70116,213.0,212.9
HMMsoil70117,177.2,177.1
HMMsoil70119,209.6,209.5
HMMsoil70121,252.2,252.0
HMMsoil70124,117.8,117.7
HMMsoil70126,203.6,203.5
HMMsoil70127,103.0,102.8
HMMsoil70128,131.6,131.5
HMMsoil70129,83.8,81.8
HMMsoil70131,179.9,179.8
HMMsoil70133,184.3,184.1
HMMsoil70134,117.4,117.3
HMMsoil70135,124.2,124.1
HMMsoil70136,92.5,92.4
HMMsoil70140,113.7,113.6
HMMsoil70142,748.6,748.5
HMMsoil70145,259.3,259.1
