id,threshold
K13150,61.97
K13151,53.63
K13152,50.23
K13153,54.6
K13154,103.97
K13155,191.1
K13156,80
K13157,237.87
K13158,506.67
K13159,365.23
K13160,1195.57
K13161,616.9
K13162,664.47
K13163,125.9
K13164,126.8
K13165,258.97
K13166,512.07
K13167,985.13
K13168,136.9
K13169,71.23
K13170,189.1
K13171,291.6
K13172,115.27
K13173,48.63
K13174,61.73
K13175,141.33
K13176,53.5
K13177,519.97
K13178,1058.4
K13179,615.53
K13180,1568.03
K13181,555.27
K13182,904.87
K13183,1159.97
K13184,1063.4
K13185,893.93
K13186,235.27
K13187,265.67
K13188,203
K13189,313.6
K13190,242.4
K13191,863.2
K13192,849.13
K13193,1204.23
K13194,533.83
K13195,161.2
K13196,581.03
K13197,1108.57
K13198,573.2
K13199,226
K13200,953.6
K13201,186.33
K13202,141.9
K13203,573.1
K13204,283.27
K13205,89.5
K13206,35.43
K13207,167.1
K13208,640.17
K13209,503.97
K13210,129.47
K13211,650.8
K13212,152.1
K13213,263.03
K13214,701.87
K13215,105.83
K13216,145.87
K13217,132.17
K13218,892.63
K13219,684.1
K13220,67.97
K13221,183.9
K13222,525
K13223,944.4
K13224,983.4
K13225,1130.87
K13226,1120.07
K13227,642.9
K13229,638.43
K13230,
K13231,
K13232,827.9
K13233,791.57
K13234,840.4
K13235,
K13236,294.27
K13237,291.8
K13238,185.97
K13239,283.2
K13240,1825.6
K13241,1797.97
K13242,2010.57
K13243,650.6
K13244,720.7
K13245,742.23
K13246,567.67
K13247,298.4
K13248,302.33
K13249,56.27
K13250,45.93
K13251,98.07
K13252,416.27
K13254,553.63
K13255,92.03
K13256,36.5
K13257,1017.73
K13258,525.3
K13259,622.03
K13260,786.47
K13261,1212.2
K13262,536.87
K13263,868.47
K13264,645.4
K13265,612.47
K13266,512.17
K13267,905.13
K13269,723.8
K13270,
K13271,
K13272,392.2
K13273,89.4
K13274,383.17
K13275,340.43
K13276,905.73
K13277,447.83
K13278,504.5
K13279,402.87
K13280,60.67
K13281,136.03
K13282,94.9
K13283,194.97
K13284,592
K13285,168.27
K13286,125.17
K13287,86.43
K13288,63.13
K13289,461.23
K13290,489.97
K13291,294.87
K13292,49.7
K13293,450.2
K13294,1662.47
K13295,100.2
K13296,1322.9
K13297,1406.9
K13298,1121.93
K13299,121.83
K13300,121.7
K13301,45.8
K13302,759.33
K13303,597.17
K13304,770.43
K13305,1643.7
K13306,
K13307,355.2
K13308,561.07
K13309,816.97
K13310,566.93
K13311,337.07
K13312,281.43
K13313,446.53
K13315,453.9
K13316,288.3
K13317,548.33
K13318,392.53
K13319,
K13320,
K13322,495.73
K13326,302.03
K13327,334.87
K13328,732.4
K13329,622.33
K13330,399.23
K13332,
K13333,427.07
K13334,219.8
K13335,99.23
K13336,88.53
K13337,53.8
K13338,540.47
K13339,640.67
K13340,115.47
K13341,190.97
K13342,116.5
K13343,59.8
K13344,61.2
K13345,120.7
K13346,88.47
K13347,172.23
K13348,179.43
K13349,199.83
K13350,101.7
K13351,322.13
K13352,330.13
K13353,107.87
K13354,276.6
K13355,145.23
K13356,143.4
K13357,483.43
K13358,433.77
K13359,149.97
K13360,135.7
K13361,119.17
K13362,77.57
K13363,116.2
K13364,82.27
K13365,464.7
K13366,316.73
K13367,347.33
K13368,448.2
K13369,521.37
K13370,339.9
K13371,
K13372,903.83
K13373,253.7
K13374,643
K13375,510.6
K13376,619.5
K13377,657.23
K13378,583.93
K13379,155.53
K13380,1285.27
K13381,321.23
K13382,892.77
K13383,517.4
K13384,587.97
K13385,1037.4
K13386,603.73
K13387,
K13389,
K13390,543.9
K13391,1204.03
K13392,705.9
K13393,1120.4
K13394,725.63
K13395,633.27
K13396,809.3
K13397,492.2
K13398,
K13400,
K13401,949.17
K13402,1525.9
K13403,422.5
K13404,1025.7
K13405,
K13406,
K13407,890.17
K13408,237.37
K13409,720.4
K13411,737.67
K13412,410.8
K13413,473.4
K13414,519.87
K13415,760.17
K13416,1114.27
K13417,1288.87
K13418,1171.3
K13419,863.07
K13420,1276.9
K13421,378.87
K13422,234.1
K13423,653.23
K13424,511.73
K13425,305.8
K13426,316.73
K13427,324.73
K13428,1967.7
K13429,607.9
K13430,460.8
K13431,378.87
K13432,450.37
K13433,211.13
K13434,199.1
K13435,652.3
K13436,386.47
K13437,
K13438,63.43
K13439,102.47
K13440,
K13441,628.33
K13442,890.67
K13443,40.5
K13444,381
K13445,
K13446,
K13447,499.3
K13448,138.57
K13449,161.93
K13450,244.6
K13451,144.67
K13452,581.63
K13453,1459.07
K13454,
K13455,330.9
K13456,39.73
K13457,424.9
K13458,229.93
K13459,454.37
K13460,1172.23
K13461,382.9
K13462,1403.87
K13463,525.77
K13464,23.07
K13466,335.03
K13467,
K13468,
K13469,
K13470,
K13471,
K13472,174.43
K13473,619.17
K13474,
K13475,2031.37
K13476,
K13477,
K13478,
K13479,317.4
K13480,234.57
K13481,459.57
K13482,1169.67
K13483,254.57
K13484,146.3
K13485,211.37
K13486,332.07
K13487,387.2
K13488,112.73
K13489,141.9
K13490,751.27
K13491,379.2
K13492,
K13493,817.03
K13494,
K13495,378.83
K13496,715.57
K13497,562.03
K13498,410.33
K13499,439.87
K13500,626.6
K13501,960.1
K13502,377.33
K13503,743.9
K13504,228.17
K13505,222.47
K13506,187.87
K13507,312.1
K13508,210.83
K13509,249.23
K13510,509.83
K13511,177.03
K13512,635.53
K13513,277.97
K13514,261.87
K13515,337.27
K13516,241.27
K13517,384.17
K13519,441.8
K13520,768.5
K13521,294.27
K13522,167.63
K13523,275.7
K13524,382.4
K13525,802.3
K13526,1540.17
K13527,457.13
K13528,57.47
K13529,350.07
K13530,205.1
K13531,196.87
K13532,313.47
K13533,413.73
K13534,673.47
K13535,288.67
K13536,118.87
K13537,675
K13538,722.53
K13539,318.83
K13540,535.7
K13541,539
K13542,399
K13543,430.9
K13544,469.97
K13545,173.57
K13546,418.27
K13547,472.3
K13548,386.8
K13549,
K13550,403.97
K13551,
K13552,
K13553,
K13554,870.87
K13555,341.73
K13556,
K13557,
K13558,
K13559,
K13560,
K13561,
K13562,
K13563,
K13564,
K13565,
K13566,279.5
K13567,915.9
K13568,862.9
K13570,33.57
K13571,507.97
K13572,225.4
K13573,237.37
K13574,406.17
K13575,1815.53
K13576,811.47
K13577,365.93
K13578,868.1
K13580,214.17
K13581,552.8
K13582,264.87
K13583,35.43
K13584,256.73
K13585,66.87
K13586,256
K13587,367.9
K13588,70.4
K13589,129.9
K13590,249.77
K13591,260.9
K13592,78.1
K13593,147.87
K13594,855.7
K13596,940.07
K13598,288.33
K13599,465.63
K13600,262.53
K13601,820.4
K13602,887.63
K13603,237.13
K13604,512.03
K13605,522.4
K13606,268.47
K13607,662.8
K13608,
K13609,360.63
K13610,785.73
K13611,4669.67
K13612,6308.5
K13613,2866.07
K13614,7114.93
K13615,4584.4
K13616,544.6
K13617,115.6
K13618,449.07
K13619,391
K13620,471.43
K13621,475
K13622,362.53
K13623,175.23
K13624,1656.03
K13625,309
K13626,48.5
K13627,2117.33
K13628,141.77
K13629,574.4
K13630,49.37
K13631,148.97
K13632,172.27
K13633,255.57
K13634,447.83
K13635,457.87
K13636,322.37
K13637,305.1
K13638,170.83
K13639,104.77
K13640,94.93
K13641,276.5
K13642,195.1
K13643,181.8
K13644,734.37
K13645,1286.7
K13646,1317.3
K13647,1099.43
K13648,573.47
K13649,400.3
K13650,98.57
K13651,42.6
K13652,214.83
K13653,212.6
K13654,149.8
K13655,60.73
K13656,572.07
K13657,303.7
K13658,146.13
K13659,291.27
K13660,255.73
K13661,650
K13662,265.43
K13663,209.27
K13664,545.3
K13665,170.37
K13666,511.53
K13667,75.9
K13668,265.07
K13669,306.57
K13670,373.53
K13671,294.63
K13672,387.53
K13673,1496.2
K13674,1144.77
K13675,178.7
K13676,155.2
K13677,357.57
K13678,273.3
K13679,631.37
K13680,650.1
K13681,145.47
K13682,257.03
K13683,173.67
K13684,254.57
K13686,254.37
K13687,162.1
K13688,1953.63
K13689,318.3
K13690,224.7
K13691,613.43
K13692,583.37
K13693,118.03
K13694,190.93
K13695,200.7
K13696,349.93
K13697,301.2
K13698,570.37
K13699,564.47
K13700,168.07
K13701,270.6
K13702,292.13
K13703,326.13
K13704,447.37
K13705,505.5
K13706,86.53
K13707,268.57
K13708,2762.9
K13709,1838.1
K13710,1075.27
K13711,149.53
K13712,297.37
K13713,957.87
K13714,472.5
K13715,654.97
K13716,293.37
K13717,145.93
K13718,592.63
K13719,74.3
K13720,374.27
K13721,1007.9
K13722,922.7
K13723,1422.77
K13724,1102.57
K13725,2007.87
K13726,862.4
K13727,164.7
K13728,120.6
K13729,773.1
K13730,188
K13731,369.07
K13732,669.1
K13733,677.13
K13734,102.37
K13735,151.6
K13736,1221.97
K13737,697.3
K13738,631.93
K13739,654.17
K13740,630.77
K13741,109.57
K13742,474.1
K13743,434.7
K13744,912.3
K13745,412.1
K13746,791.67
K13747,419.2
K13748,455.27
K13749,1010.5
K13750,937.23
K13751,968.73
K13752,768.9
K13753,702.63
K13754,248.63
K13755,415.67
K13756,1648.53
K13757,1598.7
K13758,84.83
K13759,179.63
K13760,172.6
K13761,400.33
K13762,1161.5
K13763,1166.33
K13764,277.17
K13765,782.9
K13766,269.7
K13767,319.37
K13768,72.3
K13769,161.7
K13770,121.03
K13771,129.53
K13772,181.87
K13773,113.03
K13774,372.77
K13775,222.33
K13776,781.57
K13777,923.1
K13778,804.77
K13779,268.83
K13780,762.87
K13781,823.9
K13782,948.77
K13783,527.63
K13784,45.03
K13785,86.23
K13786,210.63
K13787,304.83
K13788,562.9
K13789,365.4
K13790,489.8
K13791,1297.3
K13792,194.33
K13793,101.7
K13794,342.03
K13795,331.47
K13796,293.63
K13797,2719.87
K13798,1502.53
K13799,564.07
K13800,259.5
K13801,659
K13802,609.13
K13803,1499.1
K13804,855.43
K13805,531.23
K13806,108.57
K13807,406.13
K13808,552.97
K13809,126.43
K13810,952.67
K13811,368.07
K13812,351.8
K13813,392.8
K13814,215
K13815,451.47
K13816,193.33
K13818,244.97
K13819,216.53
K13820,655.37
K13821,613.5
K13822,237.13
K13823,279.8
K13824,301.93
K13825,228.2
K13826,255.43
K13827,240.77
K13828,191.6
K13829,510.13
K13830,947.9
K13831,294.2
K13832,362.43
K13833,239.17
K13834,245.07
K13835,138.33
K13836,622.33
K13837,406.93
K13838,1770.3
K13839,296
K13840,429.23
K13841,181.97
K13842,305.83
K13843,502.47
K13844,462.23
K13845,341.77
K13846,949.63
K13847,2319.97
K13848,2277.97
K13849,647.83
K13850,1128.43
K13851,117.47
K13852,227.73
K13853,461.1
K13854,1008
K13855,1777.57
K13856,1767.03
K13857,1919.4
K13858,2042.33
K13859,2061.4
K13860,1565.47
K13861,2073.33
K13862,563.8
K13863,960.1
K13864,986.97
K13865,1053.9
K13866,778.07
K13867,981.57
K13868,687.93
K13869,683.2
K13870,571.4
K13871,810.73
K13872,972.63
K13873,488.07
K13874,328.2
K13875,991.13
K13876,296.13
K13877,611.03
K13878,818.73
K13879,817.03
K13880,770.7
K13881,760.53
K13882,831.17
K13883,254.83
K13884,212.8
K13885,532.7
K13886,871.23
K13887,655.73
K13888,368.6
K13889,419.23
K13890,370.1
K13891,389.13
K13892,903.83
K13893,745.37
K13894,387.2
K13895,341.57
K13896,815.5
K13897,274.53
K13898,365.43
K13899,138.07
K13900,296.63
K13901,251.87
K13902,169.53
K13903,131.83
K13904,180.53
K13905,137.13
K13906,155.23
K13907,42.17
K13908,3363.1
K13909,102.33
K13910,132.03
K13911,142.83
K13912,592.63
K13913,72.13
K13914,80.53
K13915,200.3
K13916,62.1
K13917,447.87
K13918,775
K13919,318.33
K13920,197.57
K13921,452.83
K13922,625.4
K13923,277.8
K13924,603.07
K13925,517.3
K13926,741.73
K13927,348.9
K13928,213.7
K13929,408.53
K13930,311.97
K13931,100.1
K13932,322.87
K13933,198
K13934,83.3
K13935,290.93
K13936,194.87
K13937,451.97
K13938,217.47
K13939,645.33
K13940,245.17
K13941,565.83
K13942,575
K13943,285.13
K13944,281.4
K13945,257.7
K13946,297.23
K13947,214.93
K13948,468.67
K13949,442.5
K13950,517.17
K13951,715.4
K13952,631.47
K13953,343.03
K13954,541.1
K13955,318.37
K13956,596.8
K13957,606.63
K13958,766.97
K13959,590.4
K13960,222.67
K13961,1222.17
K13962,679.27
K13963,535.97
K13964,594.73
K13965,667.57
K13966,583.83
K13967,396
K13968,
K13969,1108.2
K13970,1337.9
K13971,286.6
K13972,1407.3
K13973,74.53
K13974,34.57
K13975,
K13976,1315.8
K13977,266.8
K13978,843.23
K13979,526.13
K13980,668.23
K13981,558.47
K13982,761.9
K13983,911.2
K13984,318.43
K13985,107.37
K13986,2052.8
K13987,243.93
K13988,443.87
K13989,217.93
K13990,477.87
K13991,262.8
K13992,69.6
K13993,74.6
K13994,58.47
K13995,162
K13996,335.2
K13997,627.5
K13998,629.33
K13999,251.3
K14000,292.47
K14001,143.23
K14002,407.5
K14003,119.83
K14004,276.8
K14005,209.53
K14006,389.1
K14007,206.57
K14008,271.73
K14009,36.57
K14010,552.13
K14011,151.3
K14012,366.77
K14013,394.47
K14014,39.6
K14015,113.67
K14016,64.97
K14017,100
K14018,207.67
K14019,196.27
K14020,252.07
K14021,129.47
K14022,89.47
K14023,503.33
K14024,225.73
K14025,54.8
K14026,353.3
K14027,238.5
K14028,1079.87
K14029,130
K14030,633.87
K14031,597.17
K14032,808.53
K14033,498.83
K14034,645.17
K14035,282.8
K14036,
K14037,1785.4
K14038,
K14039,
K14040,
K14041,
K14042,
K14043,1191.87
K14044,1640.37
K14045,
K14046,1612.93
K14047,
K14048,301.1
K14050,155.53
K14051,605.17
K14052,339
K14053,55.07
K14054,137.67
K14055,148
K14056,92.93
K14057,272.3
K14058,171.9
K14059,175.67
K14060,150.03
K14061,137.7
K14062,551.3
K14063,152.03
K14064,181.8
K14065,308.37
K14066,412.93
K14067,618.83
K14068,547.83
K14069,140.4
K14070,457.9
K14071,390.57
K14072,382.3
K14073,542.73
K14074,658.97
K14075,611.17
K14076,708.23
K14077,350.67
K14078,1135.33
K14079,257.57
K14080,379.23
K14081,302.13
K14082,433.1
K14083,85.67
K14084,281.87
K14085,795.27
K14086,470.67
K14087,251.93
K14088,223.97
K14089,67.83
K14090,448.1
K14091,111.37
K14092,71.43
K14093,226.87
K14094,93.37
K14095,64.87
K14096,69.67
K14097,198.17
K14098,220.97
K14099,183.57
K14100,43.13
K14101,356.87
K14102,55.73
K14103,90.2
K14104,57.4
K14105,230.77
K14106,537.37
K14107,154.57
K14108,367.13
K14109,289.2
K14110,131.9
K14111,94.87
K14112,110.13
K14113,81.07
K14114,134.57
K14115,625.23
K14116,92.6
K14117,124.63
K14118,166.83
K14119,63.2
K14120,93.23
K14121,234.2
K14122,269.5
K14123,608.53
K14124,441.7
K14125,112.87
K14126,609.17
K14127,156.37
K14128,247.4
K14129,371.97
K14130,604.1
K14131,642.63
K14132,
K14133,407.83
K14134,682.03
K14135,
K14136,155.27
K14137,113.77
K14138,966.63
K14139,394.33
K14140,743.5
K14141,223.93
K14142,1376.53
K14143,107.27
K14144,
K14145,836.37
K14146,
K14147,
K14148,
K14149,
K14150,
K14151,
K14152,882.03
K14153,439.87
K14154,456.93
K14155,290.23
K14156,319.47
K14157,560.6
K14158,1223.17
K14159,452.17
K14160,87.3
K14161,191.53
K14162,1032.47
K14163,1381.3
K14164,917.07
K14165,160.43
K14166,181.53
K14167,100.93
K14168,245.5
K14169,149.7
K14170,344.53
K14171,170.1
K14172,338
K14173,715.87
K14174,1098.5
K14175,727.07
K14176,
K14177,
K14178,
K14179,
K14180,346.4
K14181,1090.23
K14182,784.6
K14183,886.57
K14184,778.1
K14185,
K14186,
K14187,374.1
K14188,60.13
K14189,192.57
K14190,279.8
K14191,271.63
K14192,593.07
K14193,205.3
K14194,271
K14195,148.93
K14196,216.77
K14197,371.1
K14198,227.23
K14199,103.73
K14200,234.37
K14201,418.47
K14202,254.77
K14203,189.33
K14204,184.8
K14205,352.83
K14206,943.67
K14207,605.83
K14208,902.73
K14209,251.17
K14210,766.37
K14211,150.8
K14212,901.57
K14213,417.5
K14214,405.3
K14215,483.53
K14216,500.53
K14217,703.1
K14218,
K14219,
K14220,
K14221,
K14222,
K14223,
K14224,
K14225,
K14226,
K14227,
K14228,
K14229,
K14230,
K14231,
K14232,
K14233,
K14234,
K14235,
K14236,
K14237,
K14238,
K14239,
K14242,362.1
K14244,1312.97
K14245,
K14246,
K14249,
K14250,351.2
K14251,369.77
K14252,596.27
K14253,586.97
K14254,574.13
K14255,453.9
K14256,623.37
K14257,284.07
K14258,560.9
K14259,261.2
K14260,461.67
K14261,525.4
K14262,594.43
K14263,150.13
K14264,473.4
K14265,524.1
K14266,265.6
K14267,451.93
K14268,778.37
K14270,687.3
K14271,907.77
K14272,730.7
K14273,321
K14274,310.27
K14275,852.7
K14276,
K14277,
K14278,
K14279,
K14280,
K14281,455.23
K14282,553.9
K14283,521
K14284,81.53
K14285,65.73
K14286,789.5
K14287,450.43
K14288,193.8
K14289,381.07
K14290,267.8
K14291,74.73
K14292,78.13
K14293,229.83
K14294,64.97
K14295,105.47
K14296,275.67
K14297,130.57
K14298,368.4
K14299,243.4
K14300,205.93
K14301,147.8
K14302,144.33
K14303,295.17
K14304,125.2
K14305,106.73
K14306,78.77
K14307,83.5
K14308,69.63
K14309,90.83
K14310,203.43
K14311,245.1
K14312,164.67
K14313,112.4
K14314,437.33
K14315,50.87
K14316,146.87
K14317,237.97
K14318,210.23
K14319,150.8
K14320,110.2
K14321,171.9
K14322,143.03
K14323,80.27
K14324,38.83
K14325,106.6
K14326,533.43
K14327,379.83
K14328,47.2
K14329,871.83
K14330,250.17
K14331,183.07
K14332,111.23
K14333,427.23
K14334,260.4
K14335,273.1
K14336,
K14337,393.03
K14338,586.23
K14339,398.8
K14340,101.27
K14341,415.4
K14342,495.33
K14343,351.9
K14344,403.97
K14345,846.73
K14346,490.83
K14347,115.77
K14348,281.67
K14349,573.43
K14350,633.4
K14351,442.27
K14352,758.97
K14353,791
K14354,855.17
K14355,847
K14356,850.37
K14357,875.1
K14358,163.2
K14359,559.87
K14360,81.27
K14361,93.23
K14362,142.17
K14363,236.97
K14364,151.37
K14365,391.03
K14366,649.33
K14367,616.8
K14368,596
K14369,349.2
K14370,677.57
K14371,
K14372,
K14373,
K14374,
K14375,
K14376,95.43
K14377,276.03
K14378,153.9
K14379,130.73
K14380,524.7
K14381,131.23
K14382,1190.17
K14383,973.73
K14384,1233.1
K14385,823.17
K14386,839.6
K14387,280.73
K14388,399.87
K14389,1076.77
K14390,1065.37
K14391,1036.9
K14392,429.73
K14393,300.43
K14394,197.37
K14395,238.23
K14396,91.87
K14397,95.9
K14398,112.47
K14399,214.07
K14400,197.03
K14401,301.17
K14402,297.07
K14403,593.97
K14404,67.23
K14405,78.57
K14406,215.47
K14407,134.33
K14408,189.73
K14409,355.07
K14410,523
K14411,297.83
K14412,331.27
K14413,871.03
K14414,474.67
K14415,279.83
K14416,607.1
K14417,
K14418,
K14419,
K14420,
K14421,
K14422,
K14423,309.53
K14424,342.93
K14425,1744.13
K14426,1498
K14427,1736.63
K14428,405.07
K14429,657.83
K14430,392.7
K14431,139.9
K14432,83.87
K14433,1059.33
K14434,756.93
K14435,3482.83
K14436,2910.33
K14437,2978.2
K14438,3866.57
K14439,578.23
K14440,660.63
K14441,428.13
K14442,1083.73
K14443,41.43
K14444,786.53
K14445,258.37
K14446,495.5
K14447,935.03
K14448,517.97
K14449,257.47
K14451,400.83
K14452,604.9
K14453,874.93
K14454,629.57
K14455,692.4
K14456,566
K14457,604.53
K14458,565.2
K14459,191.83
K14460,52.67
K14461,1678.67
K14462,455.87
K14463,274.33
K14464,368.3
K14465,449.53
K14466,887.87
K14467,915.73
K14468,1672.13
K14469,1869.43
K14470,428.83
K14471,823.37
K14472,825.83
K14473,52.53
K14474,758.33
K14475,23.93
K14477,739.9
K14478,
K14479,236.3
K14480,115.53
K14481,
K14482,
K14483,
K14484,88.23
K14485,937.5
K14486,225.73
K14487,773.73
K14488,26.07
K14489,508.6
K14490,69.7
K14491,195.2
K14492,120
K14493,412.53
K14494,471.63
K14495,138.77
K14496,129.9
K14497,297.93
K14498,339.8
K14499,107.87
K14500,292.97
K14501,
K14502,777.73
K14503,184.97
K14504,568.43
K14505,298.13
K14506,972.83
K14507,
K14508,163.07
K14509,477.2
K14510,867.3
K14512,698.6
K14513,1139.03
K14514,162.87
K14515,277.47
K14516,218.37
K14517,361.97
K14518,43.87
K14519,650.87
K14520,577.87
K14521,589.03
K14522,89.63
K14523,84.3
K14524,121
K14525,60.5
K14526,71.53
K14527,77.5
K14528,72.8
K14529,50.53
K14530,40.1
K14531,54.57
K14532,101.07
K14533,321.63
K14534,416.47
K14535,457
K14536,950.53
K14537,346.63
K14538,352.1
K14539,271.07
K14540,302.67
K14541,2182.73
K14543,148.7
K14544,194.97
K14545,49.7
K14546,137.4
K14547,326.4
K14548,169.2
K14549,165.93
K14550,160.63
K14551,207.03
K14552,138.63
K14553,111.4
K14554,301.03
K14555,321.3
K14556,309.03
K14557,121.73
K14558,188.6
K14559,43.37
K14560,130.93
K14561,233.43
K14562,107.57
K14563,326.07
K14564,551.57
K14565,565.57
K14566,94.53
K14567,146.63
K14568,51.7
K14569,282.93
K14570,180.73
K14571,836.93
K14572,208.2
K14573,167.57
K14574,118.43
K14575,865.5
K14576,
K14577,
K14578,133.17
K14579,664.87
K14580,297.03
K14581,415.5
K14582,433.2
K14583,664.07
K14584,169.03
K14585,393.77
K14586,967.07
K14587,224.13
K14588,514.17
K14589,180.6
K14590,243.5
K14591,116.37
K14592,1150.17
K14593,824
K14594,1113.43
K14595,689.4
K14596,272
K14597,323.2
K14598,406.6
K14599,632.17
K14600,216.1
K14601,
K14602,
K14603,
K14604,
K14605,412.7
K14606,704.17
K14607,645.27
K14608,506.23
K14609,602.93
K14610,564.6
K14611,499.33
K14612,501.87
K14613,406.43
K14614,336.2
K14615,479.53
K14616,694.87
K14617,96.27
K14618,82.03
K14619,399.23
K14620,534.03
K14621,125.33
K14622,246.47
K14623,71.63
K14624,176.53
K14625,94.37
K14626,172.17
K14627,113.1
K14628,263.7
K14629,407.37
K14630,492.4
K14631,198.1
K14632,74.57
K14633,306.3
K14634,159.6
K14635,853.47
K14636,519.73
K14637,998.57
K14638,760.8
K14639,487.3
K14640,286.3
K14641,359.03
K14642,483.4
K14643,1050.8
K14644,366.97
K14645,323.03
K14647,576
K14648,89.03
K14649,109.13
K14650,124.57
K14651,395.57
K14652,364.23
K14653,293.3
K14654,224.9
K14655,764.07
K14656,120.23
K14657,253.2
K14658,125.5
K14659,261.53
K14660,535.87
K14661,91
K14662,85.93
K14663,190.53
K14664,716.7
K14665,328.67
K14666,451.03
K14667,688.33
K14668,582.5
K14669,70.87
K14670,104.67
K14671,140.27
K14672,536.1
K14673,83.33
K14674,515.17
K14675,525.2
K14676,550.33
K14677,207.23
K14678,546.7
K14679,208.5
K14680,202.83
K14681,964.6
K14682,226.5
K14683,205.87
K14684,332.53
K14685,176.83
K14686,50.7
K14687,153.3
K14688,451.1
K14689,482.13
K14690,641.73
K14691,404.67
K14692,344.07
K14693,267.47
K14694,119.5
K14695,569.83
K14696,333.23
K14697,506.17
K14698,625.27
K14699,588.8
K14700,1081.7
K14701,1118.47
K14702,1128.9
K14703,1026.13
K14704,1035.33
K14705,785.67
K14706,964.13
K14707,897.2
K14708,534.27
K14709,105.7
K14710,687.3
K14711,612.37
K14712,723.2
K14713,331.93
K14714,612.47
K14715,118
K14716,642.9
K14717,272.63
K14718,672.9
K14719,332.63
K14720,607.13
K14721,80.9
K14722,1062.77
K14723,1168.77
K14724,549.17
K14725,995.37
K14726,586.6
K14727,351.07
K14728,254.23
K14729,504.87
K14730,464.27
K14731,290.8
K14732,
K14733,322.4
K14734,101
K14735,1732.37
K14736,969.97
K14737,469.77
K14738,778.9
K14739,57.87
K14740,81.73
K14741,85.67
K14742,85.13
K14743,277.37
K14744,33.9
K14745,405.77
K14746,
K14747,
K14748,560.67
K14749,195.6
K14750,131.03
K14751,428.5
K14752,424.77
K14753,166.13
K14754,467.23
K14755,343.37
K14756,1343.83
K14757,415.23
K14758,635.4
K14759,1112.73
K14760,413.47
K14761,50.9
K14762,110.7
K14763,80
K14764,165.1
K14765,140.77
K14766,94.67
K14767,127.27
K14768,181.6
K14769,42.67
K14770,68.63
K14771,110.8
K14772,203.43
K14773,133.63
K14774,203.83
K14775,152.97
K14776,635.53
K14777,581.33
K14778,581.3
K14779,410.93
K14780,752.3
K14781,890.9
K14782,65.7
K14783,248.87
K14784,78.37
K14785,88.9
K14786,147.83
K14787,225
K14788,193.83
K14789,105.1
K14790,255.03
K14791,242.77
K14792,204.57
K14793,155.3
K14794,317.4
K14795,51.93
K14796,105.97
K14797,173.07
K14798,106.8
K14799,324.97
K14800,44.73
K14801,54.2
K14802,1458.2
K14803,375.9
K14804,92.97
K14805,417.83
K14806,553
K14807,382.97
K14808,455.53
K14809,534.93
K14810,357.17
K14811,583
K14812,318.93
K14813,335.53
K14814,88.4
K14815,132.93
K14816,100.23
K14817,51.27
K14818,375.8
K14819,180.23
K14820,117.97
K14821,46.23
K14822,29.13
K14823,58.57
K14824,115.03
K14825,348.67
K14826,173.27
K14827,70.97
K14828,201.57
K14829,131.73
K14830,131.67
K14831,69.17
K14832,176.5
K14833,113.57
K14834,263.67
K14835,418.2
K14836,58.57
K14837,124.7
K14838,78.53
K14839,45.93
K14840,101.83
K14841,84.6
K14842,136.27
K14843,91.03
K14844,106.83
K14845,72.5
K14846,307.73
K14847,83.03
K14848,257.33
K14849,67.93
K14850,144
K14851,33.03
K14852,38.03
K14853,102.43
K14854,47
K14855,270.3
K14856,211.53
K14857,283.4
K14858,
K14859,62.9
K14860,52.73
K14861,110.27
K14862,63.37
K14863,211.07
K14864,258.27
K14865,
K14866,
K14867,
K14868,
K14869,
K14870,
K14871,
K14872,
K14873,
K14874,
K14875,
K14876,
K14877,
K14878,
K14879,
K14880,
K14881,
K14882,
K14883,
K14884,
K14885,
K14886,
K14887,
K14888,
K14889,
K14890,
K14891,
K14892,
K14893,
K14894,
K14895,
K14896,
K14897,
K14898,
K14899,
K14900,
K14901,
K14902,
K14903,
K14904,
K14905,
K14906,
K14907,
K14908,
K14909,
K14910,
K14911,
K14912,
K14913,
K14914,
K14915,
K14916,
K14917,
K14918,
K14919,
K14920,
K14921,
K14922,
K14923,
K14924,
K14925,
K14926,
K14927,
K14928,
K14929,
K14930,
K14931,
K14932,
K14933,
K14934,
K14935,
K14936,
K14937,513.7
K14938,318.87
K14939,474.23
K14940,286.07
K14941,83.5
K14942,415.73
K14943,85.47
K14944,233.23
K14945,220.63
K14946,104.63
K14947,210.87
K14948,639.27
K14949,229.77
K14950,662.53
K14951,1572.13
K14952,254.2
K14953,58.8
K14954,72.23
K14955,264.73
K14956,27.07
K14957,278.63
K14958,1205.47
K14959,1557.43
K14960,98
K14961,156.2
K14962,225.8
K14963,262.87
K14964,216.77
K14965,69.63
K14966,880.5
K14967,322.97
K14968,74.07
K14969,81.1
K14970,207.33
K14971,38.63
K14972,229.53
K14973,59.77
K14974,480.63
K14975,
K14976,827.2
K14977,67.63
K14978,638.43
K14979,248
K14980,326.23
K14981,270.63
K14982,302.57
K14983,258.2
K14984,1261.27
K14985,586.43
K14986,404.93
K14987,268.17
K14988,189.43
K14989,189.13
K14990,641.3
K14991,845.1
K14992,804.4
K14993,591.13
K14994,248
K14995,202.77
K14996,259.33
K14997,317.77
K14998,36.93
K14999,682.23
K15001,558.57
K15003,631.4
K15004,600.87
K15005,596.3
