Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	step5_in_merged_region	nonviral_region_pos	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	protein_in_nonviral_region
vRhyme_unbinned_40__MGr3G3H3I_000000139685_61	vRhyme_unbinned_40__MGr3G3H3I_000000139685	vRhyme_unbinned_40__MGr3G3H3I_000000139685	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	K02338	HMMsoil6395	PF02768.21				phrog_947	265.131409	240.337234	78.439453				182.438202	0.6774193548387096	1.0	0.9917355371900827				0.9836956521739131	10.0	10.0	10.0	852.0	1113.0	NaN	NaN	true		high	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	DNA polymerase III beta subunit, C-terminal domain				DNA polymerase processivity factor	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	KEGG	false
vRhyme_unbinned_40__MGr3G3H3I_000000139685_62	vRhyme_unbinned_40__MGr3G3H3I_000000139685	vRhyme_unbinned_40__MGr3G3H3I_000000139685	dUTPase	K01520	HMMsoil16663	PF00692.25				phrog_135	118.149673	104.177505	73.418869				136.23645	0.4612676056338028	0.9920634920634921	0.8062015503875969				0.3002159827213823	10.0	10.0	10.0	1113.0	471.0	NaN	NaN	true		high	dut, DUT; dUTP diphosphatase [EC:3.6.1.23]	dut, DUT; dUTP pyrophosphatase [EC:3.6.1.23]	dUTPase				dUTPase	phrog_135	dUTPase	PHROG	false
vRhyme_unbinned_40__MGr3G3H3I_000000139685_63	vRhyme_unbinned_40__MGr3G3H3I_000000139685	vRhyme_unbinned_40__MGr3G3H3I_000000139685	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	K00525	HMMsoil129049	PF02867.21				phrog_84	595.283386	598.997864	390.697266				473.53894	0.8045685279187818	0.9949664429530202	1.0				0.7887179487179488	10.0	10.0	10.0	471.0	NaN	NaN	NaN	true		high	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	Ribonucleotide reductase, barrel domain				ribonucleoside-diphosphate reductase large subunit	HMMsoil129049	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	FOAM	false
vRhyme_unbinned_40__MGr3G3H3I_000000139685_64	vRhyme_unbinned_40__MGr3G3H3I_000000139685	vRhyme_unbinned_40__MGr3G3H3I_000000139685																										2289.0	NaN	NaN	NaN	false		high											true
vRhyme_unbinned_40__MGr3G3H3I_000000139685_65	vRhyme_unbinned_40__MGr3G3H3I_000000139685	vRhyme_unbinned_40__MGr3G3H3I_000000139685																										2511.0	NaN	NaN	NaN	false		high											true
vRhyme_unbinned_41__MGr3G3H3I_000000142568_1	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										NaN	372.0	NaN	NaN	false		high											true
vRhyme_unbinned_41__MGr3G3H3I_000000142568_2	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										NaN	123.0	NaN	NaN	false		high											true
vRhyme_unbinned_41__MGr3G3H3I_000000142568_3	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	anti-restriction protein			PF18818.8				phrog_7245			164.651077				177.518585			0.9841269841269841				0.5648148148148148		10.0	10.0	NaN	1617.0	NaN	NaN	true		high			Zincin-like metallopeptidase				anti-restriction protein	phrog_7245	anti-restriction protein	PHROG	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_4	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										522.0	1095.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_5	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										780.0	837.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_6	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										1020.0	597.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_7	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										1335.0	282.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_8	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	terminase large subunit			PF17289.9				phrog_979			63.580482				125.976791			0.9870967741935484				0.3660436137071651		10.0	10.0	1617.0	1083.0	NaN	NaN	true		high			Terminase RNaseH-like domain				terminase large subunit	phrog_979	terminase large subunit	PHROG	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_9	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	Terminase large subunit, T4likevirus-type, N-terminal			PF03237.22							31.10252							0.4						10.0		1083.0	2871.0	NaN	NaN	true		high			Terminase large subunit, T4likevirus-type, N-terminal					PF03237	Terminase large subunit, T4likevirus-type, N-terminal	Pfam	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_10	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										420.0	2451.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_11	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										1023.0	1848.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_12	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										1323.0	1548.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_13	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										1920.0	951.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_14	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										2187.0	684.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_15	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	repA; regulatory protein RepA	K07505		PF13481.13				phrog_25693	121.408798		107.871765				172.980408	0.6016260162601627		0.9435897435897436				0.8098765432098766	10.0	10.0	7.79	2871.0	2136.0	NaN	NaN	true		high	repA; regulatory protein RepA		AAA domain				""	phrog_25693	""	PHROG	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_16	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	DNA primase			PF23639.2				phrog_510			85.721001				97.927513			0.9904761904761905				0.3313343328335832				1242.0	894.0	NaN	NaN	true		high			Domain of unknown function (DUF7146)				DNA primase	phrog_510	DNA primase	PHROG	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_17	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568				PF08774.18				phrog_824			26.296783				83.687294			0.5043478260869565				0.4528301886792453		10.0	10.0	2136.0	924.0	NaN	NaN	true		high			VRR-NUC domain				""	phrog_824	""	PHROG	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_18	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	Transcriptional Coactivator p15 (PC4)			PF02229.23							33.002792							0.9615384615384616						3.33		435.0	489.0	NaN	NaN	true		high			Transcriptional Coactivator p15 (PC4)					PF02229	Transcriptional Coactivator p15 (PC4)	Pfam	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_19	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										687.0	237.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_20	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	alpA; prophage regulatory protein	K07733		PF05930.19					48.272224		26.714911					0.3954802259887006		0.5098039215686274					10.0	10.0		924.0	228.0	NaN	NaN	true		high	alpA; prophage regulatory protein		Prophage CP4-57 regulatory protein (AlpA)					K07733	alpA; prophage regulatory protein	KEGG	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_21	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	Helix-turn-helix	K21498	HMMsoil68357	PF01381.29				phrog_1381	129.946991	25.158653	29.884438				84.213699	0.47619047619047616	0.8363636363636363	0.9272727272727272				0.3143939393939394	10.0	10.0	9.03	228.0	294.0	NaN	NaN	true		medium	higA-1; antitoxin HigA-1	alaA; alanine-synthesizing transaminase [EC:2.6.1.66] [EC:2.6.1.2]; K10907; aminotransferase [EC:2.6.1.-]	Helix-turn-helix				plasmid antitoxin with HTH domain	K21498	higA-1; antitoxin HigA-1	KEGG	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_22	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	RelE-like toxin of type II toxin-antitoxin system HigB	K07334		PF05015.19				phrog_3066	131.261337		71.696342				105.325386	0.36259541984732824		0.8791208791208791				0.9787234042553191	10.0	4.7	4.17	294.0	537.0	NaN	NaN	true		medium	higB-1; toxin HigB-1		RelE-like toxin of type II toxin-antitoxin system HigB				toxin of TA system	K07334	higB-1; toxin HigB-1	KEGG	false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_23	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568																										288.0	249.0	NaN	NaN	true		high											false
vRhyme_unbinned_41__MGr3G3H3I_000000142568_24	vRhyme_unbinned_41__MGr3G3H3I_000000142568	vRhyme_unbinned_41__MGr3G3H3I_000000142568	integrase			PF00589.28				phrog_1			44.15604				171.668259			0.9244186046511628				0.6088379705400983		10.0	10.0	537.0	NaN	NaN	NaN	true		medium			Phage integrase family				integrase	phrog_1	integrase	PHROG	false
vRhyme_unbinned_42__MGr3G3H3I_000000144901_1	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901																										NaN	1740.0	NaN	NaN	false		medium											true
vRhyme_unbinned_42__MGr3G3H3I_000000144901_2	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901	terminase large subunit			PF17289.9				phrog_2			22.977427				101.546326			0.9741935483870968				0.42379182156133827		10.0	10.0	NaN	3723.0	NaN	NaN	true		high			Terminase RNaseH-like domain				terminase large subunit	phrog_2	terminase large subunit	PHROG	false
vRhyme_unbinned_42__MGr3G3H3I_000000144901_3	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901																										1581.0	2142.0	NaN	NaN	true		high											false
vRhyme_unbinned_42__MGr3G3H3I_000000144901_4	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901				PF20613.5				phrog_3162			44.373947				58.006386			0.43333333333333335				0.7894736842105263		2.73	2.3	1791.0	1932.0	NaN	NaN	true		high			HipA-like kinase				""	phrog_3162	""	PHROG	false
vRhyme_unbinned_42__MGr3G3H3I_000000144901_5	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901	23S rRNA-intervening sequence protein			PF05635.18							127.885002							0.9433962264150944						6.37		2535.0	1188.0	NaN	NaN	true		medium			23S rRNA-intervening sequence protein					PF05635	23S rRNA-intervening sequence protein	Pfam	false
vRhyme_unbinned_42__MGr3G3H3I_000000144901_6	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901	Protein of unknown function (DUF3037)			PF11236.14							43.369621							0.9745762711864406						1.86		2904.0	819.0	NaN	NaN	true		medium			Protein of unknown function (DUF3037)					PF11236	Protein of unknown function (DUF3037)	Pfam	false
vRhyme_unbinned_42__MGr3G3H3I_000000144901_7	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901	Phage portal protein			PF04860.18				phrog_2662			137.279144				112.203125			0.9937694704049844				0.4909344490934449		10.0	10.0	3723.0	NaN	NaN	NaN	true		high			Phage portal protein				portal protein	PF04860	Phage portal protein	Pfam	false
vRhyme_unbinned_42__MGr3G3H3I_000000144901_8	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901																										1248.0	NaN	NaN	NaN	false		medium											true
vRhyme_unbinned_42__MGr3G3H3I_000000144901_9	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901																										1788.0	NaN	NaN	NaN	false		high											true
vRhyme_unbinned_42__MGr3G3H3I_000000144901_10	vRhyme_unbinned_42__MGr3G3H3I_000000144901	vRhyme_unbinned_42__MGr3G3H3I_000000144901																										2220.0	NaN	NaN	NaN	false		high											true
vRhyme_unbinned_43__MGr3G3H3I_000000145042_1	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	AbiTii			PF18864.7							45.510532							0.5238095238095238						1.46		NaN	3945.0	NaN	NaN	false		low			AbiTii					PF18864	AbiTii	Pfam	true
vRhyme_unbinned_43__MGr3G3H3I_000000145042_2	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	Type ISP C-terminal specificity domain			PF18135.8							266.299072							1.0						1.49		NaN	3507.0	NaN	NaN	false		low			Type ISP C-terminal specificity domain					PF18135	Type ISP C-terminal specificity domain	Pfam	true
vRhyme_unbinned_43__MGr3G3H3I_000000145042_3	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	Antitoxin Phd_YefM, type II toxin-antitoxin system	K19165		PF02604.27					36.298061		36.298485					0.4421052631578947		0.5135135135135135					2.9	5.82		NaN	183.0	NaN	NaN	false		low	phd; antitoxin Phd		Antitoxin Phd_YefM, type II toxin-antitoxin system					PF02604	Antitoxin Phd_YefM, type II toxin-antitoxin system	Pfam	true
vRhyme_unbinned_43__MGr3G3H3I_000000145042_4	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	xerD; integrase/recombinase XerD	K04763		PF00589.28				phrog_216	174.952484		126.281227				135.891052	0.4058679706601467		0.9883720930232558				0.6245847176079734	10.0	10.0	10.0	NaN	633.0	NaN	NaN	true		low	xerD; integrase/recombinase XerD		Phage integrase family				integrase	K04763	xerD; integrase/recombinase XerD	KEGG	false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_5	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	Trypsin-like peptidase domain			PF13365.13				phrog_9683			37.784763				32.42878			0.993103448275862				0.3776824034334764		10.0	1.69	633.0	3732.0	NaN	NaN	true		low			Trypsin-like peptidase domain				protease	PF13365	Trypsin-like peptidase domain	Pfam	false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_6	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										642.0	3090.0	NaN	NaN	true		medium											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_7	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	Rap1a immunity proteins			PF18602.7				phrog_3870			77.578735				65.369919			1.0				0.9652173913043478		4.17	1.86	1626.0	2106.0	NaN	NaN	true		low			Rap1a immunity proteins				""	PF18602	Rap1a immunity proteins	Pfam	false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_8	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										2007.0	1725.0	NaN	NaN	true		low											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_9	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										3483.0	249.0	NaN	NaN	true		low											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_10	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	Protein of unknown function (DUF3987)			PF13148.12				phrog_2373			290.914307				198.271286			0.9972527472527473				0.829126213592233		10.0	4.19	3732.0	6279.0	NaN	NaN	true		low			Protein of unknown function (DUF3987)				DNA helicase	PF13148	Protein of unknown function (DUF3987)	Pfam	false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_11	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										2406.0	3873.0	NaN	NaN	true		low											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_12	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										2844.0	3435.0	NaN	NaN	true		low											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_13	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										3096.0	3183.0	NaN	NaN	true		low											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_14	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	terminase large subunit	K06909						phrog_2	70.832359						75.015121	0.8099352051835853						0.39281288723667906				3483.0	2796.0	NaN	NaN	true		low	xtmB; phage terminase large subunit						terminase large subunit	phrog_2	terminase large subunit	PHROG	false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_15	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										4902.0	1377.0	NaN	NaN	true		low											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_16	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										5067.0	1212.0	NaN	NaN	true		low											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_17	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										6159.0	120.0	NaN	NaN	true		low											false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_18	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	int; integrase	K14059		PF00589.28				phrog_1	156.353394		64.738579				131.058701	0.7522123893805309		0.9127906976744186				0.5122749590834698	10.0	10.0	10.0	6279.0	NaN	NaN	NaN	true		low	int; integrase		Phage integrase family				integrase	K14059	int; integrase	KEGG	false
vRhyme_unbinned_43__MGr3G3H3I_000000145042_19	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										1170.0	NaN	NaN	NaN	false		medium											true
vRhyme_unbinned_43__MGr3G3H3I_000000145042_20	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	BstA abortive infection system, replication inhibitor			PF26567.1				phrog_6287			129.580429				205.295349			0.9915966386554622				0.9407894736842105				1713.0	NaN	NaN	NaN	false		medium			BstA C-terminal domain				BstA abortive infection system, replication inhibitor	phrog_6287	BstA abortive infection system, replication inhibitor	PHROG	true
vRhyme_unbinned_43__MGr3G3H3I_000000145042_21	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042																										2478.0	NaN	NaN	NaN	false		medium											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_1	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										NaN	420.0	NaN	NaN	false		medium											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_2	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										NaN	327.0	NaN	NaN	false		medium											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_3	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										NaN	186.0	NaN	NaN	false		medium											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_4	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	methyltransferase			PF05050.20				phrog_8156			59.791878				101.380676			0.8901734104046243				0.6516393442622951		10.0	10.0	NaN	NaN	NaN	NaN	false		low			Methyltransferase FkbM domain				methyltransferase	phrog_8156	methyltransferase	PHROG	true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_5	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										714.0	NaN	NaN	NaN	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_6	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										1122.0	NaN	NaN	NaN	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_7	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										1329.0	NaN	NaN	NaN	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_8	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	glycosyltransferase							phrog_1962							83.925056							0.8391304347826087				1485.0	NaN	NaN	NaN	false		low							glycosyltransferase	phrog_1962	glycosyltransferase	PHROG	true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_9	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										2271.0	NaN	NaN	NaN	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_10	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	terminase large subunit							phrog_38							242.496613							0.6263157894736842				2643.0	NaN	NaN	NaN	false		low							terminase large subunit	phrog_38	terminase large subunit	PHROG	true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_11	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										4281.0	NaN	NaN	NaN	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_12	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975								phrog_825							36.733814							0.8317757009345794				4611.0	NaN	NaN	NaN	false		low							""	phrog_825	""	PHROG	true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_13	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										4968.0	NaN	NaN	NaN	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_14	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										7248.0	NaN	NaN	264.0	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_15	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										8400.0	NaN	NaN	11202.0	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_16	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										9144.0	NaN	NaN	10161.0	false		low											true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_17	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	rfk; riboflavin kinase, archaea type [EC:2.7.1.161]	K07732		PF01982.23					55.44556		48.857834					0.39147286821705424		0.8429752066115702					0.21	0.11		9675.0	NaN	NaN	9777.0	false		low	rfk; riboflavin kinase, archaea type [EC:2.7.1.161]		Domain of unknown function DUF120					K07732	rfk; riboflavin kinase, archaea type [EC:2.7.1.161]	KEGG	true
vRhyme_unbinned_44__MGr3G3H3I_000000146975_18	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975																										10635.0	NaN	NaN	8880.0	false		low											true
vRhyme_unbinned_45__MGr3G3H3I_000000148917_1	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497		PF07506.18				phrog_31451	58.936573		158.726685				145.680176	0.5342857142857143		0.9945945945945946				0.9395973154362416	10.0	1.33	0.73	NaN	891.0	NaN	7785.0	true		low	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein		RepB plasmid partitioning protein				""	PF07506	RepB plasmid partitioning protein	Pfam	false
vRhyme_unbinned_45__MGr3G3H3I_000000148917_2	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497		PF07506.18				phrog_3951	96.196938		71.663185				113.288025	0.54		0.9567567567567568				0.8704318936877077	10.0	1.33	5.41	NaN	888.0	NaN	6651.0	true		medium	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein		RepB plasmid partitioning protein				""	phrog_3951	""	PHROG	false
vRhyme_unbinned_45__MGr3G3H3I_000000148917_3	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	spoIVCA; site-specific DNA recombinase	K06400		PF00239.27				phrog_95	206.043335		87.805893				205.140533	0.3482466747279323		0.910958904109589				0.434715821812596	10.0	10.0	10.0	NaN	NaN	NaN	3696.0	true		low	spoIVCA; site-specific DNA recombinase		Resolvase, N terminal domain				integrase	K06400	spoIVCA; site-specific DNA recombinase	KEGG	false
