id,name,V-score,VL-score,db
PF04306.17,Protein of unknown function (DUF456),0.05,0.698970004,Pfam
PF04893.21,Yip1 domain,0.05,0.698970004,Pfam
PF05903.18,PPPDE putative peptidase domain,0.05,0.698970004,Pfam
PF19881.3,Family of unknown function (DUF6354),0.05,0.698970004,Pfam
PF09358.14,Ubiquitin fold domain,0.05,0.698970004,Pfam
PF08327.15,Activator of Hsp90 ATPase homolog 1-like protein,0.05,0.698970004,Pfam
PF00337.26,Galactoside-binding lectin,0.05,0.698970004,Pfam
PF16107.9,Domain of unknown function (DUF4825),0.05,0.698970004,Pfam
PF17621.6,Family of unknown function (DUF5508),0.05,0.698970004,Pfam
PF03934.17,"Type II secretion system (T2SS), protein K",0.05,0.698970004,Pfam
PF00310.25,Glutamine amidotransferases class-II,0.05,0.698970004,Pfam
PF17639.6,Family of unknown function (DUF5517),0.05,0.698970004,Pfam
PF13795.10,HupE / UreJ protein,0.05,0.698970004,Pfam
PF17132.8,alpha-L-rhamnosidase,0.05,0.698970004,Pfam
PF00060.30,Ligand-gated ion channel,0.05,0.698970004,Pfam
PF00290.24,Tryptophan synthase alpha chain,0.05,0.698970004,Pfam
PF01852.23,START domain,0.05,0.698970004,Pfam
PF19886.3,Domain of unknown function (DUF6359),0.05,0.698970004,Pfam
PF20439.2,"Sporulation stage IV protein A, C-terminal",0.05,0.698970004,Pfam
PF04413.20,3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase),0.05,0.698970004,Pfam
PF03588.18,Leucyl/phenylalanyl-tRNA protein transferase,0.05,0.698970004,Pfam
PF09791.13,"Oxidoreductase-like protein, N-terminal",0.05,0.698970004,Pfam
PF11013.12,Protein of unknown function (DUF2851),0.05,0.698970004,Pfam
PF17189.8,Glycosyl hydrolase family 30 beta sandwich domain,0.05,0.698970004,Pfam
PF14555.10,UBA-like domain,0.05,0.698970004,Pfam
PF06986.15,"F-type Type IV secretion system, TraN",0.05,0.698970004,Pfam
PF14898.10,Domain of unknown function (DUF4491),0.05,0.698970004,Pfam
PF12641.11,Flavodoxin domain,0.05,0.698970004,Pfam
PF00475.22,Imidazoleglycerol-phosphate dehydratase,0.05,0.698970004,Pfam
PF05235.18,CHAD domain,0.05,0.698970004,Pfam
PF17578.6,Family of unknown function (DUF5481),0.05,0.698970004,Pfam
PF19839.3,Ribbon-helix-helix protein,0.05,0.698970004,Pfam
PF05184.19,"Saposin-like type B, region 1",0.05,0.698970004,Pfam
PF16177.9,Acetyl-coenzyme A synthetase N-terminus,0.05,0.698970004,Pfam
PF06695.15,Putative small multi-drug export protein,0.05,0.698970004,Pfam
PF18167.5,SMODS-associated NUDIX domain,0.05,0.698970004,Pfam
PF03777.17,ChpA-C,0.05,0.698970004,Pfam
PF00516.22,Envelope glycoprotein GP120,0.05,0.698970004,Pfam
PF14662.10,Coiled-coil region of CCDC155 or KASH,0.05,0.698970004,Pfam
PF13631.10,Cytochrome b(N-terminal)/b6/petB,0.05,0.698970004,Pfam
PF00434.22,Glycoprotein VP7,0.05,0.698970004,Pfam
PF17605.6,Family of unknown function (DUF5501),0.05,0.698970004,Pfam
PF10463.13,Peptidase U49,0.05,0.698970004,Pfam
PF02863.22,"Arginine repressor, C-terminal domain",0.05,0.698970004,Pfam
PF18556.5,"Bacterial Tetracyclin repressor,  C-terminal domain",0.05,0.698970004,Pfam
PF07541.16,Eukaryotic translation initiation factor 2 alpha subunit,0.05,0.698970004,Pfam
PF21317.1,"Beta-galactosidase, first all-beta domain",0.05,0.698970004,Pfam
PF11449.12,"Putative, 10TM heavy-metal exporter",0.05,0.698970004,Pfam
PF10418.13,Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B,0.05,0.698970004,Pfam
PF14535.10,AMP-binding enzyme C-terminal domain,0.05,0.698970004,Pfam
PF00338.26,Ribosomal protein S10p/S20e,0.05,0.698970004,Pfam
PF04260.16,Protein of unknown function (DUF436),0.05,0.698970004,Pfam
PF03030.20,Inorganic H+ pyrophosphatase,0.05,0.698970004,Pfam
PF07884.18,Vitamin K epoxide reductase family,0.05,0.698970004,Pfam
PF20300.2,Prokaryotic STING domain,0.05,0.698970004,Pfam
PF02623.19,FliW protein,0.05,0.698970004,Pfam
PF19818.3,Family of unknown function (DUF6301),0.05,0.698970004,Pfam
PF11734.12,TilS substrate C-terminal domain,0.05,0.698970004,Pfam
PF06609.17,Fungal trichothecene efflux pump (TRI12),0.05,0.698970004,Pfam
PF17596.6,Family of unknown function (DUF5492),0.05,0.698970004,Pfam
PF14127.10,Domain of unknown function (DUF4294),0.05,0.698970004,Pfam
PF07195.16,Flagellar hook-associated protein 2 C-terminus,0.05,0.698970004,Pfam
PF13127.10,Protein of unknown function (DUF3955),0.05,0.698970004,Pfam
PF02884.21,"Polysaccharide lyase family 8, C-terminal beta-sandwich domain",0.05,0.698970004,Pfam
PF01490.22,Transmembrane amino acid transporter protein,0.05,0.698970004,Pfam
PF17273.6,Family of unknown function (DUF5338),0.05,0.698970004,Pfam
PF06363.15,Picornaviridae P3A protein,0.05,0.698970004,Pfam
PF15587.10,Immunity protein 9,0.05,0.698970004,Pfam
PF08006.15,Protein of unknown function (DUF1700),0.05,0.698970004,Pfam
PF06956.15,Regulator of RNA terminal phosphate cyclase,0.05,0.698970004,Pfam
PF03613.18,PTS system mannose/fructose/sorbose family IID component,0.05,0.698970004,Pfam
PF03788.18,LrgA family,0.05,0.698970004,Pfam
PF21348.1,"Rhamnogalacturonan lyase family 11, C-terminal domain",0.05,0.698970004,Pfam
PF06068.17,TIP49 P-loop domain,0.05,0.698970004,Pfam
PF19975.3,Double-GTPase 1,0.05,0.698970004,Pfam
PF10669.13,Protein gp23 (Bacteriophage A118),0.05,0.698970004,Pfam
PF17549.6,Gene Product 17,0.05,0.698970004,Pfam
PF10810.12,Protein of unknown function (DUF2545),0.05,0.698970004,Pfam
PF07696.15,7TMR-DISM extracellular 2,0.05,0.698970004,Pfam
PF19888.3,Family of unknown function (DUF6361),0.05,0.698970004,Pfam
PF02099.21,Josephin,0.05,0.698970004,Pfam
PF02010.19,REJ domain,0.05,0.698970004,Pfam
PF21012.1,Family of unknown function (DUF6850),0.05,0.698970004,Pfam
PF14320.10,Phosphoprotein P region PNT disordered,0.05,0.698970004,Pfam
PF17885.5,Styrene monooxygenase A putative substrate binding domain,0.05,0.698970004,Pfam
PF13320.10,"Glycoside hydrolase 123, catalytic domain",0.05,0.698970004,Pfam
PF03833.17,DNA polymerase II large subunit DP2,0.05,0.698970004,Pfam
PF16808.9,Coiled-coil N-terminus of cGMP-dependent protein kinase,0.05,0.698970004,Pfam
PF10909.12,Protein of unknown function (DUF2682),0.05,0.698970004,Pfam
PF09569.14,ScaI restriction endonuclease,0.05,0.698970004,Pfam
PF03977.17,Na+-transporting oxaloacetate decarboxylase beta subunit,0.05,0.698970004,Pfam
PF06257.15,Biofilm formation stimulator VEG,0.05,0.698970004,Pfam
PF03981.16,Ubiquinol-cytochrome C chaperone,0.05,0.698970004,Pfam
PF07511.15,Protein of unknown function (DUF1525),0.05,0.698970004,Pfam
PF17126.9,RsmF rRNA methyltransferase first C-terminal domain,0.05,0.698970004,Pfam
PF17964.5,Bacterial Ig domain,0.05,0.698970004,Pfam
PF05031.16,Iron Transport-associated domain,0.05,0.698970004,Pfam
PF12893.11,Putative lumazine-binding,0.05,0.698970004,Pfam
PF21711.1,Dynactin subunit 5,0.05,0.698970004,Pfam
PF19788.3,Family of unknown function (DUF6272),0.05,0.698970004,Pfam
PF18348.5,Bacterial dipeptidyl-peptidase Sh3 domain,0.05,0.698970004,Pfam
PF19116.4,Domain of unknown function (DUF5801),0.05,0.698970004,Pfam
PF06686.15,Stage III sporulation protein AC/AD protein family,0.05,0.698970004,Pfam
PF06998.15,Protein of unknown function (DUF1307),0.05,0.698970004,Pfam
PF14286.10,DHHW protein,0.05,0.698970004,Pfam
PF14848.10,DNA-binding domain,0.05,0.698970004,Pfam
PF14598.10,PAS domain,0.05,0.698970004,Pfam
PF14879.10,Domain of unknown function (DUF4489),0.05,0.698970004,Pfam
PF01706.20,FliG C-terminal domain,0.05,0.698970004,Pfam
PF00569.21,"Zinc finger, ZZ type",0.05,0.698970004,Pfam
PF18501.5,Alpha helical recognition lobe domain,0.05,0.698970004,Pfam
PF14684.10,Tricorn protease C1 domain,0.05,0.698970004,Pfam
PF13571.10,Domain of unknown function (DUF4133),0.05,0.698970004,Pfam
PF09645.14,F-112 protein,0.05,0.698970004,Pfam
PF14159.10,CAAD domains of cyanobacterial aminoacyl-tRNA synthetase,0.05,0.698970004,Pfam
PF03559.18,"NDP-hexose 2,3-dehydratase",0.05,0.698970004,Pfam
PF04758.18,Ribosomal protein S30,0.05,0.698970004,Pfam
PF16245.9,Domain of unknown function (DUF4902),0.05,0.698970004,Pfam
PF14588.10,"YjgF/chorismate_mutase-like, putative endoribonuclease",0.05,0.698970004,Pfam
PF10077.13,Uncharacterized protein conserved in bacteria (DUF2314),0.05,0.698970004,Pfam
PF16721.9,"Zinc-finger like, probable DNA-binding",0.05,0.698970004,Pfam
PF11444.12,Protein of unknown function (DUF2895),0.05,0.698970004,Pfam
PF06268.17,Fascin domain,0.05,0.698970004,Pfam
PF03007.20,Wax ester synthase/diacylglycerol acyltransferase catalytic domain,0.05,0.698970004,Pfam
PF11986.12,Influenza A Proapoptotic protein,0.05,0.698970004,Pfam
PF17598.6,Family of unknown function (DUF5494),0.05,0.698970004,Pfam
PF19300.3,"Binding-prot-dependent transport system membrane comp, N-term",0.05,0.698970004,Pfam
PF16197.9,Ketoacyl-synthetase C-terminal extension,0.05,0.698970004,Pfam
PF02237.21,Biotin protein ligase C terminal domain,0.05,0.698970004,Pfam
PF11122.12,Inner spore coat protein D,0.05,0.698970004,Pfam
PF20874.1,Relaxase central domain,0.05,0.698970004,Pfam
PF13184.10,NusA-like KH domain,0.05,0.698970004,Pfam
PF19265.3,Family of unknown function (DUF5908),0.05,0.698970004,Pfam
PF14270.10,Domain of unknown function (DUF4358),0.05,0.698970004,Pfam
PF19938.3,Family of unknown function (DUF6400),0.05,0.698970004,Pfam
PF13383.10,Methyltransferase domain,0.05,0.698970004,Pfam
PF12352.12,Snare region anchored in the vesicle membrane C-terminus,0.05,0.698970004,Pfam
PF20280.2,C-terminal domain 4 of the ABC-three component (ABC-3C) systems,0.05,0.698970004,Pfam
PF06426.18,"Serine acetyltransferase, N-terminal",0.05,0.698970004,Pfam
PF16058.9,Mucin-like,0.05,0.698970004,Pfam
PF09711.14,CRISPR-associated protein (Cas_Csn2),0.05,0.698970004,Pfam
PF17302.6,Family of unknown function (DUF5351),0.04,0.602059991,Pfam
PF19820.3,Family of unknown function (DUF6303),0.04,0.602059991,Pfam
PF20207.2,Family of unknown function (DUF6568),0.04,0.602059991,Pfam
PF18978.4,Family of unknown function (DUF5714),0.04,0.602059991,Pfam
PF06180.15,Cobalt chelatase (CbiK),0.04,0.602059991,Pfam
PF10980.12,Protein of unknown function (DUF2787),0.04,0.602059991,Pfam
PF13311.10,Protein of unknown function (DUF4080),0.04,0.602059991,Pfam
PF13061.10,Protein of unknown function (DUF3923),0.04,0.602059991,Pfam
PF10369.13,Small subunit of acetolactate synthase,0.04,0.602059991,Pfam
PF02625.20,XdhC and CoxI family,0.04,0.602059991,Pfam
PF13510.10,2Fe-2S iron-sulfur cluster binding domain,0.04,0.602059991,Pfam
PF12486.12,"Type VI secretion system, EvfB, or VasL",0.04,0.602059991,Pfam
PF12623.11,"RNA repair, ligase-Pnkp-associating, region of Hen1",0.04,0.602059991,Pfam
PF19370.3,Family of unknown function (DUF5945),0.04,0.602059991,Pfam
PF09478.14,Carbohydrate binding domain CBM49,0.04,0.602059991,Pfam
PF00231.23,ATP synthase,0.04,0.602059991,Pfam
PF03972.18,MmgE/PrpD N-terminal domain,0.04,0.602059991,Pfam
PF01430.23,Hsp33 protein,0.04,0.602059991,Pfam
PF00687.25,Ribosomal protein L1p/L10e family,0.04,0.602059991,Pfam
PF12740.11,Cutinase,0.04,0.602059991,Pfam
PF09989.13,CoA enzyme activase uncharacterised domain (DUF2229),0.04,0.602059991,Pfam
PF00886.23,Ribosomal protein S16,0.04,0.602059991,Pfam
PF21019.1,Spectrin-like repeat,0.04,0.602059991,Pfam
PF08876.15,Domain of unknown function (DUF1836),0.04,0.602059991,Pfam
PF15589.10,Immunity protein 21,0.04,0.602059991,Pfam
PF11215.12,Protein of unknown function (DUF3010),0.04,0.602059991,Pfam
PF18991.4,Family of unknown function (DUF5724),0.04,0.602059991,Pfam
PF03170.17,Bacterial cellulose synthase subunit,0.04,0.602059991,Pfam
PF06794.16,Uncharacterised protein family (UPF0270),0.04,0.602059991,Pfam
PF12051.12,Protein of unknown function (DUF3533),0.04,0.602059991,Pfam
PF16967.9,E-set like domain,0.04,0.602059991,Pfam
PF02283.20,Cobinamide kinase / cobinamide phosphate guanyltransferase,0.04,0.602059991,Pfam
PF05681.18,Fumarate hydratase (Fumerase),0.04,0.602059991,Pfam
PF13788.10,Domain of unknown function (DUF4180),0.04,0.602059991,Pfam
PF07519.15,Tannase and feruloyl esterase,0.04,0.602059991,Pfam
PF16242.9,Pyridoxamine 5'-phosphate oxidase like,0.04,0.602059991,Pfam
PF00615.23,Regulator of G protein signaling domain,0.04,0.602059991,Pfam
PF14562.10,Restriction endonuclease BglI,0.04,0.602059991,Pfam
PF08437.14,Glycosyl transferase family 8 C-terminal,0.04,0.602059991,Pfam
PF14119.10,Domain of unknown function (DUF4288),0.04,0.602059991,Pfam
PF09386.14,Antitoxin ParD,0.04,0.602059991,Pfam
PF02763.18,"Diphtheria toxin, C domain",0.04,0.602059991,Pfam
PF01958.22,"Aspartate dehydrogenase, C-terminal",0.04,0.602059991,Pfam
PF06355.17,Aegerolysin,0.04,0.602059991,Pfam
PF14517.10,Tachylectin,0.04,0.602059991,Pfam
PF21447.1,"Ppx/GppA phosphatase, domain III",0.04,0.602059991,Pfam
PF12991.11,"Domain of unknown function, B. Theta Gene description (DUF3875)",0.04,0.602059991,Pfam
PF19493.3,Trypsin-co-occurring domain 1,0.04,0.602059991,Pfam
PF18726.5,SAV_6107-like HEPN,0.04,0.602059991,Pfam
PF12010.12,Domain of unknown function (DUF3502),0.04,0.602059991,Pfam
PF09983.13,"Wadjet protein JetD, C-terminal",0.04,0.602059991,Pfam
PF10099.13,Anti-sigma-K factor rskA,0.04,0.602059991,Pfam
PF05753.18,Translocon-associated protein beta (TRAPB),0.04,0.602059991,Pfam
PF13716.10,Divergent CRAL/TRIO domain,0.04,0.602059991,Pfam
PF02324.20,Glycosyl hydrolase family 70,0.04,0.602059991,Pfam
PF09314.15,Domain of unknown function (DUF1972),0.04,0.602059991,Pfam
PF11072.12,Protein of unknown function (DUF2859),0.04,0.602059991,Pfam
PF01324.23,"Diphtheria toxin, R domain",0.04,0.602059991,Pfam
PF11579.12,Protein of unknown function (DUF3238),0.04,0.602059991,Pfam
PF09489.14,Probable cobalt transporter subunit (CbtB),0.04,0.602059991,Pfam
PF19480.3,Domain of unknown function (DUF6016),0.04,0.602059991,Pfam
PF20033.3,Domain of unknown function (DUF6438),0.04,0.602059991,Pfam
PF16762.9,Ribbon-helix-helix domain,0.04,0.602059991,Pfam
PF07907.15,YibE/F-like protein,0.04,0.602059991,Pfam
PF05201.19,"Glutamyl-tRNAGlu reductase, N-terminal domain",0.04,0.602059991,Pfam
PF04314.17,Copper chaperone PCu(A)C,0.04,0.602059991,Pfam
PF04376.17,"Arginine-tRNA-protein transferase, N terminus",0.04,0.602059991,Pfam
PF12981.11,Domain of Unknown Function with PDB structure (DUF3865),0.04,0.602059991,Pfam
PF06380.15,Protein of unknown function (DUF1072),0.04,0.602059991,Pfam
PF03825.20,Nucleoside H+ symporter,0.04,0.602059991,Pfam
PF00177.25,Ribosomal protein S7p/S5e,0.04,0.602059991,Pfam
PF02544.20,3-oxo-5-alpha-steroid 4-dehydrogenase,0.04,0.602059991,Pfam
PF10706.13,Aminoglycoside-2''-adenylyltransferase,0.04,0.602059991,Pfam
PF08085.15,Entericidin EcnA/B family,0.04,0.602059991,Pfam
PF03942.19,DTW domain,0.04,0.602059991,Pfam
PF08647.15,BRE1 E3 ubiquitin ligase,0.04,0.602059991,Pfam
PF01969.21,Nickel insertion protein,0.04,0.602059991,Pfam
PF07085.16,DRTGG domain,0.04,0.602059991,Pfam
PF14079.10,Domain of unknown function (DUF4260),0.04,0.602059991,Pfam
PF09678.14,Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG),0.04,0.602059991,Pfam
PF16226.9,Domain of unknown function (DUF4885),0.04,0.602059991,Pfam
PF20117.3,Family of unknown function (DUF6507),0.04,0.602059991,Pfam
PF20811.1,"Poly (ADP-ribose) glycohydrolase (PARG), helical domain",0.04,0.602059991,Pfam
PF07009.15,NusG domain II,0.04,0.602059991,Pfam
PF10017.13,"Histidine-specific methyltransferase, SAM-dependent",0.04,0.602059991,Pfam
PF18163.5,SLOG cluster2,0.04,0.602059991,Pfam
PF09850.13,Type VI secretion system protein DotU,0.04,0.602059991,Pfam
PF13021.10,Domain of unknown function (DUF3885),0.04,0.602059991,Pfam
PF02616.18,Segregation and condensation protein ScpA,0.04,0.602059991,Pfam
PF07370.15,Protein of unknown function (DUF1489),0.04,0.602059991,Pfam
PF03366.20,YEATS family,0.04,0.602059991,Pfam
PF01891.20,Cobalt uptake substrate-specific transmembrane region,0.04,0.602059991,Pfam
PF15645.10,Dermonecrotoxin of the Papain-like fold,0.04,0.602059991,Pfam
PF03702.18,Anhydro-N-acetylmuramic acid kinase,0.04,0.602059991,Pfam
PF11809.12,Domain of unknown function (DUF3330),0.04,0.602059991,Pfam
PF06932.15,Protein of unknown function (DUF1283),0.04,0.602059991,Pfam
PF13501.10,Sulfur oxidation protein SoxY,0.04,0.602059991,Pfam
PF07994.16,Myo-inositol-1-phosphate synthase,0.04,0.602059991,Pfam
PF13813.10,Membrane bound O-acyl transferase family,0.04,0.602059991,Pfam
PF13282.10,Domain of unknown function (DUF4070),0.04,0.602059991,Pfam
PF09325.14,Vps5 C terminal like,0.04,0.602059991,Pfam
PF02764.18,"Diphtheria toxin, T domain",0.04,0.602059991,Pfam
PF01815.20,Rop protein,0.04,0.602059991,Pfam
PF14793.10,Pyrimidine/purine nucleotide 5'-monophosphate nucleosidases,0.04,0.602059991,Pfam
PF12450.12,von Willebrand factor,0.04,0.602059991,Pfam
PF03881.18,Fructosamine kinase,0.04,0.602059991,Pfam
PF06130.16,Phosphate propanoyltransferase,0.04,0.602059991,Pfam
PF00764.23,Arginosuccinate synthase N-terminal HUP domain,0.04,0.602059991,Pfam
PF07949.16,YbbR-like protein,0.04,0.602059991,Pfam
PF14268.10,YoaP-like,0.04,0.602059991,Pfam
PF06610.17,L-alanine exporter,0.04,0.602059991,Pfam
PF21715.1,CggR N-terminal DNA binding domain,0.04,0.602059991,Pfam
PF11518.12,Protein of unknown function (DUF3221),0.04,0.602059991,Pfam
PF14604.10,Variant SH3 domain,0.04,0.602059991,Pfam
PF21352.1,"Thioredoxin 2, N-terminal",0.04,0.602059991,Pfam
PF02325.21,YGGT family,0.04,0.602059991,Pfam
PF05785.16,Rho-activating domain of cytotoxic necrotizing factor,0.04,0.602059991,Pfam
PF04898.18,Glutamate synthase central domain,0.04,0.602059991,Pfam
PF00469.24,"Negative factor, (F-Protein) or Nef",0.04,0.602059991,Pfam
PF16370.9,C terminal of Calcineurin-like phosphoesterase,0.04,0.602059991,Pfam
PF13584.10,BatD DUF11 like domain,0.04,0.602059991,Pfam
PF12947.11,EGF domain,0.04,0.602059991,Pfam
PF13803.10,Domain of unknown function (DUF4184),0.04,0.602059991,Pfam
PF13471.10,Transglutaminase-like superfamily,0.04,0.602059991,Pfam
PF19635.3,Family of unknown function (DUF6138),0.04,0.602059991,Pfam
PF02898.19,"Nitric oxide synthase, oxygenase domain",0.04,0.602059991,Pfam
PF09826.13,Beta propeller domain,0.04,0.602059991,Pfam
PF14059.10,Domain of unknown function (DUF4251),0.04,0.602059991,Pfam
PF02754.20,Cysteine-rich domain,0.04,0.602059991,Pfam
PF11190.12,Protein of unknown function (DUF2976),0.04,0.602059991,Pfam
PF15508.10,beta subunit of N-acylethanolamine-hydrolyzing acid amidase,0.04,0.602059991,Pfam
PF16864.9,Dimerisation domain,0.04,0.602059991,Pfam
PF03116.19,"NQR2, RnfD, RnfE family",0.04,0.602059991,Pfam
PF10584.13,Proteasome subunit A N-terminal signature,0.04,0.602059991,Pfam
PF14114.10,Domain of unknown function (DUF4286),0.04,0.602059991,Pfam
PF10028.13,Predicted integral membrane protein (DUF2270),0.04,0.602059991,Pfam
PF10783.13,Protein of unknown function (DUF2599),0.04,0.602059991,Pfam
PF00116.24,"Cytochrome C oxidase subunit II, periplasmic domain",0.04,0.602059991,Pfam
PF20629.1,"D-galactarate/Altronate dehydratase, C-terminal",0.04,0.602059991,Pfam
PF03264.18,"NapC/NirT cytochrome c family, N-terminal region",0.04,0.602059991,Pfam
PF13200.10,Putative glycosyl hydrolase domain,0.04,0.602059991,Pfam
PF00147.22,"Fibrinogen beta and gamma chains, C-terminal globular domain",0.04,0.602059991,Pfam
PF13512.10,Tetratricopeptide repeat,0.04,0.602059991,Pfam
PF03151.20,Triose-phosphate Transporter family,0.04,0.602059991,Pfam
PF19390.3,Family of unknown function (DUF5965),0.04,0.602059991,Pfam
PF12543.12,Protein of unknown function (DUF3738),0.04,0.602059991,Pfam
PF12968.11,Domain of Unknown Function (DUF3856),0.04,0.602059991,Pfam
PF10262.13,Rdx family,0.04,0.602059991,Pfam
PF02974.18,Protease inhibitor Inh,0.04,0.602059991,Pfam
PF20201.2,Family of unknown function (DUF6563),0.04,0.602059991,Pfam
PF18081.5,Fanconi anemia-associated nuclease SAP domain,0.04,0.602059991,Pfam
PF17532.6,Family of unknown function (DUF5451),0.04,0.602059991,Pfam
PF05504.15,"Spore germination B3/ GerAC like, C-terminal",0.04,0.602059991,Pfam
PF03617.17,IBV 3A protein,0.04,0.602059991,Pfam
PF15615.10,TerB-C domain,0.04,0.602059991,Pfam
PF20437.2,Lon-like LonC helical domain,0.04,0.602059991,Pfam
PF17624.6,Family of unknown function,0.04,0.602059991,Pfam
PF14478.10,Domain of unknown function (DUF4430),0.04,0.602059991,Pfam
PF14759.10,Reductase C-terminal,0.04,0.602059991,Pfam
PF16585.9,Lipocalin-like domain,0.04,0.602059991,Pfam
PF01137.25,RNA 3'-terminal phosphate cyclase,0.04,0.602059991,Pfam
PF02504.19,Fatty acid synthesis protein,0.04,0.602059991,Pfam
PF12197.12,LCI fold,0.04,0.602059991,Pfam
PF03141.20,Putative S-adenosyl-L-methionine-dependent methyltransferase,0.04,0.602059991,Pfam
PF19871.3,Family of unknown function (DUF6344),0.04,0.602059991,Pfam
PF17973.5,Bacterial Alpha-2-macroglobulin MG10 domain,0.04,0.602059991,Pfam
PF12646.11,Domain of unknown function (DUF3783),0.04,0.602059991,Pfam
PF10728.13,Domain of unknown function (DUF2520),0.04,0.602059991,Pfam
PF00223.23,Photosystem I psaA/psaB protein,0.04,0.602059991,Pfam
PF16407.9,PKD-like family,0.04,0.602059991,Pfam
PF02933.21,"Cell division protein 48 (CDC48), domain 2",0.04,0.602059991,Pfam
PF08755.15,Hemimethylated DNA-binding protein YccV like,0.04,0.602059991,Pfam
PF13125.10,Protein of unknown function (DUF3958),0.04,0.602059991,Pfam
PF14269.10,Arylsulfotransferase (ASST),0.04,0.602059991,Pfam
PF19929.3,Family of unknown function (DUF6392),0.04,0.602059991,Pfam
PF11125.12,"Bacteriophage MS2, lysis protein",0.04,0.602059991,Pfam
PF16123.9,Hydroxyacylglutathione hydrolase C-terminus,0.04,0.602059991,Pfam
PF12636.11,Protein of unknown function (DUF3781),0.04,0.602059991,Pfam
PF02806.22,"Alpha amylase, C-terminal all-beta domain",0.04,0.602059991,Pfam
PF20634.1,"Interferon gamma receptor 1, transmembrane region",0.04,0.602059991,Pfam
PF12667.11,NigD-like N-terminal OB domain,0.04,0.602059991,Pfam
PF03755.17,"YicC-like family, N-terminal region",0.04,0.602059991,Pfam
PF13722.10,5TM C-terminal transporter carbon starvation CstA,0.04,0.602059991,Pfam
PF20581.2,Family of unknown function (DUF6785),0.04,0.602059991,Pfam
PF19592.3,Family of unknown function (DUF6097),0.04,0.602059991,Pfam
PF18152.5,DAHP synthase ferredoxin-like domain,0.04,0.602059991,Pfam
PF14671.10,"Dual specificity protein phosphatase, N-terminal half",0.04,0.602059991,Pfam
PF05035.16,2-keto-3-deoxy-galactonokinase,0.04,0.602059991,Pfam
PF08183.15,Stage V sporulation protein family,0.04,0.602059991,Pfam
PF04790.17,Sarcoglycan complex subunit protein,0.04,0.602059991,Pfam
PF19903.3,Family of unknown function (DUF6376),0.04,0.602059991,Pfam
PF05378.17,Hydantoinase/oxoprolinase N-terminal region,0.04,0.602059991,Pfam
PF19466.3,Family of unknown function (DUF6003),0.04,0.602059991,Pfam
PF07351.17,Protein of unknown function (DUF1480),0.04,0.602059991,Pfam
PF01985.25,CRS1 / YhbY (CRM) domain,0.04,0.602059991,Pfam
PF14002.10,YniB-like protein,0.04,0.602059991,Pfam
PF04378.17,"Ribosomal RNA large subunit methyltransferase D, RlmJ",0.04,0.602059991,Pfam
PF06889.15,Protein of unknown function (DUF1266),0.04,0.602059991,Pfam
PF20329.2,Family of unknown function (DUF6624),0.04,0.602059991,Pfam
PF07944.16,"Beta-L-arabinofuranosidase, GH127 catalytic domain",0.04,0.602059991,Pfam
PF13201.10,Putative carbohydrate metabolism domain,0.04,0.602059991,Pfam
PF20660.1,Family of unknown function (DUF6812),0.04,0.602059991,Pfam
PF20132.3,Family of unknown function (DUF6522),0.04,0.602059991,Pfam
PF07862.15,Nif11 domain,0.04,0.602059991,Pfam
PF02121.22,Phosphatidylinositol transfer protein,0.04,0.602059991,Pfam
PF03495.18,Clostridial binary toxin B/anthrax toxin PA Ca-binding domain,0.04,0.602059991,Pfam
PF14712.10,Snapin/Pallidin,0.04,0.602059991,Pfam
PF04107.17,Glutamate-cysteine ligase family 2(GCS2),0.04,0.602059991,Pfam
PF12462.12,DNA helicase IV / RNA helicase N terminal,0.04,0.602059991,Pfam
PF21175.1,"RecR, C-terminal",0.04,0.602059991,Pfam
PF02663.18,"FmdE, Molybdenum formylmethanofuran dehydrogenase operon",0.04,0.602059991,Pfam
PF11181.12,Heat induced stress protein YflT domain,0.04,0.602059991,Pfam
PF00351.25,Biopterin-dependent aromatic amino acid hydroxylase,0.04,0.602059991,Pfam
PF10462.13,Peptidase M66,0.04,0.602059991,Pfam
PF17778.5,Beta-lactamase associated winged helix domain,0.04,0.602059991,Pfam
PF05567.15,Neisseria PilC beta-propeller domain,0.04,0.602059991,Pfam
PF03505.18,Clostridium enterotoxin,0.04,0.602059991,Pfam
PF04142.19,Nucleotide-sugar transporter,0.04,0.602059991,Pfam
PF01419.21,Jacalin-like lectin domain,0.04,0.602059991,Pfam
PF06821.17,Serine hydrolase,0.04,0.602059991,Pfam
PF21110.1,GlxA beta barrel domain,0.04,0.602059991,Pfam
PF05934.15,Mid-1-related chloride channel (MCLC),0.04,0.602059991,Pfam
PF21307.1,"Glycoside hydrolase family 95, C-terminal domain",0.04,0.602059991,Pfam
PF11335.12,Protein of unknown function (DUF3137),0.04,0.602059991,Pfam
PF21617.1,Uncharacterized protein CV_2116-like,0.04,0.602059991,Pfam
PF08770.15,Sulphur oxidation protein SoxZ,0.04,0.602059991,Pfam
PF03622.17,IBV 3B protein,0.04,0.602059991,Pfam
PF09214.15,"Bacteriophage Prd1, adsorption protein P2",0.04,0.602059991,Pfam
PF02934.19,GatB/GatE catalytic domain,0.04,0.602059991,Pfam
