id	V-score	VL-score	db	name
HMMsoil42371			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil42374			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil42377			FOAM	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
HMMsoil42385			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil42387			FOAM	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
HMMsoil42390			FOAM	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
HMMsoil42393			FOAM	saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]; phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil42400			FOAM	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
HMMsoil42406			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil42420			FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
HMMsoil42445			FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
HMMsoil4248			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil42480			FOAM	nblS; two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]
HMMsoil42485			FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
HMMsoil42491			FOAM	K02486; two-component system, sensor kinase [EC:2.7.13.3]
HMMsoil425			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil42501			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil42514			FOAM	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil4253			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil42530			FOAM	dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]; K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]
HMMsoil42531			FOAM	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]; barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
HMMsoil4254			FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
HMMsoil4255			FOAM	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
HMMsoil42657			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil42660			FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
HMMsoil42662			FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil42670			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil42675			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil42677			FOAM	atoS; two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]
HMMsoil42678			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil42679			FOAM	Response to osmotic stress
HMMsoil42683			FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
HMMsoil42685			FOAM	kinC; two-component system, sporulation sensor kinase C [EC:2.7.13.3]
HMMsoil42697			FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]; yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
HMMsoil42705			FOAM	K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]
HMMsoil42728			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil42739			FOAM	rpfC; two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
HMMsoil42744			FOAM	saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]
HMMsoil42745			FOAM	comP; two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]
HMMsoil4276			FOAM	comP; two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]
HMMsoil4277			FOAM	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil42772			FOAM	narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
HMMsoil4284			FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
HMMsoil42897			FOAM	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]
HMMsoil42900			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil42901			FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
HMMsoil42902			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil42906			FOAM	Response to osmotic stress
HMMsoil42908			FOAM	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]; resE; two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]
HMMsoil42917			FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
HMMsoil42924			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil42927			FOAM	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
HMMsoil42941			FOAM	dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]; K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]
HMMsoil42943			FOAM	dcuS; two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]; yufL, malK; two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]; dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]; K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]
HMMsoil42944			FOAM	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil42949			FOAM	trcS; two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil42959			FOAM	kinB; two-component system, sporulation sensor kinase B [EC:2.7.13.3]
HMMsoil42971			FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
HMMsoil42977			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil42983			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil42984			FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]; K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
HMMsoil42997			FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
HMMsoil43139			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil43148			FOAM	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
HMMsoil43149			FOAM	kinC; two-component system, sporulation sensor kinase C [EC:2.7.13.3]
HMMsoil43156			FOAM	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
HMMsoil43163			FOAM	ycbA, glnK; two-component system, sensor histidine kinase YcbA [EC:2.7.13.3]
HMMsoil43166			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil43179			FOAM	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
HMMsoil43198			FOAM	NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]; Response to osmotic stress
HMMsoil43214			FOAM	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
HMMsoil43239			FOAM	kinE; two-component system, sporulation sensor kinase E [EC:2.7.13.3]
HMMsoil43240			FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
HMMsoil43252			FOAM	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]
HMMsoil43256			FOAM	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
HMMsoil43268			FOAM	liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]
HMMsoil43279			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil43391			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil43392			FOAM	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]; narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
HMMsoil43397			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil43400			FOAM	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]
HMMsoil43404			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil43409			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil43415			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil43432			FOAM	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]; narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
HMMsoil43437			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil43440			FOAM	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
HMMsoil43469			FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
HMMsoil43475			FOAM	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]
HMMsoil43490			FOAM	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]; phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil43492			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil43505			FOAM	NFX1; transcriptional repressor NF-X1
HMMsoil43519			FOAM	yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
HMMsoil43526			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil43535			FOAM	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
HMMsoil43540			FOAM	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]; flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil43545			FOAM	rpfC; two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
HMMsoil43548			FOAM	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
HMMsoil43665			FOAM	kinD; two-component system, sporulation sensor kinase D [EC:2.7.13.3]
HMMsoil43668			FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]; cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil43669			FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
HMMsoil43674			FOAM	yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]; K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
HMMsoil43675			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil43676			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil43677			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil43679			FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
HMMsoil43690			FOAM	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]; narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
HMMsoil43703			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil4371			FOAM	NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4; Response to osmotic stress
HMMsoil43712			FOAM	rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil43718			FOAM	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
HMMsoil43720			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil43721			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil43726			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil43746			FOAM	dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]
HMMsoil43747			FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
HMMsoil43765			FOAM	yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
HMMsoil43766			FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
HMMsoil43768			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil43774			FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
HMMsoil43776			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil43791			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil43796			FOAM	atoS; two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]
HMMsoil43798			FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
HMMsoil43805			FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
HMMsoil43924			FOAM	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
HMMsoil43939			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil43942			FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
HMMsoil43943			FOAM	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
HMMsoil43945			FOAM	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]
HMMsoil43949			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil43967			FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
HMMsoil43968			FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
HMMsoil43982			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil43983			FOAM	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
HMMsoil43984			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil43985			FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]; yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]; K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
HMMsoil43986			FOAM	cph1; two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]
HMMsoil43995			FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
HMMsoil43996			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil43999			FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]; phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil44005			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil44016			FOAM	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]; dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]
HMMsoil44026			FOAM	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
HMMsoil44035			FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]; evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
HMMsoil44036			FOAM	kinA; two-component system, sporulation sensor kinase A [EC:2.7.13.3]
HMMsoil44049			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil44056			FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
HMMsoil44063			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
HMMsoil44067			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil44076			FOAM	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]; phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil44081			FOAM	yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
HMMsoil44082			FOAM	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
HMMsoil44087			FOAM	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]
HMMsoil44088			FOAM	kinC; two-component system, sporulation sensor kinase C [EC:2.7.13.3]
HMMsoil44096			FOAM	prrB; two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]
HMMsoil441			FOAM	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
HMMsoil44136			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil44217			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil44221			FOAM	bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]; yxdK; two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil44222			FOAM	nrsS, rppB; two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil44224			FOAM	kinA; two-component system, sporulation sensor kinase A [EC:2.7.13.3]
HMMsoil44228			FOAM	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil44232			FOAM	pleC; two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]
HMMsoil44254			FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]
HMMsoil44255			FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
HMMsoil44264			FOAM	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
HMMsoil44292			FOAM	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]
HMMsoil443			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil44301			FOAM	K02486; two-component system, sensor kinase [EC:2.7.13.3]
HMMsoil44311			FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]; alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
HMMsoil44339			FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
HMMsoil44343			FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]; evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
HMMsoil44346			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil44351			FOAM	PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
HMMsoil44353			FOAM	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil44355			FOAM	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
HMMsoil44361			FOAM	kinA; two-component system, sporulation sensor kinase A [EC:2.7.13.3]
HMMsoil44365			FOAM	K02486; two-component system, sensor kinase [EC:2.7.13.3]
HMMsoil44367			FOAM	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil44369			FOAM	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]; narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
HMMsoil44385			FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]; yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
HMMsoil4439			FOAM	rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]; cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]; kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
HMMsoil44393			FOAM	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
HMMsoil44407			FOAM	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
HMMsoil44414			FOAM	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
HMMsoil44424			FOAM	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
HMMsoil44444			FOAM	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]
HMMsoil44447			FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]
HMMsoil4447			FOAM	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
HMMsoil44485			FOAM	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
HMMsoil44489			FOAM	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]; dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]
HMMsoil44497			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]; K02486; two-component system, sensor kinase [EC:2.7.13.3]
HMMsoil44499			FOAM	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]; K02486; two-component system, sensor kinase [EC:2.7.13.3]
HMMsoil4450			FOAM	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
HMMsoil44506			FOAM	dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]
HMMsoil44508			FOAM	creC; two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]
HMMsoil4451			FOAM	mprB; two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
HMMsoil44510			FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
HMMsoil44512			FOAM	cssS; two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]; phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
HMMsoil44528			FOAM	K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]
HMMsoil4453			FOAM	bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil44542			FOAM	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
HMMsoil44558			FOAM	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
HMMsoil44559			FOAM	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase [EC:2.7.11.-]
HMMsoil44563			FOAM	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]; flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
HMMsoil44603			FOAM	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
HMMsoil44609			FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
HMMsoil44628			FOAM	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
HMMsoil4463			FOAM	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
HMMsoil44639			FOAM	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
HMMsoil44645			FOAM	nblS; two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]
HMMsoil44650			FOAM	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
HMMsoil44658			FOAM	K02486; two-component system, sensor kinase [EC:2.7.13.3]
HMMsoil44659			FOAM	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
HMMsoil4467			FOAM	K02486; two-component system, sensor kinase [EC:2.7.13.3]
HMMsoil4468			FOAM	cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3] [EC:3.1.3.-]
HMMsoil4469			FOAM	lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]; K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
