id	V-score	VL-score	db	name
PF09207.17			Pfam	Yeast killer toxin
PF09275.16			Pfam	Pertussis toxin S4 subunit
PF09276.16			Pfam	Pertussis toxin S5 subunit
PF09386.17			Pfam	Antitoxin ParD
PF09392.17			Pfam	Type III secretion needle MxiH, YscF, SsaG, EprI, PscF, EscF
PF09407.17			Pfam	AbiEi antitoxin C-terminal domain
PF09455.17			Pfam	CRISPR system endoribonuclease Csx1, HEPN domain
PF09461.17			Pfam	Phytotoxin PcF protein
PF09474.17			Pfam	Type III secretion system YscX (type_III_YscX)
PF09475.18			Pfam	Dot/Icm secretion system protein (dot_icm_IcmQ)
PF09480.16			Pfam	Type III secretion system protein PrgH-EprH (PrgH)
PF09481.16			Pfam	CRISPR-associated protein Cse1 (CRISPR_cse1)
PF09482.16			Pfam	Bacterial type III secretion apparatus protein (OrgA_MxiK)
PF09483.16			Pfam	Type III secretion protein (HpaP)
PF09484.17			Pfam	CRISPR-associated protein TM1802 (cas_TM1802) N-terminal domain
PF09485.16			Pfam	CRISPR-associated protein Cse2 (CRISPR_cse2)
PF09486.16			Pfam	Bacterial type III secretion protein (HrpB7)
PF09487.17			Pfam	Bacterial type III secretion protein (HrpB2)
PF09501.16			Pfam	Probable sporulation protein (Bac_small_yrzI)
PF09502.16			Pfam	Bacterial type III secretion protein (HrpB4)
PF09546.16			Pfam	Stage III sporulation protein AE (spore_III_AE)
PF09547.17			Pfam	Stage IV sporulation protein A, ATPase domain
PF09548.17			Pfam	Stage III sporulation protein AB (spore_III_AB)
PF09551.16			Pfam	Stage II sporulation protein R (spore_II_R)
PF09559.16			Pfam	Cas6 Crispr
PF09560.16			Pfam	Sporulation protein YunB (Spo_YunB)
PF09577.16			Pfam	Sporulation protein YpjB (SpoYpjB)
PF09579.16			Pfam	Sporulation protein YtfJ (Spore_YtfJ)
PF09580.16			Pfam	Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ)
PF09581.17			Pfam	Stage III sporulation protein AF (Spore_III_AF)
PF09609.15			Pfam	CRISPR-associated protein, GSU0054 family (Cas_GSU0054)
PF09611.16			Pfam	CRISPR-associated protein (Cas_Csy1)
PF09613.17			Pfam	Bacterial type III secretion protein (HrpB1_HrpK)
PF09614.16			Pfam	CRISPR-associated protein (Cas_Csy2)
PF09615.16			Pfam	CRISPR-associated protein (Cas_Csy3)
PF09617.16			Pfam	CRISPR-associated protein GSU0053 (Cas_GSU0053)
PF09618.16			Pfam	CRISPR-associated protein (Cas_Csy4)
PF09620.16			Pfam	CRISPR-associated protein (Cas_csx3)
PF09623.17			Pfam	CRISPR-associated protein NE0113 (Cas_NE0113)
PF09651.17			Pfam	CRISPR-associated protein (Cas_APE2256)
PF09652.17			Pfam	Putative CRISPR-associated protein (Cas_VVA1548)
PF09657.16			Pfam	CRISPR-associated protein Csx8 (Cas_Csx8)
PF09658.16			Pfam	CRISPR-associated protein (Cas_Csx9)
PF09691.16			Pfam	Type II secretion system pilotin lipoprotein (PulS_OutS)
PF09700.16			Pfam	CRISPR-associated protein (Cas_Cmr3)
PF09701.16			Pfam	CRISPR-associated protein (Cas_Cmr5)
PF09702.16			Pfam	CRISPR-associated protein (Cas_Csa5)
PF09703.16			Pfam	CRISPR-associated protein (Cas_Csa4)
PF09704.16			Pfam	CRISPR-associated protein (Cas_Cas5)
PF09706.16			Pfam	CRISPR-associated protein (Cas_CXXC_CXXC)
PF09707.16			Pfam	CRISPR-associated protein (Cas_Cas2CT1978)
PF09709.16			Pfam	CRISPR-associated protein (Cas_Csd1)
PF09711.17			Pfam	CRISPR-associated protein (Cas_Csn2)
PF09722.16			Pfam	Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain
PF09827.15			Pfam	CRISPR associated protein Cas2
PF09850.15			Pfam	Type VI secretion system protein DotU
PF09857.15			Pfam	Putative toxin of bacterial toxin-antitoxin pair
PF09859.16			Pfam	Oxygenase, catalysing oxidative methylation of damaged DNA
PF09867.15			Pfam	TagF N-terminal domain, Type VI secretion system-associated
PF09907.16			Pfam	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system
PF09957.16			Pfam	Bacterial antitoxin of type II TA system, VapB
PF10040.15			Pfam	CRISPR-associated endoribonuclease Cas6
PF10139.15			Pfam	Putative bacterial virulence factor
PF10140.16			Pfam	WXG100 protein secretion system (Wss), protein YukC
PF10144.16			Pfam	Bacterial virulence factor haemolysin
PF10379.15			Pfam	Virulence protein nec1
PF10498.15			Pfam	Intra-flagellar transport protein 57
PF10530.15			Pfam	Toxin with inhibitor cystine knot ICK or Knottin scaffold
PF10550.15			Pfam	Conantokin toxin
PF10614.15			Pfam	Type VIII secretion system (T8SS), CsgF protein
PF10625.15			Pfam	Universal stress protein B (UspB)
PF10646.15			Pfam	Sporulation and spore germination
PF10661.15			Pfam	WXG100 protein secretion system (Wss), protein EssA
PF10671.15			Pfam	Toxin co-regulated pilus biosynthesis protein Q
PF10684.15			Pfam	Putative biofilm-dependent modulation protein
PF10685.15			Pfam	Stress-induced bacterial acidophilic repeat motif
PF10741.15			Pfam	Type II secretion system (T2SS), protein M subtype b
PF10747.15			Pfam	Sporulation inhibitor of replication protein SirA
PF10753.16			Pfam	Toxin GhoT_OrtT
PF10766.15			Pfam	Multidrug efflux pump-associated protein AcrZ
PF10798.15			Pfam	Biofilm development protein YmgB/AriR
PF10799.13			Pfam	Biofilm formation protein (YliH/bssR)
PF10824.15			Pfam	Excreted virulence factor EspC, type VII ESX diderm
PF10899.14			Pfam	Putative abortive phage resistance protein AbiGi, antitoxin
PF10957.14			Pfam	Sporulation protein Cse60
PF11036.13			Pfam	Virulence promoting factor
PF11058.13			Pfam	Antirestriction protein Ral
PF11160.14			Pfam	Hypervirulence associated proteins TUDOR domain
PF11181.14			Pfam	Heat induced stress protein YflT domain
PF11195.15			Pfam	Thoeris anti-defense 2-like domain
PF11202.15			Pfam	Tellurite-like stress resistance cysteine protease StiP
PF11203.14			Pfam	Putative type VII ESX secretion system translocon, EccE
PF11319.14			Pfam	Type VI secretion system VasI, EvfG, VC_A0118
PF11327.14			Pfam	Egh16-like virulence factor
PF11356.15			Pfam	Type II secretion system protein C
PF11393.15			Pfam	Type-IV b secretion system, inner-membrane complex component
PF11455.14			Pfam	Antitoxin MazE-like
PF11529.15			Pfam	Melampsora lini avirulence protein AvrL567-A
PF11584.14			Pfam	Proteinaceous host-selective toxin ToxA
PF11612.15			Pfam	Type II secretion system (T2SS), protein J
PF11663.15			Pfam	Toxin with endonuclease activity, of toxin-antitoxin system
PF11751.15			Pfam	Type IX secretion system membrane protein PorP/SprF
PF11807.14			Pfam	Mycotoxin biosynthesis protein UstYa
PF11846.15			Pfam	Virulence factor membrane-bound polymerase, C-terminal
PF11903.15			Pfam	ParD-like antitoxin of type II bacterial toxin-antitoxin system
PF11927.15			Pfam	Haem-dependent oxidative N-demethylase, alpha subunit-like
PF12116.15			Pfam	Stage III sporulation protein D
PF12150.15			Pfam	Cytosolic motility protein
PF12164.14			Pfam	Stage V sporulation protein AA
PF12202.15			Pfam	Oxidative-stress-responsive kinase 1 C-terminal domain
PF12255.14			Pfam	Insecticide toxin TcdB middle/C-terminal region
PF12256.15			Pfam	Insecticide toxin TcdB middle/N-terminal region
PF12262.15			Pfam	Bacterial virulence factor lipase N-terminal
PF12293.14			Pfam	Putative outer membrane core complex of type IVb secretion
PF12317.14			Pfam	Intraflagellar transport complex B protein 46 C terminal
PF12441.15			Pfam	CopG antitoxin of type II toxin-antitoxin system
PF12468.15			Pfam	Type III secretion system leucine rich repeat protein
PF12469.14			Pfam	CRISPR-associated protein Cmr2, N-terminal
PF12486.14			Pfam	Type VI secretion system, EvfB, or VasL
PF12528.14			Pfam	Type II secretion prepilin peptidase dependent protein C
PF12563.14			Pfam	Hemolytic toxin N terminal
PF12585.14			Pfam	Virulence factor CipC-like
PF12608.15			Pfam	Type IVb secretion, IcmS, effector-recruitment
PF12611.14			Pfam	Putative flagellar
PF12703.12			Pfam	Toxin of toxin-antitoxin type 1 system
PF12734.13			Pfam	Cysteine-rich TM module stress tolerance
PF12790.14			Pfam	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113
PF12910.14			Pfam	Antitoxin of toxin-antitoxin, RelE / RelB, TA system
PF12918.13			Pfam	TcdB toxin N-terminal helical domain
PF12945.13			Pfam	Flagellar protein YcgR
PF13274.12			Pfam	Antitoxin SocA-like, Panacea domain
PF13296.12			Pfam	Putative type VI secretion system Rhs element Vgr
PF13304.13			Pfam	AAA domain, putative AbiEii toxin, Type IV TA system
PF13310.12			Pfam	Virulence protein RhuM family
PF13327.12			Pfam	Type III secretion system subunit
PF13665.12			Pfam	Toxin PAAR-like domain
PF13753.13			Pfam	Putative flagellar system-associated repeat
PF13769.12			Pfam	Virulence factor
PF13782.12			Pfam	Stage V sporulation protein AB
PF13939.12			Pfam	Toxin TisB, type I toxin-antitoxin system
PF13940.13			Pfam	Toxin Ldr, type I toxin-antitoxin system
PF13955.13			Pfam	Toxin Fst, type I toxin-antitoxin system
PF13956.12			Pfam	Toxin Ibs, type I toxin-antitoxin system
PF13957.13			Pfam	Toxin YafO, type II toxin-antitoxin system
PF13958.13			Pfam	Toxin ToxN, type III toxin-antitoxin system
PF14013.12			Pfam	MT0933-like antitoxin protein
PF14021.13			Pfam	Tuberculosis necrotizing toxin
PF14034.12			Pfam	Sporulation protein YtrH
PF14069.12			Pfam	Stage VI sporulation protein F
PF14070.12			Pfam	Putative motility protein
PF14097.12			Pfam	Stage V sporulation protein AE1
PF14113.13			Pfam	Type VI secretion system (T6SS), amidase effector protein 4
PF14122.13			Pfam	YokU-like protein, putative antitoxin
PF14147.12			Pfam	Sporulation protein YhaL
PF14171.13			Pfam	Toxin SpoIISA, cytoplasmic domain
PF14185.12			Pfam	Antitoxin SpoIISB, type II toxin-antitoxin system
PF14253.12			Pfam	Bacteriophage abortive infection AbiH
PF14337.14			Pfam	Abortive infection alpha
PF14349.12			Pfam	Motility related/secretion protein
PF14384.13			Pfam	BrnA antitoxin of type II toxin-antitoxin system
PF14449.12			Pfam	Pre-toxin TG
PF14571.12			Pfam	Stress-induced protein Di19, C-terminal
PF14620.13			Pfam	YpeB sporulation, PepSY1 and PepSY2 domains
PF14682.13			Pfam	Sporulation initiation phospho-transferase B, C-terminal
PF14769.12			Pfam	Flagellar C1a complex subunit C1a-32
PF14866.13			Pfam	Long chain scorpion toxin, cysteine-stabilized alpha/beta domain
PF14874.13			Pfam	Flagellar-associated PapD-like
PF14931.12			Pfam	Intraflagellar transport complex B, subunit 20
PF15284.12			Pfam	Phage-encoded virulence factor
PF15305.12			Pfam	Intraflagellar transport protein 43
PF15339.12			Pfam	Acrosome formation-associated factor
PF15407.13			Pfam	Sporulation protein family 7
PF15500.11			Pfam	Putative RNase-like toxin, toxin_1
PF15520.11			Pfam	Novel toxin 10
PF15521.12			Pfam	Novel toxin 11
PF15522.12			Pfam	Novel toxin 14
PF15523.11			Pfam	Novel toxin 16
PF15524.12			Pfam	Novel toxin 17
PF15526.13			Pfam	Novel toxin 21
PF15527.12			Pfam	Bacterial toxin 22
PF15528.13			Pfam	Bacterial toxin 23
PF15529.12			Pfam	Bacterial toxin 24
PF15530.11			Pfam	Bacterial toxin 25
PF15531.12			Pfam	Bacterial toxin 27
PF15532.12			Pfam	Bacterial toxin 30
PF15533.13			Pfam	Bacterial toxin 33
PF15534.12			Pfam	Bacterial toxin 35
PF15535.13			Pfam	Bacterial toxin 37
PF15536.11			Pfam	Bacterial toxin 3
PF15537.11			Pfam	Bacterial toxin 43
PF15538.13			Pfam	Bacterial toxin 46
PF15540.11			Pfam	Bacterial toxin 47
PF15541.11			Pfam	Bacterial toxin 4
PF15542.12			Pfam	Bacterial toxin 50
PF15543.11			Pfam	Bacterial toxin 5
PF15544.12			Pfam	Bacterial toxin 6
PF15545.11			Pfam	Bacterial toxin 8
PF15604.12			Pfam	Novel toxin 15
PF15605.13			Pfam	Bacterial toxin 28
PF15606.11			Pfam	Bacterial toxin 34
PF15607.12			Pfam	Bacterial toxin 44
PF15635.12			Pfam	GHH signature containing HNH/Endo VII superfamily nuclease toxin  2
PF15636.12			Pfam	GHH signature containing HNH/Endo VII superfamily nuclease toxin
PF15637.12			Pfam	HNH/Endo VII superfamily nuclease toxin with a HHH motif
PF15638.12			Pfam	Metallopeptidase toxin 2
PF15639.14			Pfam	Metallopeptidase toxin 3
PF15640.12			Pfam	Metallopeptidase toxin 4
PF15641.13			Pfam	Metallopeptidase toxin 5
PF15642.11			Pfam	Toxin in Odyssella and Amoebophilus
PF15643.13			Pfam	Papain fold toxin 2
PF15644.13			Pfam	Papain fold toxin 1, glutamine deamidase
PF15645.15			Pfam	Dermonecrotoxin of the Papain-like fold
PF15646.14			Pfam	Restriction endonuclease fold toxin 2
PF15647.12			Pfam	Restriction endonuclease fold toxin 3
PF15648.13			Pfam	Restriction endonuclease fold toxin 5
PF15649.13			Pfam	Restriction endonuclease fold toxin 7
PF15650.14			Pfam	Restriction endonuclease fold toxin 9
PF15651.11			Pfam	Salivary glad secreted protein domain toxin
PF15652.13			Pfam	HNH/Endo VII superfamily toxin with a SHH signature
PF15653.12			Pfam	URI fold toxin 2
PF15654.12			Pfam	Toxin with a conserved tryptophan and TIP tripeptide motif
PF15656.13			Pfam	Toxin with a H, D/N and C signature
PF15657.12			Pfam	HNH/Endo VII superfamily nuclease toxins
PF15658.11			Pfam	Latrotoxin C-terminal domain
PF15659.14			Pfam	JAB-like toxin 1
PF15731.12			Pfam	Antitoxin component of bacterial toxin-antitoxin system, MqsA
PF15738.12			Pfam	Bacterial toxin of type II toxin-antitoxin system, YafQ
PF15781.13			Pfam	ParE-like toxin of type II bacterial toxin-antitoxin system
PF15905.11			Pfam	Hyaluronan mediated motility receptor N-terminal
PF15908.11			Pfam	Hyaluronan mediated motility receptor C-terminal
PF15919.12			Pfam	HicB_like antitoxin of bacterial toxin-antitoxin system
PF15933.12			Pfam	Antitoxin to bacterial toxin RNase LS or RnlA
PF15935.13			Pfam	RNase LS, bacterial toxin
PF15937.11			Pfam	prlF antitoxin for toxin YhaV_toxin
PF15939.11			Pfam	Putative antitoxin of bacterial toxin-antitoxin system
PF15943.12			Pfam	Bacterial toxin YdaS
PF15950.11			Pfam	Putative sperm flagellar membrane protein
PF15968.10			Pfam	Membrane-anchored ion channel, Abi component
PF15970.12			Pfam	HicB_like antitoxin of bacterial toxin-antitoxin system
PF16073.11			Pfam	Starter unit:ACP transacylase in aflatoxin biosynthesis
PF16537.12			Pfam	Type II secretion system protein B
PF16538.12			Pfam	Flagellar assembly protein T, C-terminal domain
PF16539.11			Pfam	Flagellar assembly protein T, middle domain
PF16548.11			Pfam	Flagellar assembly protein T, N-terminal domain
PF16549.11			Pfam	Type II secretion system (T2SS) pilotin, S protein
PF16583.12			Pfam	Zinc-regulated secreted antivirulence protein C-terminal domain
PF16592.11			Pfam	REC lobe of CRISPR-associated endonuclease Cas9
PF16593.12			Pfam	Bridge helix of CRISPR-associated endonuclease Cas9
PF16595.11			Pfam	PAM-interacting domain of CRISPR-associated endonuclease Cas9
PF16695.12			Pfam	Type VI secretion system (T6SS), amidase immunity protein
PF16754.11			Pfam	Bacterial toxin homologue of phage lysozyme, C-term
PF16810.12			Pfam	RXLR phytopathogen effector protein, Avirulence activity
PF16813.12			Pfam	CRISPR-associated protein Csn2 subfamily St
PF16829.11			Pfam	Avirulence protein ATR13, RxLR effector
PF16847.11			Pfam	Avirulence AvrPtoB, BAK1-binding domain
PF16848.11			Pfam	Substrate of the Dot/Icm secretion system, putative
PF16872.11			Pfam	Putative phage abortive infection protein
PF16873.11			Pfam	Putative abortive phage resistance protein AbiGii toxin
PF16935.11			Pfam	Putative Holin-like Toxin (Hol-Tox)
PF16937.12			Pfam	Type III secretion system translocator protein, HrpF
PF16973.11			Pfam	Flagellar motor switch protein FliN N-terminal
PF16981.11			Pfam	chi-Conotoxin or t superfamily
PF16989.11			Pfam	Type VI secretion, EvfE, EvfF, ImpA, BimE, VC_A0119, VasJ
PF17056.11			Pfam	Killer toxin-resistance protein 1
PF17116.12			Pfam	Type 9 secretion system plug protein 1st domain
PF17216.10			Pfam	Rrp44-like cold shock domain
PF17418.8			Pfam	Sporulation delaying protein SdpA
PF17423.7			Pfam	Swarming motility protein
PF17454.8			Pfam	Honey bee toxin
PF17456.8			Pfam	Toxin-coregulated pilus protein S
PF17475.8			Pfam	Clostridial binary toxin B/anthrax toxin PA domain 2
PF17476.8			Pfam	Clostridial binary toxin B/anthrax toxin PA domain 3
PF17486.8			Pfam	Cystine knot toxins
PF17491.7			Pfam	Spider Toxins mu-diguetoxin-1 a, b and c
PF17492.8			Pfam	Delta Ctenitoxins
PF17525.9			Pfam	Lysogeny maintenance protein PflM
PF17541.9			Pfam	Type VI secretion system TssC/VipB, central domain
PF17555.8			Pfam	Type VI secretion system, TssN
PF17556.8			Pfam	MIT-like atracotoxin family
PF17557.8			Pfam	I2-superfamily conotoxins
PF17561.8			Pfam	Type VI secretion system, TssO
PF17574.9			Pfam	Inhibitor of toxin/antitoxin system (Gp4.5)
PF17722.7			Pfam	Intraflagellar transport-associated protein
PF17735.8			Pfam	Biofilm surface layer A
PF17849.8			Pfam	Dis3-like cold-shock domain 2 (CSD2)
PF17876.8			Pfam	Cold shock domain
PF17893.8			Pfam	CRISPR-associated endonuclease Cas9 beta-hairpin domain
PF17894.8			Pfam	Topo homolgy domain in CRISPR-associated endonuclease Cas9
PF17953.7			Pfam	CRISPR Csm4 C-terminal domain
PF17997.8			Pfam	Insecticidal delta-endotoxin CryIA(c) domain 5
PF18061.8			Pfam	CRISPR-Cas9 WED domain
PF18070.8			Pfam	CRISPR-Cas9 PI domain
PF18182.7			Pfam	minimal CRISPR polymerase domain
PF18270.6			Pfam	Virulence factor Evf
PF18276.8			Pfam	Tc toxin complex TcA C-terminal TcB-binding domain
PF18286.7			Pfam	Type III secretion system ExsE
PF18320.7			Pfam	Csc2 Crispr
PF18383.7			Pfam	Intraflagellar transport 81 calponin homology domain
PF18495.7			Pfam	Antitoxin VbhA
PF18506.8			Pfam	RelB Antitoxin
PF18648.9			Pfam	Tse2 ADP-ribosyltransferase toxin
PF18661.8			Pfam	Avirulence Effector AvrLm4-7
PF18728.7			Pfam	AbiV
PF18732.7			Pfam	HEPN like, Abia C-terminal domain
PF18734.7			Pfam	AbiU2
PF18807.8			Pfam	Tripartite Tc toxins repeat
PF18860.8			Pfam	AbiJ N-terminal domain 3
PF18863.7			Pfam	AbiJ N-terminal domain 4
PF18864.7			Pfam	AbiTii
PF18865.9			Pfam	AbiJ N-terminal domain 5
PF18895.6			Pfam	Type IV secretion system pilin
PF18962.8			Pfam	Secretion system C-terminal sorting domain
PF18993.8			Pfam	Rv0078B-related antitoxin
PF19021.6			Pfam	CRISPR system CMR subunit Cmr7 1
PF19034.6			Pfam	RNase LS, bacterial toxin DBD domain
PF19308.5			Pfam	CRISPR Cas6 N-terminal domain
PF19417.5			Pfam	RNase LS, bacterial toxin N-terminal
PF19568.6			Pfam	Sporulation stage III, protein AA
PF19572.6			Pfam	Type IX secretion system protein PorV
PF19588.4			Pfam	Saxitoxin biosynthesis operon protein SxtJ
PF19841.5			Pfam	Gliding motility associated protein GldN
PF19937.5			Pfam	Gliding motility-associated protein GldC-like
PF20126.5			Pfam	Toxin TumE
PF20178.4			Pfam	Dermonecrotic toxin, N-terminal domain
PF20220.4			Pfam	ABC toxin N-terminal region
PF20232.4			Pfam	C-terminal domain of Type VI secretion system FHA protein
PF20249.4			Pfam	VasX toxin N-terminal region
PF20250.4			Pfam	Flagellar Assembly Protein A N-terminal region
PF20438.4			Pfam	Stage IV sporulation protein A, middle domain
PF20439.4			Pfam	Sporulation stage IV protein A, C-terminal
PF20560.4			Pfam	Motility protein A N-terminal
PF20605.5			Pfam	Antitoxin-like ribbon-helix-helix
PF20822.3			Pfam	CRISPR RNA silencing complex Cmr2 subunit, first helical domain
PF20823.3			Pfam	CRISPR RNA silencing complex Cmr2 subunit, Zn-binding domain
PF20824.3			Pfam	CRISPR RNA silencing complex Cmr2 subunit, second helical domain
PF20829.3			Pfam	Anti-CRISPR protein Acr30-35/AcrF1
PF20848.3			Pfam	ExoU toxin, middle helical domain
PF20889.3			Pfam	Antitoxin TsiV3
PF20894.3			Pfam	Small heat shock protein Tsp36, N-terminal domain
PF20898.2			Pfam	P-type Type IV secretion system, TraN
PF20899.3			Pfam	Pasteurella multocida toxin, C2 domain
PF20900.4			Pfam	Pasteurella multocida toxin, C3 domain
PF20983.3			Pfam	ExoU toxin, C-terminal domain
PF21069.3			Pfam	CRISPR-associated endonuclease Cas9 alpha-helical lobe
PF21070.3			Pfam	Type VI secretion protein IcmF helical domain
PF21109.3			Pfam	Stonustoxin helical domain
PF21111.5			Pfam	CDI toxin restriction endonuclease-like domain
PF21158.4			Pfam	Flagellar hook-associated protein 1, D2-like domain
PF21159.4			Pfam	Flagellar hook-associated protein 1, D3 domain
PF21178.3			Pfam	Intraflagellar transport protein 52, C-terminal domain
PF21277.3			Pfam	Type VI secretion system spike protein VgrG3-like, C-terminal
PF21304.3			Pfam	SPI-1 type 3 secretion system secretin, N0 domain
PF21350.3			Pfam	CRISPR-associated protein Cas6, N-terminal
PF21384.3			Pfam	CRISPR-associated nuclease/helicase Cas3, I-F/YPEST, Cas2 domain
PF21401.3			Pfam	Cas3 inhibitor AcrF3
PF21414.2			Pfam	Salt-mediated killer protoxin 1, beta subunit
PF21421.3			Pfam	Avirulence protein ATR1, WY-domain
PF21464.3			Pfam	Flagellar hook protein FlgE, D3 domain
PF21483.3			Pfam	Toxin CdiA-like, helical domain
PF21535.4			Pfam	Uncharacterized motility-related protein HVO_2248
PF21545.4			Pfam	T7SS, ESX-1 secretion system protein EccA1, N-terminal domain
PF21574.4			Pfam	CRISPR-associated endonuclease Cas9, C-terminal domain
PF21610.3			Pfam	Flagellar protein FlgA, N-terminal domain-like
PF21687.4			Pfam	Type II secretion system (T2SS), protein K
PF21735.4			Pfam	C-terminal repeat from RTX toxins
PF21802.4			Pfam	CRISPR-associated Cas3 subtype I-F/YPEST-like, C-terminal domain
PF21856.3			Pfam	ESX-1 secretion-associated protein EspB, PPE domain
PF21918.3			Pfam	CRISPR-associated endonuclease Cpf1 REC2 domain
PF21947.3			Pfam	Snake toxin cobra-type
PF22044.3			Pfam	Sporulation protein 24
PF22077.2			Pfam	CRISPR-associated endonuclease C2c1 Nuc-II domain
PF22126.3			Pfam	C2c1 CRISPR-Cas endonuclease, RuvC-like domain
PF22129.2			Pfam	CRISPR-associated endonuclease CjCas9 wedge domain
PF22131.2			Pfam	CRISPR-associated endonuclease CjCas9 PI-CTD domain
PF22133.2			Pfam	Botulinum neurotoxin, helical domain
PF22147.2			Pfam	Anti-CRISPR protein AcrIC5
PF22172.3			Pfam	CRISPR-associated endonuclease C2c1 second helical domain
PF22201.3			Pfam	Conserved flagellar protein F, immunoglobulin-like domain
PF22202.2			Pfam	CRISPR-associated endonuclease C2c1 first helical domain
PF22204.3			Pfam	CRISPR-associated endonuclease C2c1, wedge domain, second region
PF22206.3			Pfam	CRISPR-associated protein Csm6 6H domain
PF22211.3			Pfam	Type six secretion immunity 3 domain
PF22222.2			Pfam	CRISPR-associated endonuclease Cpf1 PI domain
PF22230.3			Pfam	CRISPR system endoribonuclease Csx1, CARF domain
PF22346.3			Pfam	ADP-ribosylating toxin CARDS, C-terminal beta-trefoil domain
PF22347.2			Pfam	Avirulence protein AvrPiz-t
PF22367.2			Pfam	Flagellar hook protein FlgE, third domain
PF22385.1			Pfam	CRISPR-associated endonuclease Cas9, C-terminal domain
PF22397.4			Pfam	DarT1-associated NADAR antitoxin
PF22438.3			Pfam	Flagellar protein FlgA,  HotDog domain-like
PF22510.2			Pfam	Flagellar biosynthesis protein FlhF, N domain
PF22513.3			Pfam	Antitoxin FitA-like, ribbon-helix-helix
PF22590.3			Pfam	CRISPR-associated nuclease/helicase Cas3, C-terminal
PF22638.2			Pfam	Flagellar hook-associated protein FlgK helical domain
PF22662.4			Pfam	Csa3 CRISPR-associated Rossmann-like domain
PF22692.2			Pfam	Flagellar hook protein FlgE/F/G D1 domain
PF22771.1			Pfam	Dermonecrotic toxin, barrel-like domain
PF22785.2			Pfam	Polymorphic toxin system, DSP-PTPase phosphatase
PF22879.2			Pfam	Abortive infection phage resistance protein N-terminal domain
PF23124.3			Pfam	Antitoxin Xre/MbcA/ParS-like, N-terminal
PF23125.2			Pfam	Antitoxin Xre/MbcA/ParS-like, middle domain
PF23456.2			Pfam	Cold shock domain-containing protein E1 CSD domain
PF23474.2			Pfam	Anti-CBASS protein Acb1
PF23719.2			Pfam	Antitoxin VapB-like
PF23767.3			Pfam	TscA antitoxin
PF23813.2			Pfam	Anti-DarT factor A
PF24112.2			Pfam	Amanitin toxin
PF24120.2			Pfam	Single-strand DNA deaminase toxin A, C-terminal
PF24121.2			Pfam	Type I-B CRISPR Cas8b N-terminal domain
PF24122.2			Pfam	Type I-B CRISPR Cas8b C-terminal domain
PF24304.2			Pfam	Anti-CRISPR Suppressor AcrIIA4
PF24687.2			Pfam	Type III Secretion system protein OrgC
PF24691.2			Pfam	TreTu toxin, C-terminal domain
PF24732.3			Pfam	ParE-like toxin domain
PF25187.2			Pfam	CBASS inhibitor Acb3
PF25218.2			Pfam	Type VI secretion system effector TseH-like
PF25593.2			Pfam	Gliding motility lipoprotein GldD
PF25594.2			Pfam	Gliding motility protein GldB
PF25699.1			Pfam	Anti-CRISPR protein AcrF8
PF25703.2			Pfam	Anti-CRISPR protein F31
PF25704.2			Pfam	Anti-CRISPR protein AcrF2 protein
PF25705.2			Pfam	Gabija anti-defense 1
PF25734.3			Pfam	Putative antitoxin family
PF26044.1			Pfam	Putative halobacterial antitoxin to Fic
PF26125.1			Pfam	Anti-CRISPR type V subtype A2 family
PF26126.1			Pfam	Hachiman anti-defense protein
PF26128.2			Pfam	Gabija anti-defense 2 family protein
PF26137.1			Pfam	Sporulation delaying protein family toxin
PF26151.1			Pfam	Anti-CRISPR Type I-F ADP-ribosyltransferase AcrIF11
PF26241.1			Pfam	Type I-D CRISPR-associated protein Cas5/Csc1
PF26318.1			Pfam	Sliding clamp-binding bacterial toxin SocB
PF26319.1			Pfam	Botulinum-like neurotoxin Wo, translocation domain
PF26320.1			Pfam	Botulinum-like neurotoxin Wo, peptidase domain
PF26321.1			Pfam	Botulinum-like neurotoxin Wo, concanavalin A-like domain
PF26322.1			Pfam	Botulinum-like neurotoxin Wo, C-terminal beta-trefoil domain
PF26323.1			Pfam	Staphylococcus aureus type VII secretion system substrate EsxC
PF26324.1			Pfam	Type III secretion system effector HopBF1 kinase domain
PF26347.1			Pfam	Sporulation membrane protein YtrI, C-terminal domain
PF26395.1			Pfam	Type II CBASS E2 protein
PF26442.2			Pfam	Putative RelE superfamily toxin domain
PF26747.1			Pfam	AcrB ubiquitination network protein, Ig-like domain
PF26768.1			Pfam	Sporulation membrane protein YtrI, N-terminal domain
PF26840.1			Pfam	DSR anti-defense 1 family
PF27083.1			Pfam	MazE/EndoAI antitoxin, C-terminal domain
PF27097.1			Pfam	Type IV secretion system ATPase VirB4/TrbE, N-terminal domain
PF27248.1			Pfam	CRISPR-associated protein MJ1674, second domain
PF27466.1			Pfam	Type II toxin-antitoxin system toxin Rv0299
PF27475.1			Pfam	Cold shock protein YnaE
PF27535.1			Pfam	Antitoxin RelB3 C-terminal domain
PF27667.1			Pfam	Sporulation protein YdcC-like
PF27742.1			Pfam	Cephalotoxin-like middle helical domain
PF27743.1			Pfam	Cephalotoxin-like C-terminal domain
PF27746.1			Pfam	Predicted plant small heat shock protein
