Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	step5_in_merged_region	nonviral_region_pos	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	protein_in_ambig_region
vRhyme_unbinned_22__MGr3G3H3I_000000064551_8	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										2640.0	1932.0	5808.0	11298.0	true		medium											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_9	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										2904.0	1668.0	6072.0	11034.0	true		medium											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_10	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										4356.0	216.0	7524.0	9582.0	true		medium											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_11	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																								10.0		4572.0	519.0	7740.0	9366.0	true		medium											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_12	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																								10.0		519.0	429.0	8259.0	8847.0	false		medium											true
vRhyme_unbinned_22__MGr3G3H3I_000000064551_13	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																								10.0	0.76	429.0	3090.0	8688.0	8418.0	false		medium											true
vRhyme_unbinned_22__MGr3G3H3I_000000064551_14	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										204.0	2886.0	8892.0	8214.0	false		medium											true
vRhyme_unbinned_22__MGr3G3H3I_000000064551_15	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										864.0	2226.0	9552.0	7554.0	false		medium											true
vRhyme_unbinned_22__MGr3G3H3I_000000064551_16	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										1167.0	1923.0	9855.0	7251.0	false		medium											true
vRhyme_unbinned_22__MGr3G3H3I_000000064551_17	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551	RNA repair, ligase-Pnkp-associating, region of Hen1	K20798		PF12623.13					237.637711		382.675049					0.40852575488454707		0.9958677685950413					1.17	0.04	5.79	1689.0	1401.0	10377.0	6729.0	false		low	HENMT1; small RNA 2'-O-methyltransferase [EC:2.1.1.386]		RNA repair, ligase-Pnkp-associating, region of Hen1					PF12623	RNA repair, ligase-Pnkp-associating, region of Hen1	Pfam	true
vRhyme_unbinned_22__MGr3G3H3I_000000064551_18	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551	PNKP adenylyltransferase domain, ligase domain			PF16542.11				phrog_246			620.778809				131.45903			1.0				0.9280575539568345	10.0	0.33	10.0	3090.0	5328.0	11778.0	5328.0	true		medium			PNKP adenylyltransferase domain, ligase domain				NinI-like serine-threonine phosphatase	PF16542	PNKP adenylyltransferase domain, ligase domain	Pfam	false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_19	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																								0.34		2556.0	2772.0	14334.0	2772.0	true		low											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_20	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										3540.0	1788.0	15318.0	1788.0	true		medium											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_21	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										4083.0	1245.0	15861.0	1245.0	true		medium											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_22	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										4722.0	606.0	16500.0	606.0	true		low											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_23	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551	integrase							phrog_95							186.832993							0.43317972350230416	10.0	10.0	10.0	5328.0	4542.0	17106.0		true		medium							integrase	phrog_95	integrase	PHROG	false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_24	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										1623.0	2919.0	1623.0		true		medium											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_25	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551																										4320.0	222.0	4320.0		true		medium											false
vRhyme_unbinned_22__MGr3G3H3I_000000064551_26	vRhyme_unbinned_22__MGr3G3H3I_000000064551	vRhyme_unbinned_22__MGr3G3H3I_000000064551	Resolvase, N terminal domain			PF00239.27							80.434685							0.9794520547945206					10.0	10.0	10.0	4542.0		4542.0		true		medium			Resolvase, N terminal domain					PF00239	Resolvase, N terminal domain	Pfam	false
vRhyme_unbinned_23__MGr3G3H3I_000000065081_1	vRhyme_unbinned_23__MGr3G3H3I_000000065081	vRhyme_unbinned_23__MGr3G3H3I_000000065081																														false		medium											true
vRhyme_unbinned_23__MGr3G3H3I_000000065081_2	vRhyme_unbinned_23__MGr3G3H3I_000000065081	vRhyme_unbinned_23__MGr3G3H3I_000000065081																														false		medium											true
vRhyme_unbinned_23__MGr3G3H3I_000000065081_3	vRhyme_unbinned_23__MGr3G3H3I_000000065081	vRhyme_unbinned_23__MGr3G3H3I_000000065081																														false		medium											true
vRhyme_unbinned_23__MGr3G3H3I_000000065081_4	vRhyme_unbinned_23__MGr3G3H3I_000000065081	vRhyme_unbinned_23__MGr3G3H3I_000000065081																														false		medium											true
vRhyme_unbinned_23__MGr3G3H3I_000000065081_5	vRhyme_unbinned_23__MGr3G3H3I_000000065081	vRhyme_unbinned_23__MGr3G3H3I_000000065081																														false		medium											true
vRhyme_unbinned_23__MGr3G3H3I_000000065081_6	vRhyme_unbinned_23__MGr3G3H3I_000000065081	vRhyme_unbinned_23__MGr3G3H3I_000000065081																														false		medium											true
vRhyme_unbinned_24__MGr3G3H3I_000000069672_1	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																											105.0		105.0	false		medium											true
vRhyme_unbinned_24__MGr3G3H3I_000000069672_2	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672	int; integrase	K14059						phrog_1	119.597427						118.432076	0.648471615720524						0.546644844517185	10.0	10.0	10.0		1773.0			true		high	int; integrase						integrase	K14059	int; integrase	KEGG	false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_3	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										1254.0	519.0	1254.0		true		high											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_4	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																							10.0	10.0	2.29	1773.0	1383.0	1773.0		true		high											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_5	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										210.0	1173.0	1983.0		true		high											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_6	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										954.0	429.0	2727.0		true		high											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_7	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										1062.0	321.0	2835.0		true		high											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_8	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672	DNA primase/helicase							phrog_8841							311.474274							0.8357030015797788		10.0	10.0	1383.0	3789.0	3156.0		true		high							DNA primase/helicase	phrog_8841	DNA primase/helicase	PHROG	false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_9	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										2103.0	1686.0	5259.0		true		high											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_10	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										2454.0	1335.0	5610.0		true		high											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_11	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										2865.0	924.0	6021.0		true		medium											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_12	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																							10.0	6.29	4.79	3789.0		6945.0		true		medium											false
vRhyme_unbinned_24__MGr3G3H3I_000000069672_13	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672	Domain of unknown function (DUF7715)			PF24831.2							90.111603							0.984								726.0		7671.0		false		high			Domain of unknown function (DUF7715)					PF24831	Domain of unknown function (DUF7715)	Pfam	true
vRhyme_unbinned_24__MGr3G3H3I_000000069672_14	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										1233.0		8178.0		false		medium											true
vRhyme_unbinned_24__MGr3G3H3I_000000069672_15	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										1545.0		8490.0		false		medium											true
vRhyme_unbinned_24__MGr3G3H3I_000000069672_16	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										1728.0		8673.0		false		medium											true
vRhyme_unbinned_24__MGr3G3H3I_000000069672_17	vRhyme_unbinned_24__MGr3G3H3I_000000069672	vRhyme_unbinned_24__MGr3G3H3I_000000069672																										2124.0		9069.0		false		medium											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_1	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196	integrase							phrog_1							106.450546							0.6202945990180033	10.0	10.0	10.0		1338.0		13332.0	true		high							integrase	phrog_1	integrase	PHROG	false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_2	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																								10.0	2.29	1338.0	2007.0	1338.0	11994.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_3	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										477.0	1530.0	1815.0	11517.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_4	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										1191.0	816.0	2529.0	10803.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_5	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										1497.0	510.0	2835.0	10497.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_6	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																							4.49	10.0	3.35	2007.0	1809.0	3345.0	9987.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_7	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										750.0	1059.0	4095.0	9237.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_8	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																							10.0	10.0	10.0	1809.0	3885.0	5154.0	8178.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_9	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										810.0	3075.0	5964.0	7368.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_10	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										1713.0	2172.0	6867.0	6465.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_11	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										1908.0	1977.0	7062.0	6270.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_12	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										2268.0	1617.0	7422.0	5910.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_13	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										2736.0	1149.0	7890.0	5442.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_14	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196								phrog_5172							116.6959							0.7082228116710876				2913.0	972.0	8067.0	5265.0	true		high							""	phrog_5172	""	PHROG	false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_15	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196	DNA primase							phrog_6088							133.046204							0.5207253886010362		10.0	10.0	3885.0	3678.0	9039.0	4293.0	true		high							DNA primase	phrog_6088	DNA primase	PHROG	false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_16	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										2880.0	798.0	11919.0	1413.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_17	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										3066.0	612.0	12105.0	1227.0	true		high											false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_18	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196	DNA invertase							phrog_125							67.805031							0.484251968503937	10.0	10.0	10.0	3678.0	615.0	12717.0	615.0	true		high							DNA invertase	phrog_125	DNA invertase	PHROG	false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_19	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196	integrase			PF00589.28				phrog_216			60.118103				77.998604			0.9244186046511628				0.5813953488372093	10.0	10.0	10.0	615.0		13332.0		true		high			Phage integrase family				integrase	phrog_216	integrase	PHROG	false
vRhyme_unbinned_25__MGr3G3H3I_000000077196_20	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										678.0		678.0		false		high											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_21	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										972.0		972.0		false		high											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_22	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										1266.0		1266.0		false		high											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_23	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										1482.0		1482.0		false		high											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_24	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										2295.0		2295.0		false		high											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_25	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										2661.0		2661.0		false		high											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_26	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										2817.0		2817.0		false		high											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_27	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										3036.0		3036.0		false		high											true
vRhyme_unbinned_25__MGr3G3H3I_000000077196_28	vRhyme_unbinned_25__MGr3G3H3I_000000077196	vRhyme_unbinned_25__MGr3G3H3I_000000077196																										3450.0		3450.0		false		high											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_1	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																								0.1			4917.0			false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_2	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																								1.42			2157.0			false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_3	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																											1491.0			false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_4	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																											1119.0			false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_5	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																								10.0			909.0			false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_6	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																										588.0	321.0			false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_7	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400	W; Bacteriophage baseplate protein W	K06903							84.921364							0.5118483412322274							10.0	10.0	10.0	909.0				false		low	W; Bacteriophage baseplate protein W							K06903	W; Bacteriophage baseplate protein W	KEGG	true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_8	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																										360.0				false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_9	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																										3651.0				false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_10	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400																										6597.0				false		low											true
vRhyme_unbinned_26__MGr3G3H3I_000000077400_11	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400	Family of unknown function (DUF6519)			PF20129.5							127.60907							0.5177065767284992						0.02		8859.0				false		low			Family of unknown function (DUF6519)					PF20129	Family of unknown function (DUF6519)	Pfam	true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_1	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																											6999.0			false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_2	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811								phrog_8234							151.603912							0.996078431372549					6684.0			false		low							""	phrog_8234	""	PHROG	true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_3	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811								phrog_8150							76.2817							0.9794520547945206					5943.0			false		low							""	phrog_8150	""	PHROG	true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_4	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																								0.27			5496.0			false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_5	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																											4659.0			false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_6	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	Immunity protein Imm1			PF14430.12							75.379555							0.944						0.17			4458.0			false		low			Immunity protein Imm1					PF14430	Immunity protein Imm1	Pfam	true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_7	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																								0.27			3504.0			false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_8	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																											2700.0			false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_9	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																											1977.0			false		medium											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_10	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																								0.27			1797.0			false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_11	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																											1029.0			false		medium											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_12	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																								10.0	10.0		3198.0			true		low											false
vRhyme_unbinned_27__MGr3G3H3I_000000077811_13	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	T6SS, Phospholipase effector Tle1-like, catalytic domain			PF09994.15							222.70433							0.9965034965034965						0.39		474.0	2724.0			true		low			T6SS, Phospholipase effector Tle1-like, catalytic domain					PF09994	T6SS, Phospholipase effector Tle1-like, catalytic domain	Pfam	false
vRhyme_unbinned_27__MGr3G3H3I_000000077811_14	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																										1665.0	1533.0			true		medium											false
vRhyme_unbinned_27__MGr3G3H3I_000000077811_15	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																										2502.0	696.0			true		medium											false
vRhyme_unbinned_27__MGr3G3H3I_000000077811_16	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	Domain of unknown function (DUF4262)			PF14081.12							75.44455							1.0						1.93	0.22	2712.0	486.0			true		low			Domain of unknown function (DUF4262)					PF14081	Domain of unknown function (DUF4262)	Pfam	false
vRhyme_unbinned_27__MGr3G3H3I_000000077811_17	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	acetyltransferase							phrog_1758							115.304192							0.9184782608695652	10.0	10.0	3.98	3198.0				true		medium							acetyltransferase	phrog_1758	acetyltransferase	PHROG	false
vRhyme_unbinned_27__MGr3G3H3I_000000077811_18	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	Antitoxin TacA 1-like			PF08681.19							82.414238							0.9625						1.6	0.3	510.0				false		low			Antitoxin TacA 1-like					PF08681	Antitoxin TacA 1-like	Pfam	true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_19	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																										819.0				false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_20	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																										1638.0				false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_21	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																										2244.0				false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_22	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																										2436.0				false		low											true
vRhyme_unbinned_27__MGr3G3H3I_000000077811_23	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811																								0.27		2544.0				false		low											true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_1	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																											174.0			false		high											true
vRhyme_unbinned_28__MGr3G3H3I_000000090299_2	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299	tail protein			PF13547.13				phrog_4271			340.63382				358.386261			1.0				0.40412528647822765		6.35	10.0		2493.0			true		high			GTA TIM-barrel-like domain				tail protein	phrog_4271	tail protein	PHROG	false
vRhyme_unbinned_28__MGr3G3H3I_000000090299_3	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299	glycoside hydrolase			PF09343.16				phrog_2913			122.224411				125.768631			0.9656862745098039				0.6078431372549019		10.0	10.0	2493.0	618.0			true		high			Conserved hypothetical protein 2217 (DUF2460)				glycoside hydrolase	phrog_2913	glycoside hydrolase	PHROG	false
vRhyme_unbinned_28__MGr3G3H3I_000000090299_4	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299	tail assembly protein			PF09931.16				phrog_778			109.926422				160.64183			0.9125				0.8745644599303136		10.0	10.0	618.0	1329.0			true		high			Baseplate hub protein, N-terminal attachment domain				tail assembly protein	phrog_778	tail assembly protein	PHROG	false
vRhyme_unbinned_28__MGr3G3H3I_000000090299_5	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299																										876.0	453.0			true		high											false
vRhyme_unbinned_28__MGr3G3H3I_000000090299_6	vRhyme_unbinned_28__MGr3G3H3I_000000090299	vRhyme_unbinned_28__MGr3G3H3I_000000090299	tail protein							phrog_1101							318.958252							0.46405693950177934		10.0	10.0	1329.0	2376.0			true		high							tail protein	phrog_1101	tail protein	PHROG	false
