Protein	Contig	Genome	Viral Probability (annotate)	Viral Confidence Level (annotate)	Viral Probability (de-novo)	Viral Confidence Level (de-novo)	Classification (annotate)	Function (annotate)	AVG-like Probability (de-novo)	AVG-like Confidence Level (de-novo)	Final AVG Probability (de-novo)	Final AVG Confidence Level (de-novo)
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_8	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.20594837	low	0.0	low	unclassified	dnaG; DNA primase [EC:2.7.7.101]	0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_9	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.36863977	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_10	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.5346652	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_11	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.31131884	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_12	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.49437377	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_13	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.37410703	low	0.0	low	unclassified	""	0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_14	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.15843159	low	0.0	low	unclassified		0.1079	medium	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_15	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.1264496	low	0.0	low	metabolic	Iron reduction	0.3227	medium	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_16	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.27873024	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_17	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.3448001	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_18	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.3049904	low	0.0468	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_19	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.6987174	medium	0.0	low	unclassified	""	0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_20	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.6867147	medium	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_21	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.6880826	medium	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_22	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.7286774	medium	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_23	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.7447506	medium	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_24	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.7522357	medium	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090_25	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	vRhyme_unbinned_110__MGr3G3H3I_000000249059|provirus_16350_47090	0.73783624	medium	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_1	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.91104937	medium	0.908	high	unclassified	int; integrase	0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_2	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.97355264	high	0.7231	high	unclassified		0.0873	medium	0.0631	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_3	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9769562	high	0.621	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_4	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.98015314	high	0.674	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_5	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.97528994	high	0.7286	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_6	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9725871	high	0.8776	high	unclassified	repA; regulatory protein RepA	0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_7	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9863804	high	0.846	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_8	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9810193	high	0.4506	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_9	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9843588	high	0.601	high	unclassified	DNA methyltransferase	0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_10	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9918777	high	0.7856	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_11	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.98802155	high	0.6691	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_12	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.983941	high	0.954	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_13	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9316429	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_14	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9031057	medium	0.8841	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_15	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.900049	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139_16	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	vRhyme_unbinned_111__MGr3G3H3I_000000255312|provirus_3194_13139	0.9082155	medium	0.8305	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_1	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.72667265	medium	0.9511	high	unclassified	tail protein	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_2	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.8235245	medium	0.884	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_3	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.37214234	low	1.0	very high	unclassified	RNA recognition motif	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_4	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.8228751	medium	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_5	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.84988695	medium	0.8217	high	unclassified	head closure	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_6	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.9308007	high	1.0	very high	unclassified	tail sheath	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_7	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.99559295	high	1.0	very high	unclassified	Gp37 protein	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_8	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.98994476	high	1.0	very high	unclassified	Bacteriophage Mu, Gp36	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_9	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.99326044	high	1.0	very high	unclassified	Mu-like prophage major head subunit gpT	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_10	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.9888223	high	1.0	very high	unclassified	virion structural protein	0.0	low	0.0	low
vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855_11	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	vRhyme_unbinned_112__MGr3G3H3I_000000261563|provirus_41_8855	0.9913901	high	1.0	very high	unclassified	head maturation protease	0.0	low	0.0	low
vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788_1	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	0.9553863	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788_2	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	0.99101615	high	1.0	very high	unclassified	tail protein	0.0	low	0.0	low
vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788_3	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	0.9877187	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788_4	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	0.98815656	high	1.0	very high	unclassified	tail assembly protein	0.0	low	0.0	low
vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788_5	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	0.9527376	high	1.0	very high	unclassified	Conserved hypothetical protein 2217 (DUF2460)	0.0	low	0.0	low
vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788_6	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	0.93709004	high	1.0	very high	unclassified	tail protein	0.0	low	0.0	low
vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788_7	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	0.93172556	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788_8	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	vRhyme_unbinned_113__MGr3G3H3I_000000274427|provirus_10798_21788	0.8827828	medium	1.0	very high	unclassified	Domain of unknown function (DUF2019)	0.0	low	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_1	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.10028921	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_2	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.032272637	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_3	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.027991464	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_4	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.06747143	low	0.0	low	unclassified		0.0498	low	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_5	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.07516936	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_6	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.07198379	low	0.0	low	physiological	SERGEF; secretion-regulating guanine nucleotide exchange factor	0.4835	high	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_7	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.042390518	low	0.0	low	unclassified		0.7382	high	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_8	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.10832398	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_9	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.107879505	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_11__MGr3G3H3I_000000030488_10	vRhyme_unbinned_11__MGr3G3H3I_000000030488	vRhyme_unbinned_11__MGr3G3H3I_000000030488	0.10759059	low	0.0	low	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_1	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.7651347	medium	0.9153	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_2	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.7656376	medium	0.9544	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_3	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.7862006	medium	0.7571	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_4	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.77489287	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_5	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.7606803	medium	0.8026	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_6	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.43651563	low	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_7	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.3115446	low	0.9213	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_8	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.56597257	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_9	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.5403874	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_10	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.8069318	medium	0.9488	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_11	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.7845512	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_12	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.74020755	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_13	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.74027735	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_14	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.7462457	medium	0.9524	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_12__MGr3G3H3I_000000034564_15	vRhyme_unbinned_12__MGr3G3H3I_000000034564	vRhyme_unbinned_12__MGr3G3H3I_000000034564	0.488767	low	0.9566	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_1	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.9431082	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_2	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.9448293	high	0.962	high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_3	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.9448771	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_4	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.94194674	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_5	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.8653698	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_6	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.8671233	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_7	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.8734497	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_8	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.8827079	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_9	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.8249965	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_10	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.87907356	medium	1.0	very high	unclassified	major head protein	0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_11	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.7116745	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_12	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.69256335	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_13	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.41937932	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_14	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.37685898	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_15	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.3464738	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_16	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.28888106	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_17	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.35182092	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_18	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.23379625	low	0.9481	high	unclassified	DNA polymerase/primase	0.2022	medium	0.1917	medium
vRhyme_unbinned_13__MGr3G3H3I_000000037801_19	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.13163313	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_20	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.19373247	low	1.0	very high	unclassified		0.8053	high	0.8053	high
vRhyme_unbinned_13__MGr3G3H3I_000000037801_21	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.5016223	low	1.0	very high	unclassified	integrase	0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_22	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.34426627	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_unbinned_13__MGr3G3H3I_000000037801_23	vRhyme_unbinned_13__MGr3G3H3I_000000037801	vRhyme_unbinned_13__MGr3G3H3I_000000037801	0.2766546	low	1.0	very high	unclassified	xerD; integrase/recombinase XerD	0.0	low	0.0	low
